"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Working Tax Credit by ethnic group of head","2015/16-2017/18","Three-year average","White other","ONS 2011 5+2188","K02000001","ONS geography code","All","All","All","All","6","3178"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2189","K02000001","ONS geography code","All","All","All","All","53","67735"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2190","K02000001","ONS geography code","All","All","All","All","53","67735"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2191","K02000001","ONS geography code","All","All","All","All","9","67735"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2192","K02000001","ONS geography code","All","All","All","All","-","67735"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2193","K02000001","ONS geography code","All","All","All","All","2","67735"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2194","K02000001","ONS geography code","All","All","All","All","2","67735"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2195","K02000001","ONS geography code","All","All","All","All","19","67735"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2196","K02000001","ONS geography code","All","All","All","All","8","67735"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2197","K02000001","ONS geography code","All","All","All","All","12","67735"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2198","K02000001","ONS geography code","All","All","All","All","8","67735"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2199","K02000001","ONS geography code","All","All","All","All","6","67735"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2200","K02000001","ONS geography code","All","All","All","All","4","67735"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2201","K02000001","ONS geography code","All","All","All","All","11","67735"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2202","K02000001","ONS geography code","All","All","All","All","-","67735"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2203","K02000001","ONS geography code","All","All","All","All","2","67735"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2204","K02000001","ONS geography code","All","All","All","All","-","67735"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2205","K02000001","ONS geography code","All","All","All","All","1","67735"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2206","K02000001","ONS geography code","All","All","All","All","17","67735"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2207","K02000001","ONS geography code","All","All","All","All","50","67735"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2208","K02000001","ONS geography code","All","All","All","All","3","67735"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2209","K02000001","ONS geography code","All","All","All","All","-","67735"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2210","K02000001","ONS geography code","All","All","All","All","24","67735"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2211","K02000001","ONS geography code","All","All","All","All","-","67735"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 2011 5+2212","K02000001","ONS geography code","All","All","All","All","4","67735"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2213","K02000001","ONS geography code","All","All","All","All","46","483"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2214","K02000001","ONS geography code","All","All","All","All","47","483"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2215","K02000001","ONS geography code","All","All","All","All","16","483"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2216","K02000001","ONS geography code","All","All","All","All","-","483"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2217","K02000001","ONS geography code","All","All","All","All","-","483"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2218","K02000001","ONS geography code","All","All","All","All","-","483"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2219","K02000001","ONS geography code","All","All","All","All","29","483"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2220","K02000001","ONS geography code","All","All","All","All","14","483"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2221","K02000001","ONS geography code","All","All","All","All","12","483"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2222","K02000001","ONS geography code","All","All","All","All","2","483"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2223","K02000001","ONS geography code","All","All","All","All","2","483"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2224","K02000001","ONS geography code","All","All","All","All","3","483"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2225","K02000001","ONS geography code","All","All","All","All","14","483"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2226","K02000001","ONS geography code","All","All","All","All","0","483"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2227","K02000001","ONS geography code","All","All","All","All","1","483"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2228","K02000001","ONS geography code","All","All","All","All","-","483"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2229","K02000001","ONS geography code","All","All","All","All","2","483"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2230","K02000001","ONS geography code","All","All","All","All","18","483"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2231","K02000001","ONS geography code","All","All","All","All","41","483"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2232","K02000001","ONS geography code","All","All","All","All","1","483"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2233","K02000001","ONS geography code","All","All","All","All","-","483"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2234","K02000001","ONS geography code","All","All","All","All","7","483"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2235","K02000001","ONS geography code","All","All","All","All","-","483"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian other ","ONS 2011 5+2236","K02000001","ONS geography code","All","All","All","All","9","483"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2237","K02000001","ONS geography code","All","All","All","All","44","3452"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2238","K02000001","ONS geography code","All","All","All","All","45","3452"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2239","K02000001","ONS geography code","All","All","All","All","15","3452"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2240","K02000001","ONS geography code","All","All","All","All","-","3452"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2241","K02000001","ONS geography code","All","All","All","All","1","3452"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2242","K02000001","ONS geography code","All","All","All","All","3","3452"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2243","K02000001","ONS geography code","All","All","All","All","27","3452"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2244","K02000001","ONS geography code","All","All","All","All","14","3452"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2245","K02000001","ONS geography code","All","All","All","All","11","3452"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2246","K02000001","ONS geography code","All","All","All","All","5","3452"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2247","K02000001","ONS geography code","All","All","All","All","3","3452"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2248","K02000001","ONS geography code","All","All","All","All","3","3452"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2249","K02000001","ONS geography code","All","All","All","All","10","3452"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2250","K02000001","ONS geography code","All","All","All","All","-","3452"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2251","K02000001","ONS geography code","All","All","All","All","2","3452"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2252","K02000001","ONS geography code","All","All","All","All","-","3452"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2253","K02000001","ONS geography code","All","All","All","All","2","3452"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2254","K02000001","ONS geography code","All","All","All","All","16","3452"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2255","K02000001","ONS geography code","All","All","All","All","41","3452"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2256","K02000001","ONS geography code","All","All","All","All","2","3452"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2257","K02000001","ONS geography code","All","All","All","All","-","3452"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2258","K02000001","ONS geography code","All","All","All","All","9","3452"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2259","K02000001","ONS geography code","All","All","All","All","-","3452"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Asian","ONS 2011 5+2260","K02000001","ONS geography code","All","All","All","All","9","3452"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2261","K02000001","ONS geography code","All","All","All","All","49","419"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2262","K02000001","ONS geography code","All","All","All","All","49","419"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2263","K02000001","ONS geography code","All","All","All","All","25","419"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2264","K02000001","ONS geography code","All","All","All","All","-","419"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2265","K02000001","ONS geography code","All","All","All","All","1","419"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2266","K02000001","ONS geography code","All","All","All","All","4","419"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2267","K02000001","ONS geography code","All","All","All","All","33","419"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2268","K02000001","ONS geography code","All","All","All","All","24","419"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2269","K02000001","ONS geography code","All","All","All","All","21","419"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2270","K02000001","ONS geography code","All","All","All","All","8","419"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2271","K02000001","ONS geography code","All","All","All","All","4","419"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2272","K02000001","ONS geography code","All","All","All","All","4","419"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2273","K02000001","ONS geography code","All","All","All","All","23","419"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2274","K02000001","ONS geography code","All","All","All","All","0","419"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2275","K02000001","ONS geography code","All","All","All","All","4","419"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2276","K02000001","ONS geography code","All","All","All","All","0","419"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2277","K02000001","ONS geography code","All","All","All","All","2","419"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2278","K02000001","ONS geography code","All","All","All","All","30","419"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2279","K02000001","ONS geography code","All","All","All","All","46","419"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2280","K02000001","ONS geography code","All","All","All","All","2","419"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2281","K02000001","ONS geography code","All","All","All","All","0","419"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2282","K02000001","ONS geography code","All","All","All","All","7","419"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2283","K02000001","ONS geography code","All","All","All","All","-","419"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 2011 5+2284","K02000001","ONS geography code","All","All","All","All","15","419"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2285","K02000001","ONS geography code","All","All","All","All","53","1600"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2286","K02000001","ONS geography code","All","All","All","All","53","1600"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2287","K02000001","ONS geography code","All","All","All","All","16","1600"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2288","K02000001","ONS geography code","All","All","All","All","-","1600"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2289","K02000001","ONS geography code","All","All","All","All","1","1600"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2290","K02000001","ONS geography code","All","All","All","All","2","1600"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2291","K02000001","ONS geography code","All","All","All","All","29","1600"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2292","K02000001","ONS geography code","All","All","All","All","16","1600"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2293","K02000001","ONS geography code","All","All","All","All","20","1600"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2294","K02000001","ONS geography code","All","All","All","All","6","1600"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2295","K02000001","ONS geography code","All","All","All","All","4","1600"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2296","K02000001","ONS geography code","All","All","All","All","4","1600"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2297","K02000001","ONS geography code","All","All","All","All","22","1600"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2298","K02000001","ONS geography code","All","All","All","All","-","1600"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2299","K02000001","ONS geography code","All","All","All","All","3","1600"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2300","K02000001","ONS geography code","All","All","All","All","-","1600"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2301","K02000001","ONS geography code","All","All","All","All","3","1600"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2302","K02000001","ONS geography code","All","All","All","All","28","1600"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2303","K02000001","ONS geography code","All","All","All","All","45","1600"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2304","K02000001","ONS geography code","All","All","All","All","2","1600"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2305","K02000001","ONS geography code","All","All","All","All","-","1600"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2306","K02000001","ONS geography code","All","All","All","All","11","1600"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2307","K02000001","ONS geography code","All","All","All","All","-","1600"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Black","ONS 2011 5+2308","K02000001","ONS geography code","All","All","All","All","9","1600"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2309","K02000001","ONS geography code","All","All","All","All","31","281"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2310","K02000001","ONS geography code","All","All","All","All","31","281"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2311","K02000001","ONS geography code","All","All","All","All","6","281"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2312","K02000001","ONS geography code","All","All","All","All","0","281"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2313","K02000001","ONS geography code","All","All","All","All","-","281"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2314","K02000001","ONS geography code","All","All","All","All","-","281"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2315","K02000001","ONS geography code","All","All","All","All","16","281"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2316","K02000001","ONS geography code","All","All","All","All","5","281"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2317","K02000001","ONS geography code","All","All","All","All","9","281"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2318","K02000001","ONS geography code","All","All","All","All","1","281"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2319","K02000001","ONS geography code","All","All","All","All","-","281"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2320","K02000001","ONS geography code","All","All","All","All","1","281"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2321","K02000001","ONS geography code","All","All","All","All","6","281"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2322","K02000001","ONS geography code","All","All","All","All","0","281"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2323","K02000001","ONS geography code","All","All","All","All","-","281"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2324","K02000001","ONS geography code","All","All","All","All","0","281"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2325","K02000001","ONS geography code","All","All","All","All","2","281"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2326","K02000001","ONS geography code","All","All","All","All","11","281"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2327","K02000001","ONS geography code","All","All","All","All","26","281"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2328","K02000001","ONS geography code","All","All","All","All","2","281"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2329","K02000001","ONS geography code","All","All","All","All","0","281"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2330","K02000001","ONS geography code","All","All","All","All","8","281"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2331","K02000001","ONS geography code","All","All","All","All","-","281"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 2011 5+2332","K02000001","ONS geography code","All","All","All","All","3","281"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2333","K02000001","ONS geography code","All","All","All","All","40","1343"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2334","K02000001","ONS geography code","All","All","All","All","41","1343"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2335","K02000001","ONS geography code","All","All","All","All","7","1343"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2336","K02000001","ONS geography code","All","All","All","All","-","1343"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2337","K02000001","ONS geography code","All","All","All","All","2","1343"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2338","K02000001","ONS geography code","All","All","All","All","2","1343"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2339","K02000001","ONS geography code","All","All","All","All","21","1343"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2340","K02000001","ONS geography code","All","All","All","All","7","1343"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2341","K02000001","ONS geography code","All","All","All","All","6","1343"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2342","K02000001","ONS geography code","All","All","All","All","4","1343"
"Disability Living Allowance (mobility component) by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2343","K02000001","ONS geography code","All","All","All","All","2","1343"
"Employment and Support Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2344","K02000001","ONS geography code","All","All","All","All","1","1343"
"Housing Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2345","K02000001","ONS geography code","All","All","All","All","4","1343"
"Incapacity Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2346","K02000001","ONS geography code","All","All","All","All","0","1343"
"Income Support by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2347","K02000001","ONS geography code","All","All","All","All","1","1343"
"Industrial Injuries Disablement Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2348","K02000001","ONS geography code","All","All","All","All","-","1343"
"Jobseeker's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2349","K02000001","ONS geography code","All","All","All","All","1","1343"
"On any income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2350","K02000001","ONS geography code","All","All","All","All","8","1343"
"On any non-income-related benefit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2351","K02000001","ONS geography code","All","All","All","All","38","1343"
"Pension Credit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2352","K02000001","ONS geography code","All","All","All","All","3","1343"
"Severe Disablement Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2353","K02000001","ONS geography code","All","All","All","All","0","1343"
"State Pension by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2354","K02000001","ONS geography code","All","All","All","All","12","1343"
"Widow's Benefits by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2355","K02000001","ONS geography code","All","All","All","All","-","1343"
"Working Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 2011 5+2356","K02000001","ONS geography code","All","All","All","All","4","1343"
"All in receipt of benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2357","K02000001","ONS geography code","All","All","All","All","42","687"
"All in receipt of state support by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2358","K02000001","ONS geography code","All","All","All","All","42","687"
"All in receipt of Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2359","K02000001","ONS geography code","All","All","All","All","13","687"
"Armed Forces Compensation Scheme by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2360","K02000001","ONS geography code","All","All","All","All","0","687"
"Attendance Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2361","K02000001","ONS geography code","All","All","All","All","-","687"
"Carer's Allowance by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2362","K02000001","ONS geography code","All","All","All","All","2","687"
"Child Benefit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2363","K02000001","ONS geography code","All","All","All","All","23","687"
"Child Tax Credit by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2364","K02000001","ONS geography code","All","All","All","All","13","687"
"Council Tax Reduction by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2365","K02000001","ONS geography code","All","All","All","All","14","687"
"Disability Living Allowance (care component) by ethnic group of head","2016/17-2018/19","Three-year average","Mixed","ONS 2011 5+2366","K02000001","ONS geography code","All","All","All","All","6","687"
