"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham and Solihull Mental Health NHS Foundation Trust","RXT","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","60.06098","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Greater Manchester Mental Health NHS Foundation Trust","RXV","White","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.36693","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Greater Manchester Mental Health NHS Foundation Trust","RXV","Other","White & Other","North West","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","74.55621","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Shrewsbury and Telford Hospital NHS Trust","RXW","White","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","81.29973","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","The Shrewsbury and Telford Hospital NHS Trust","RXW","Other","White & Other","Midlands","Grouped region","Acute and Acute & Community Trusts","67.07317","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Surrey and Borders Partnership NHS Foundation Trust","RXX","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","91.51943","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Surrey and Borders Partnership NHS Foundation Trust","RXX","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","76.6055","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kent and Medway NHS and Social Care Partnership Trust","RXY","White","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","89.27614","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kent and Medway NHS and Social Care Partnership Trust","RXY","Other","White & Other","South East","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","74.33628","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bridgewater Community Healthcare NHS Foundation Trust","RY2","White","White & Other","North West","Grouped region","Community Trusts","91.73729","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bridgewater Community Healthcare NHS Foundation Trust","RY2","Other","White & Other","North West","Grouped region","Community Trusts","84.61538","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk Community Health and Care NHS Trust","RY3","White","White & Other","East of England","Grouped region","Community Trusts","92.90698","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Norfolk Community Health and Care NHS Trust","RY3","Other","White & Other","East of England","Grouped region","Community Trusts","78.78788","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hertfordshire Community NHS Trust","RY4","White","White & Other","East of England","Grouped region","Community Trusts","95.22644","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hertfordshire Community NHS Trust","RY4","Other","White & Other","East of England","Grouped region","Community Trusts","80.21978","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lincolnshire Community Health Services NHS Trust","RY5","White","White & Other","Midlands","Grouped region","Community Trusts","91.75127","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Lincolnshire Community Health Services NHS Trust","RY5","Other","White & Other","Midlands","Grouped region","Community Trusts","75.75758","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leeds Community Healthcare NHS Trust","RY6","White","White & Other","North East and Yorkshire","Grouped region","Community Trusts","93.25","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Leeds Community Healthcare NHS Trust","RY6","Other","White & Other","North East and Yorkshire","Grouped region","Community Trusts","65.21739","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wirral Community Health and Care NHS Foundation Trust","RY7","White","White & Other","North West","Grouped region","Community Trusts","88.6","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Wirral Community Health and Care NHS Foundation Trust","RY7","Other","White & Other","North West","Grouped region","Community Trusts","78.94737","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Derbyshire Community Health Services NHS Foundation Trust","RY8","White","White & Other","Midlands","Grouped region","Community Trusts","92.35561","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Derbyshire Community Health Services NHS Foundation Trust","RY8","Other","White & Other","Midlands","Grouped region","Community Trusts","79.6875","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hounslow and Richmond Community Healthcare NHS Trust","RY9","White","White & Other","London","Grouped region","Community Trusts","91.04938","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Hounslow and Richmond Community Healthcare NHS Trust","RY9","Other","White & Other","London","Grouped region","Community Trusts","75.63452","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West Midlands Ambulance Service University NHS Foundation Trust","RYA","White","White & Other","Midlands","Grouped region","Ambulance Trusts","77.28571","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","West Midlands Ambulance Service University NHS Foundation Trust","RYA","Other","White & Other","Midlands","Grouped region","Ambulance Trusts","62.44131","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East of England Ambulance Service NHS Trust","RYC","White","White & Other","East of England","Grouped region","Ambulance Trusts","57.45928","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","East of England Ambulance Service NHS Trust","RYC","Other","White & Other","East of England","Grouped region","Ambulance Trusts","28.07018","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South East Coast Ambulance Service NHS Foundation Trust","RYD","White","White & Other","South East","Grouped region","Ambulance Trusts","62.77056","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South East Coast Ambulance Service NHS Foundation Trust","RYD","Other","White & Other","South East","Grouped region","Ambulance Trusts","49.41176","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Central Ambulance Service NHS Foundation Trust","RYE","White","White & Other","South East","Grouped region","Ambulance Trusts","84.6543","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Central Ambulance Service NHS Foundation Trust","RYE","Other","White & Other","South East","Grouped region","Ambulance Trusts","83.60656","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Western Ambulance Service NHS Foundation Trust","RYF","White","White & Other","South West","Grouped region","Ambulance Trusts","78.33089","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","South Western Ambulance Service NHS Foundation Trust","RYF","Other","White & Other","South West","Grouped region","Ambulance Trusts","57.8125","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Coventry and Warwickshire Partnership NHS Trust","RYG","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.9108","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Coventry and Warwickshire Partnership NHS Trust","RYG","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.33758","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Imperial College Healthcare NHS Trust","RYJ","White","White & Other","London","Grouped region","Acute and Acute & Community Trusts","81.9398","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Imperial College Healthcare NHS Trust","RYJ","Other","White & Other","London","Grouped region","Acute and Acute & Community Trusts","65.45455","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Western Sussex Hospitals NHS Foundation Trust","RYR","White","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","89.33333","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Western Sussex Hospitals NHS Foundation Trust","RYR","Other","White & Other","South East","Grouped region","Acute and Acute & Community Trusts","81.79348","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cambridgeshire Community Services NHS Trust","RYV","White","White & Other","East of England","Grouped region","Community Trusts","94.70339","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Cambridgeshire Community Services NHS Trust","RYV","Other","White & Other","East of England","Grouped region","Community Trusts","82.14286","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham Community Healthcare NHS Foundation Trust","RYW","White","White & Other","Midlands","Grouped region","Community Trusts","86.30887","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Birmingham Community Healthcare NHS Foundation Trust","RYW","Other","White & Other","Midlands","Grouped region","Community Trusts","56.26822","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Central London Community Healthcare NHS Trust","RYX","White","White & Other","London","Grouped region","Community Trusts","89.51368","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Central London Community Healthcare NHS Trust","RYX","Other","White & Other","London","Grouped region","Community Trusts","68.12339","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kent Community Health NHS Foundation Trust","RYY","White","White & Other","South East","Grouped region","Community Trusts","94.21852","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Kent Community Health NHS Foundation Trust","RYY","Other","White & Other","South East","Grouped region","Community Trusts","80","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bradford District Care NHS Foundation Trust","TAD","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","87.27016","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Bradford District Care NHS Foundation Trust","TAD","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","63.35878","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Camden and Islington NHS Foundation Trust","TAF","White","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","83.59375","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Camden and Islington NHS Foundation Trust","TAF","Other","White & Other","London","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","62.31884","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sheffield Health and Social Care NHS Foundation Trust","TAH","White","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","83.55388","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Sheffield Health and Social Care NHS Foundation Trust","TAH","Other","White & Other","North East and Yorkshire","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","64.38356","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Black Country Healthcare NHS Foundation Trust","TAJ","White","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","88.21689","%"
"Percentage of staff believing that their trust provides equal opportunities for career progression or promotion, by ethnicity","2020","Black Country Healthcare NHS Foundation Trust","TAJ","Other","White & Other","Midlands","Grouped region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","71.90083","%"
