"Measure","Time","Time_type","Ethnicity","Occupation","Occupation_Type","Value","Value_type","Denominator","Numerator","CI","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black","Process, Plant And Machine Operatives","SOC 2010","6.3","%","890100","56400","5.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Black","Elementary Occupations","SOC 2010","15.8","%","890100","141000","5.37","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Managers, Directors And Senior Officials","SOC 2010","11.2","%","839600","94000","5.37","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Professional Occupations","SOC 2010","31.7","%","839600","266100","4.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Associate Professional And Technical Occupations","SOC 2010","12.7","%","839600","106300","5.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Administrative And Secretarial Occupations","SOC 2010","10.0","%","839600","84300","5.38","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Skilled Trades Occupations","SOC 2010","4.7","%","839600","39700","5.52","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Caring, Leisure And Other Service Occupations","SOC 2010","6.4","%","839600","53900","5.40","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Sales And Customer Service Occupations","SOC 2010","8.2","%","839600","68400","5.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Process, Plant And Machine Operatives","SOC 2010","6.0","%","839600","50100","5.10","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Indian","Elementary Occupations","SOC 2010","9.1","%","839600","76700","5.27","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Managers, Directors And Senior Officials","SOC 2010","7.8","%","327900","25500","7.55","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Professional Occupations","SOC 2010","21.8","%","327900","71300","7.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Associate Professional And Technical Occupations","SOC 2010","19.3","%","327900","63100","7.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Administrative And Secretarial Occupations","SOC 2010","7.7","%","327900","25400","7.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Skilled Trades Occupations","SOC 2010","6.6","%","327900","21800","7.91","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Caring, Leisure And Other Service Occupations","SOC 2010","11.5","%","327900","37600","7.52","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Sales And Customer Service Occupations","SOC 2010","10.0","%","327900","32800","7.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Process, Plant And Machine Operatives","SOC 2010","4.4","%","327900","14400","7.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Mixed/Multiple ethnic groups","Elementary Occupations","SOC 2010","11.0","%","327900","35900","7.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Managers, Directors And Senior Officials","SOC 2010","10.7","%","522900","55800","7.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Professional Occupations","SOC 2010","25.4","%","522900","132700","6.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Associate Professional And Technical Occupations","SOC 2010","10.6","%","522900","55400","7.40","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Administrative And Secretarial Occupations","SOC 2010","7.2","%","522900","37600","7.27","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Skilled Trades Occupations","SOC 2010","6.6","%","522900","34500","7.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","522900","48300","6.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Sales And Customer Service Occupations","SOC 2010","11.4","%","522900","59400","7.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Process, Plant And Machine Operatives","SOC 2010","5.9","%","522900","30900","7.04","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other Asian (inc. Chinese)","Elementary Occupations","SOC 2010","13.0","%","522900","68200","6.74","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Managers, Directors And Senior Officials","SOC 2010","9.4","%","475500","44800","7.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Professional Occupations","SOC 2010","23.2","%","475500","110400","6.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Associate Professional And Technical Occupations","SOC 2010","12.9","%","475500","61200","7.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Administrative And Secretarial Occupations","SOC 2010","6.9","%","475500","32800","7.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Skilled Trades Occupations","SOC 2010","7.3","%","475500","34800","7.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Caring, Leisure And Other Service Occupations","SOC 2010","10.3","%","475500","49100","7.15","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Sales And Customer Service Occupations","SOC 2010","7.9","%","475500","37800","7.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Process, Plant And Machine Operatives","SOC 2010","7.8","%","475500","37300","7.16","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Other ethnic group","Elementary Occupations","SOC 2010","14.1","%","475500","67200","7.03","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Managers, Directors And Senior Officials","SOC 2010","9.1","%","638000","57800","6.16","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Professional Occupations","SOC 2010","18.2","%","638000","116200","5.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Associate Professional And Technical Occupations","SOC 2010","10.8","%","638000","68700","6.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Administrative And Secretarial Occupations","SOC 2010","8.5","%","638000","54400","6.55","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Skilled Trades Occupations","SOC 2010","6.2","%","638000","39300","6.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Caring, Leisure And Other Service Occupations","SOC 2010","6.0","%","638000","38400","6.14","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Sales And Customer Service Occupations","SOC 2010","13.3","%","638000","84800","6.18","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Process, Plant And Machine Operatives","SOC 2010","17.2","%","638000","109400","5.95","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","Pakistani/ Bangladeshi","Elementary Occupations","SOC 2010","10.8","%","638000","69100","6.30","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Managers, Directors And Senior Officials","SOC 2010","10.8","%","27685900","2994600","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Professional Occupations","SOC 2010","19.9","%","27685900","5502000","0.77","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.5","%","27685900","4015300","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Administrative And Secretarial Occupations","SOC 2010","10.5","%","27685900","2895500","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Skilled Trades Occupations","SOC 2010","11.1","%","27685900","3076100","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","27685900","2511700","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Sales And Customer Service Occupations","SOC 2010","7.4","%","27685900","2037300","0.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.2","%","27685900","1729700","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White","Elementary Occupations","SOC 2010","10.6","%","27685900","2923600","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Managers, Directors And Senior Officials","SOC 2010","11.0","%","24693800","2715400","0.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Professional Occupations","SOC 2010","19.7","%","24693800","4866800","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.7","%","24693800","3638100","0.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Administrative And Secretarial Occupations","SOC 2010","10.8","%","24693800","2676200","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Skilled Trades Occupations","SOC 2010","11.2","%","24693800","2764100","0.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","9.3","%","24693800","2300000","0.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Sales And Customer Service Occupations","SOC 2010","7.7","%","24693800","1894000","0.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Process, Plant And Machine Operatives","SOC 2010","5.8","%","24693800","1443400","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White British","Elementary Occupations","SOC 2010","9.7","%","24693800","2395700","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","9.3","%","2991800","279300","2.65","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Professional Occupations","SOC 2010","21.2","%","2991800","635000","2.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","12.6","%","2991800","377200","2.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","7.3","%","2991800","219400","2.64","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Skilled Trades Occupations","SOC 2010","10.4","%","2991800","312000","2.73","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","7.1","%","2991800","211700","2.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Sales And Customer Service Occupations","SOC 2010","4.8","%","2991800","143100","2.69","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Process, Plant And Machine Operatives","SOC 2010","9.6","%","2991800","286300","2.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2016","Year","White Other","Elementary Occupations","SOC 2010","17.6","%","2991800","527900","2.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Managers, Directors And Senior Officials","SOC 2010","10.9","%","31840000","3456100","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Professional Occupations","SOC 2010","20.3","%","31840000","6448600","0.48","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Associate Professional And Technical Occupations","SOC 2010","14.3","%","31840000","4559500","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Administrative And Secretarial Occupations","SOC 2010","10.4","%","31840000","3314900","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Skilled Trades Occupations","SOC 2010","10.5","%","31840000","3336600","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","31840000","2921800","0.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Sales And Customer Service Occupations","SOC 2010","7.6","%","31840000","2410800","0.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Process, Plant And Machine Operatives","SOC 2010","6.4","%","31840000","2034700","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","All","Elementary Occupations","SOC 2010","10.5","%","31840000","3356900","0.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Managers, Directors And Senior Officials","SOC 2010","11.3","%","2045600","231300","3.55","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Professional Occupations","SOC 2010","24.2","%","2045600","495200","3.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Associate Professional And Technical Occupations","SOC 2010","11.5","%","2045600","235500","3.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Administrative And Secretarial Occupations","SOC 2010","9.5","%","2045600","195100","3.56","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Skilled Trades Occupations","SOC 2010","6.2","%","2045600","126200","3.65","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Caring, Leisure And Other Service Occupations","SOC 2010","7.5","%","2045600","153600","3.47","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Sales And Customer Service Occupations","SOC 2010","10.6","%","2045600","216300","3.59","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Process, Plant And Machine Operatives","SOC 2010","8.4","%","2045600","171900","3.41","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Asian","Elementary Occupations","SOC 2010","10.8","%","2045600","220700","3.51","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Managers, Directors And Senior Officials","SOC 2010","5.5","%","863300","47900","5.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Professional Occupations","SOC 2010","21.4","%","863300","184800","5.21","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Associate Professional And Technical Occupations","SOC 2010","12.4","%","863300","107300","5.71","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Administrative And Secretarial Occupations","SOC 2010","8.4","%","863300","72800","5.87","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Skilled Trades Occupations","SOC 2010","5.8","%","863300","50200","5.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Caring, Leisure And Other Service Occupations","SOC 2010","17.8","%","863300","153400","5.22","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Sales And Customer Service Occupations","SOC 2010","8.2","%","863300","70700","6.08","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Process, Plant And Machine Operatives","SOC 2010","6.4","%","863300","55600","5.72","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Black","Elementary Occupations","SOC 2010","14.0","%","863300","120700","5.58","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Managers, Directors And Senior Officials","SOC 2010","11.2","%","846300","94400","5.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Professional Occupations","SOC 2010","31.1","%","846300","263400","4.75","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Associate Professional And Technical Occupations","SOC 2010","12.8","%","846300","108100","5.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Administrative And Secretarial Occupations","SOC 2010","10.2","%","846300","85900","5.43","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Skilled Trades Occupations","SOC 2010","4.9","%","846300","41600","5.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Caring, Leisure And Other Service Occupations","SOC 2010","5.7","%","846300","48400","5.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Sales And Customer Service Occupations","SOC 2010","9.2","%","846300","78000","5.62","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Process, Plant And Machine Operatives","SOC 2010","5.8","%","846300","48900","5.30","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Indian","Elementary Occupations","SOC 2010","9.2","%","846300","77600","5.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Managers, Directors And Senior Officials","SOC 2010","8.1","%","363300","29500","7.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Professional Occupations","SOC 2010","20.4","%","363300","74200","6.90","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Associate Professional And Technical Occupations","SOC 2010","17.2","%","363300","62500","7.06","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Administrative And Secretarial Occupations","SOC 2010","9.1","%","363300","33200","7.33","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Skilled Trades Occupations","SOC 2010","5.7","%","363300","20800","7.27","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Caring, Leisure And Other Service Occupations","SOC 2010","11.1","%","363300","40100","7.20","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Sales And Customer Service Occupations","SOC 2010","9.8","%","363300","35600","7.28","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Process, Plant And Machine Operatives","SOC 2010","4.7","%","363300","17200","7.54","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Mixed/Multiple ethnic groups","Elementary Occupations","SOC 2010","13.8","%","363300","50200","7.29","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Managers, Directors And Senior Officials","SOC 2010","11.8","%","542100","64100","7.30","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Professional Occupations","SOC 2010","23.5","%","542100","127300","6.45","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Associate Professional And Technical Occupations","SOC 2010","11.7","%","542100","63600","7.46","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Administrative And Secretarial Occupations","SOC 2010","8.7","%","542100","47200","7.16","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Skilled Trades Occupations","SOC 2010","7.1","%","542100","38200","6.89","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Caring, Leisure And Other Service Occupations","SOC 2010","9.1","%","542100","49300","6.67","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Sales And Customer Service Occupations","SOC 2010","9.7","%","542100","52400","7.01","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Process, Plant And Machine Operatives","SOC 2010","5.3","%","542100","28700","6.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other Asian (inc. Chinese)","Elementary Occupations","SOC 2010","13.1","%","542100","71300","6.87","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Managers, Directors And Senior Officials","SOC 2010","9.4","%","495000","46700","7.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Professional Occupations","SOC 2010","24.5","%","495000","121300","6.87","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Associate Professional And Technical Occupations","SOC 2010","10.7","%","495000","52800","7.39","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Administrative And Secretarial Occupations","SOC 2010","8.1","%","495000","40000","7.49","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Skilled Trades Occupations","SOC 2010","10.0","%","495000","49700","7.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Caring, Leisure And Other Service Occupations","SOC 2010","9.3","%","495000","46200","7.18","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Sales And Customer Service Occupations","SOC 2010","6.2","%","495000","30500","7.43","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Process, Plant And Machine Operatives","SOC 2010","7.2","%","495000","35500","7.03","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Other ethnic group","Elementary Occupations","SOC 2010","14.6","%","495000","72200","7.11","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Managers, Directors And Senior Officials","SOC 2010","11.1","%","657200","72800","6.07","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Professional Occupations","SOC 2010","15.9","%","657200","104500","5.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Associate Professional And Technical Occupations","SOC 2010","9.7","%","657200","63800","6.32","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Administrative And Secretarial Occupations","SOC 2010","9.4","%","657200","62000","6.29","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Skilled Trades Occupations","SOC 2010","7.0","%","657200","46300","6.42","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Caring, Leisure And Other Service Occupations","SOC 2010","8.5","%","657200","55900","6.24","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Sales And Customer Service Occupations","SOC 2010","13.1","%","657200","85800","6.25","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Process, Plant And Machine Operatives","SOC 2010","14.3","%","657200","94300","5.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","Pakistani/ Bangladeshi","Elementary Occupations","SOC 2010","10.9","%","657200","71800","6.18","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Managers, Directors And Senior Officials","SOC 2010","11.0","%","28055400","3098500","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Professional Occupations","SOC 2010","19.8","%","28055400","5568600","0.76","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Associate Professional And Technical Occupations","SOC 2010","14.6","%","28055400","4098500","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Administrative And Secretarial Occupations","SOC 2010","10.6","%","28055400","2972600","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Skilled Trades Occupations","SOC 2010","11.0","%","28055400","3088000","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Caring, Leisure And Other Service Occupations","SOC 2010","9.0","%","28055400","2527900","0.78","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Sales And Customer Service Occupations","SOC 2010","7.3","%","28055400","2056100","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Process, Plant And Machine Operatives","SOC 2010","6.3","%","28055400","1754000","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White","Elementary Occupations","SOC 2010","10.3","%","28055400","2891100","0.79","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Managers, Directors And Senior Officials","SOC 2010","11.2","%","24892300","2789600","0.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Professional Occupations","SOC 2010","19.8","%","24892300","4919400","0.80","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Associate Professional And Technical Occupations","SOC 2010","14.9","%","24892300","3711400","0.84","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Administrative And Secretarial Occupations","SOC 2010","11.0","%","24892300","2731100","0.82","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Skilled Trades Occupations","SOC 2010","11.0","%","24892300","2738600","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Caring, Leisure And Other Service Occupations","SOC 2010","9.2","%","24892300","2291700","0.81","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Sales And Customer Service Occupations","SOC 2010","7.6","%","24892300","1896600","0.85","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Process, Plant And Machine Operatives","SOC 2010","5.9","%","24892300","1457400","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White British","Elementary Occupations","SOC 2010","9.5","%","24892300","2356500","0.83","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Managers, Directors And Senior Officials","SOC 2010","9.7","%","3161900","308100","2.68","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Professional Occupations","SOC 2010","20.5","%","3161900","648900","2.50","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Associate Professional And Technical Occupations","SOC 2010","12.2","%","3161900","387000","2.61","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Administrative And Secretarial Occupations","SOC 2010","7.6","%","3161900","241600","2.60","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Skilled Trades Occupations","SOC 2010","11.1","%","3161900","349400","2.65","","","","","","",""
"Proportion of ethnic group who are employed, split by occupation group","2017","Year","White Other","Caring, Leisure And Other Service Occupations","SOC 2010","7.5","%","3161900","236300","2.56","","","","","","",""
