"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","53","396","20976.39"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","50.4","2740","138200.78"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","48.1","2761","132936.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","51.4","10358","532184.96"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","49.3","363","17901.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.7","9687","490806.2"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","76.9","305","23467.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","2","164","334.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","39.2","34","1333.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","45.2","66","2982.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","53","689","36549.39"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","3","!"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","63.4","14","887"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","61","40","2440"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","50.3","8090","407076.68"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","52.3","292","15274.63"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","56.9","1184","67334.26"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","58.3","43","2508"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","48.4","3959","191516.65"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","50","4705","235205.66"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","17","219","3718.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","34.5","520","17929.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","29.3","739","21647.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","50","4705","235205.66"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","50.5","2132","107758.14"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","5","2","10"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","50.5","222","11208.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","47.6","1365","65011.76"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","45.4","1538","69845.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","48.2","5326","256538.41"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","44.3","201","8899.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","47.5","4981","236759.91"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","76.5","142","10869.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","2.7","119","323.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","34.8","24","835"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","43.5","43","1869.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","48.7","336","16349.26"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Hindu","!","3","!"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","57.6","5","288"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","59","12","708.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","46.9","4176","195843.77"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","51.3","181","9285.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","55.6","585","32497.63"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","55.8","26","1450.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","55.4","3656","202457.53"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","56.1","4640","260371.05"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","10.8","71","769.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","39.8","365","14517"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","35.1","436","15286.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","56.1","4640","260371.05"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","57.5","2226","127987.39"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","!","1","!"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","56.1","174","9767.51"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53.2","1375","73189.02"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","51.6","1223","63091.38"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","54.8","5032","275646.55"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","55.6","162","9002"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","54","4706","254046.29"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","77.3","163","12598.26"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0.2","45","11"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","49.9","10","498.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","48.4","23","1112.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","57.2","353","20200.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","66.6","9","599"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","61.8","28","1731.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","54","3914","211232.91"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","54","111","5988.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","58.2","599","34836.63"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","!","17","!"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","15.5","290","4487.75"
"Average Attainment 8 score","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","37","2244","82966.25"
"Average Attainment 8 score","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","47.9","5784","276929.14"
"Average Attainment 8 score","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","41.4","3906","161735"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","41.6","2521","104973.75"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","48.1","9759","469410.89"
"Average Attainment 8 score","Mixed White and Black Caribbean","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","48.1","4122","198160.39"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","47.6","2641","125794.26"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","53.1","9354","497149.04"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","48.1","5779","278027.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","51.1","6557","335247.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","36.7","885","32446.25"
"Average Attainment 8 score","Pakistani","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","49.3","24275","1197327.94"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","41.4","9570","396455.64"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","29.7","1131","33628.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","50.8","3675","186572.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","14.6","1884","27588.39"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","46.9","449","21074.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","51.1","1766","90215.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","42.6","1464","62366.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","42","9431","395971.14"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","43","435","18692.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","48.2","6835","329368.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","73.4","277","20322.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","3.5","139","484.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","42.4","65","2756.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","41.7","126","5257.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","46.9","612","28705.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","65.1","290","18891.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","50.3","19","955"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","47.9","6014","287949"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","54","145","7828.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","51.5","464","23900.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","!","3","!"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","46.1","3036","139848.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","49.5","3361","166402.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","16.5","227","3750.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","34.2","505","17247"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","28.7","732","20997.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","49.5","3361","166402.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","48.7","1888","91982.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","11.8","904","10637"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","45.7","256","11692.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","49.5","952","47078.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","40.5","779","31572.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","40.4","4893","197642.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","41","226","9263.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","46.1","3606","166367"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","72.4","157","11374.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","3.7","103","386"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","40.2","32","1287.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","40.9","81","3313.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","44.2","361","15966.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","63.9","168","10743"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","41.1","9","369.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","45.9","3154","144753"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","53.5","77","4120.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","50.2","218","10950"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","!","2","!"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","50.4","2743","138179"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","52.8","3196","168844.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","17.2","85","1464.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","35.6","314","11167"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","31.7","399","12631.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","52.8","3196","168844.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","52.9","1787","94589.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","17.3","980","16951.39"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","48.6","193","9382"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","53","814","43137"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","45","685","30794.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","43.7","4538","198328.89"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","45.1","209","9428.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","50.5","3229","163001.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","74.6","120","8947.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","2.7","36","98.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","44.5","33","1469"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","43.2","45","1944.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","50.8","251","12738.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","66.8","122","8148.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","58.5","10","585.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","50.1","2860","143196"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","54.5","68","3708.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","52.6","246","12950.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","!","1","!"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","50.8","313632","15943839.32"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","51.1","6557","335247.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","53.2","351792","18712017.01"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","16.7","312","5214.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","34.7","819","28414"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","49.7","416504","20701968.79"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","30.8","64654","1989669.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","53","221643","11745619.3"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","5.4","81","436"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","50.5","5553","280324.88"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","50.3","93487","4699804.72"
"Average Attainment 8 score","White","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","45.4","82933","3764841.14"
