"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Qualification_level","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","31","% of cohort","759","234"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","4","% of cohort","26459","1005"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","7","% of cohort","2708","196"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","8","% of cohort","3157","240"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","3","% of cohort","20594","569"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","3","% of cohort","20471","560"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","6","% of cohort","1483","92"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","8","% of cohort","2398","181"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","7","% of cohort","123","9"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","8","% of cohort","1225","104"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","8","% of cohort","759","59"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","13","% of cohort","26459","3565"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","19","% of cohort","2708","506"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","19","% of cohort","3157","592"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","12","% of cohort","20594","2467"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","12","% of cohort","20471","2433"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","16","% of cohort","1483","230"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","18","% of cohort","2398","440"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","28","% of cohort","123","34"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","23","% of cohort","1225","276"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","20","% of cohort","759","152"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","11","% of cohort","26459","3017"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","32","% of cohort","2708","877"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","19","% of cohort","3157","603"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","7","% of cohort","20594","1537"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","7","% of cohort","20471","1516"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","32","% of cohort","1483","479"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","17","% of cohort","2398","410"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","17","% of cohort","123","21"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","32","% of cohort","1225","398"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","25","% of cohort","759","193"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","6","% of cohort","26459","1589"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","19","% of cohort","2708","517"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","9","% of cohort","3157","277"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","4","% of cohort","20594","795"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","4","% of cohort","20471","787"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","15","% of cohort","1483","217"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","7","% of cohort","2398","156"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","7","% of cohort","123","8"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","24","% of cohort","1225","300"
"Student destinations after 16 to 18 study","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","16","% of cohort","759","121"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","87","% of cohort","2101","1826"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","89","% of cohort","1928","1717"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","57","% of cohort","86","49"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","69","% of cohort","87","60"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","74","% of cohort","72","53"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education or employment","47","% of cohort","15","7"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education or employment","83","% of cohort","6","5"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education or employment","69","% of cohort","54","37"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","89","% of cohort","1922","1712"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","38","% of cohort","32","12"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","79","% of cohort","2101","1651"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","82","% of cohort","1928","1572"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","37","% of cohort","86","32"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","54","% of cohort","87","47"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","61","% of cohort","72","44"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","20","% of cohort","15","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","50","% of cohort","6","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","50","% of cohort","54","27"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","82","% of cohort","1922","1569"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","16","% of cohort","32","5"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","2","% of cohort","2101","41"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","2","% of cohort","1928","35"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","3","% of cohort","86","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","3","% of cohort","87","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","3","% of cohort","72","2"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","7","% of cohort","15","1"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","0","% of cohort","6","0"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","4","% of cohort","54","2"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","2","% of cohort","1922","35"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","3","% of cohort","32","1"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","6","% of cohort","2101","134"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","6","% of cohort","1928","110"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","16","% of cohort","86","14"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","11","% of cohort","87","10"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","10","% of cohort","72","7"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","20","% of cohort","15","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","33","% of cohort","6","2"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","15","% of cohort","54","8"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","6","% of cohort","1922","108"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","19","% of cohort","32","6"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","No sustained education/employment","5","% of cohort","2101","112"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","No sustained education/employment","5","% of cohort","1928","87"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","No sustained education/employment","16","% of cohort","86","14"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","No sustained education/employment","13","% of cohort","87","11"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","No sustained education/employment","11","% of cohort","72","8"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","No sustained education/employment","20","% of cohort","15","3"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","No sustained education/employment","17","% of cohort","6","1"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","No sustained education/employment","15","% of cohort","54","8"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","No sustained education/employment","4","% of cohort","1922","86"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","No sustained education/employment","19","% of cohort","32","6"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Unknown","8","% of cohort","2101","163"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Unknown","6","% of cohort","1928","124"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Unknown","27","% of cohort","86","23"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Unknown","18","% of cohort","87","16"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Unknown","15","% of cohort","72","11"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Unknown","33","% of cohort","15","5"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Unknown","0","% of cohort","6","0"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Unknown","17","% of cohort","54","9"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Unknown","6","% of cohort","1922","124"
"Student destinations after 16 to 18 study","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Unknown","44","% of cohort","32","14"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education or employment","80","% of cohort","21351","17103"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education or employment","87","% of cohort","16135","13962"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education or employment","52","% of cohort","2670","1382"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education or employment","69","% of cohort","2546","1759"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education or employment","72","% of cohort","2037","1463"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education or employment","87","% of cohort","15936","13803"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education or employment","51","% of cohort","1299","659"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education or employment","58","% of cohort","509","296"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education or employment","80","% of cohort","199","159"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education or employment","53","% of cohort","1371","723"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Education","51","% of cohort","21351","10968"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Education","61","% of cohort","16135","9891"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Education","14","% of cohort","2670","373"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Education","28","% of cohort","2546","704"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Education","30","% of cohort","2037","621"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Education","62","% of cohort","15936","9843"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Education","7","% of cohort","1299","86"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Education","16","% of cohort","509","83"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Education","24","% of cohort","199","48"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Education","21","% of cohort","1371","287"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Apprenticeships","6","% of cohort","21351","1378"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Apprenticeships","5","% of cohort","16135","737"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Apprenticeships","13","% of cohort","2670","339"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Apprenticeships","12","% of cohort","2546","302"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Apprenticeships","12","% of cohort","2037","240"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Apprenticeships","5","% of cohort","15936","720"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Apprenticeships","15","% of cohort","1299","197"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Apprenticeships","12","% of cohort","509","62"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Apprenticeships","9","% of cohort","199","17"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Apprenticeships","10","% of cohort","1371","142"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All","Employment","22","% of cohort","21351","4757"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3","Employment","21","% of cohort","16135","3334"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","All other qualifications","Employment","25","% of cohort","2670","670"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2","Employment","30","% of cohort","2546","753"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 approved","Employment","30","% of cohort","2037","602"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 approved","Employment","20","% of cohort","15936","3240"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Other qualifications","Employment","29","% of cohort","1299","376"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 2 other","Employment","30","% of cohort","509","151"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 3 other","Employment","47","% of cohort","199","94"
"Student destinations after 16 to 18 study","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2017/18","Academic year","England","Country","E92000001","All","All","Level 1 and entry level","Employment","21","% of cohort","1371","294"
