"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_type","Geography","Geography_type","ONS geography code","Gender","FSM","SEN","Admission_Basis","Type_of_school","Religious_character","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Indian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","45.2","%","500"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","44.4","%","9065"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42","%","11204"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian - Pakistani","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","32","%","2139"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","45.9","%","11583"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","44.8","%","9131"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","42.6","%","1382"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","0","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","46.2","%","13"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","69.4","%","49"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","42.1","%","9828"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","46.2","%","208"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","47.6","%","2965"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","25","%","4"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","42.9","%","14615"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","46.6","%","609"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","41.2","%","13326"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","97.3","%","515"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","10.7","%","1502"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","46.6","%","13112"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","12.1","%","1218"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","4.9","%","284"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","31.7","%","3032"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","39.7","%","1452"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","36.6","%","1822"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","24.6","%","370"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","51.2","%","7350"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","48.6","%","9215"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","38.1","%","1865"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","34.8","%","2781"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","31.5","%","3578"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","19.9","%","797"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","78.9","%","909"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","82.1","%","726"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","81.7","%","71"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","78.8","%","798"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","76","%","25"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","79.2","%","72"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","78.5","%","972"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","64.6","%","48"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","75.1","%","732"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","97.8","%","186"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","31.8","%","44"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","80.7","%","928"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","38.2","%","34"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","10","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","73","%","63"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","51","%","10016"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","48.2","%","8471"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","43.3","%","736"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","100","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","60","%","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","70","%","10"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","47","%","9586"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","54.2","%","201"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","49","%","1510"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","63.6","%","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","46.7","%","12199"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","36.4","%","718"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","45.1","%","10692"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","94.1","%","661"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","18.2","%","1306"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","50.2","%","10890"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","21.6","%","1058"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","3.6","%","248"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","27.3","%","2183"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","54.8","%","3694"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","50.6","%","4450"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - Any other ","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","29.6","%","756"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","60.6","%","2392"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","56.7","%","2744"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Asian","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","30.7","%","352"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","47.6","%","1190"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","44.7","%","1462"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - African","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","32","%","272"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","38.8","%","2740"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","35.1","%","3543"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed - White and Black - Caribbean","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","22.2","%","803"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","51","%","3131"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","47.7","%","4111"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Other - Any other","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","37.3","%","980"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","40.5","%","2897"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","37.2","%","3421"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Unclassified","Ethnicities used by the National Pupil Database (19)","England","Country","E92000001","Girls","Pupils eligible for FSM","All Pupils","All Pupils","All state-funded schools","All Pupils","18.9","%","524"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All other pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","49.5","%","172590"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","Academies and free schools","All Pupils","47.4","%","136779"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Church of England","48.7","%","10418"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Hindu","50","%","2"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Jewish","69.7","%","552"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Muslim","100","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","No religious character","46.2","%","159113"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Other Christian Faith","47.5","%","3601"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Roman Catholic","49.4","%","18329"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded mainstream schools","Sikh","100","%","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","All Pupils","All state-funded schools","All Pupils","46.2","%","194197"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in highly selective areas","All state-funded mainstream schools","All Pupils","33.9","%","13715"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Non-selective schools in other areas","All state-funded mainstream schools","All Pupils","45.6","%","170265"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All Pupils","Selective schools","All state-funded mainstream schools","All Pupils","92.9","%","8037"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","All SEN","All Pupils","All state-funded schools","All Pupils","16.3","%","20786"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","No identified SEN","All Pupils","All state-funded schools","All Pupils","49.8","%","173399"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN support","All Pupils","All state-funded schools","All Pupils","19.1","%","16770"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","England","Country","E92000001","Girls","All Pupils","SEN with a statement or EHC plan","All Pupils","All state-funded schools","All Pupils","4.4","%","4016"
