"Measure","Time","Time_type","Ethnicity","Industry","SIC","Value","Value_type","Denominator","Numerator","CI"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","A - Agriculture, forestry and fishing","SIC 07","-","%","521600","-","-"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","B,D,E - Energy and water","SIC 07","0.7","%","521600","3900","7.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","C -Manufacturing","SIC 07","4.7","%","521600","24500","7.2"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","F - Construction","SIC 07","2.3","%","521600","12100","7.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","G,I -Distribution, hotels and restaurants","SIC 07","24.7","%","521600","129000","6.4"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","H,J -Transport and communication","SIC 07","11.1","%","521600","57700","7.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","K,L,M,N - Banking and finance","SIC 07","19","%","521600","99000","7.2"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","O,P,Q - Public admin, education and health","SIC 07","31.7","%","521600","165400","6.2"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other Asian","R,S,T,U - Other services","SIC 07","5.6","%","521600","29200","7.6"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","A - Agriculture, forestry and fishing","SIC 07","0.3","%","496600","1300","6.4"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","B,D,E - Energy and water","SIC 07","1.1","%","496600","5300","8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","C -Manufacturing","SIC 07","6.9","%","496600","34400","7.1"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","F - Construction","SIC 07","5.1","%","496600","25100","7.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","G,I -Distribution, hotels and restaurants","SIC 07","23.7","%","496600","117900","6.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","H,J -Transport and communication","SIC 07","12.4","%","496600","61400","7.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","K,L,M,N - Banking and finance","SIC 07","20.9","%","496600","103800","7.3"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","O,P,Q - Public admin, education and health","SIC 07","22.5","%","496600","111500","6.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Other","R,S,T,U - Other services","SIC 07","7.2","%","496600","35900","7.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","A - Agriculture, forestry and fishing","SIC 07","-","%","712200","-","-"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","B,D,E - Energy and water","SIC 07","0.6","%","712200","3900","6.1"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","C -Manufacturing","SIC 07","4.6","%","712200","32900","6"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","F - Construction","SIC 07","2.5","%","712200","17800","6.4"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","G,I -Distribution, hotels and restaurants","SIC 07","30.7","%","712200","218800","5.4"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","H,J -Transport and communication","SIC 07","17.8","%","712200","127100","5.6"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","K,L,M,N - Banking and finance","SIC 07","14.6","%","712200","104100","6.1"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","O,P,Q - Public admin, education and health","SIC 07","25.2","%","712200","179500","5.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","Pakistani/ Bangladeshi","R,S,T,U - Other services","SIC 07","4","%","712200","28200","6.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","A - Agriculture, forestry and fishing","SIC 07","1.2","%","28007700","346000","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","B,D,E - Energy and water","SIC 07","1.9","%","28007700","527300","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","C -Manufacturing","SIC 07","9.5","%","28007700","2649700","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","F - Construction","SIC 07","7.7","%","28007700","2161100","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","G,I -Distribution, hotels and restaurants","SIC 07","17.8","%","28007700","4978800","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","H,J -Transport and communication","SIC 07","8.4","%","28007700","2361700","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","K,L,M,N - Banking and finance","SIC 07","17.4","%","28007700","4869900","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","O,P,Q - Public admin, education and health","SIC 07","30.1","%","28007700","8422200","0.7"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White","R,S,T,U - Other services","SIC 07","6","%","28007700","1690900","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","A - Agriculture, forestry and fishing","SIC 07","1.3","%","24908800","320900","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","B,D,E - Energy and water","SIC 07","2","%","24908800","487300","0.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","C -Manufacturing","SIC 07","9.2","%","24908800","2298200","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","F - Construction","SIC 07","7.7","%","24908800","1924400","0.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","G,I -Distribution, hotels and restaurants","SIC 07","17.5","%","24908800","4363400","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","H,J -Transport and communication","SIC 07","8.1","%","24908800","2010500","0.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","K,L,M,N - Banking and finance","SIC 07","17.1","%","24908800","4266700","0.8"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","O,P,Q - Public admin, education and health","SIC 07","31","%","24908800","7720000","0.7"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White British","R,S,T,U - Other services","SIC 07","6.1","%","24908800","1517300","0.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","A - Agriculture, forestry and fishing","SIC 07","0.8","%","3096600","25200","2.6"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","B,D,E - Energy and water","SIC 07","1.3","%","3096600","40000","2.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","C -Manufacturing","SIC 07","11.4","%","3096600","351500","2.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","F - Construction","SIC 07","7.6","%","3096600","236700","2.9"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","G,I -Distribution, hotels and restaurants","SIC 07","19.9","%","3096600","614700","2.5"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","H,J -Transport and communication","SIC 07","11.3","%","3096600","351000","2.7"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","K,L,M,N - Banking and finance","SIC 07","19.5","%","3096600","603200","2.6"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","O,P,Q - Public admin, education and health","SIC 07","22.6","%","3096600","701100","2.4"
"Proportion of ethnic group who are employed, split by industry","2018","Year","White Other","R,S,T,U - Other services","SIC 07","5.6","%","3096600","173300","2.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","A - Agriculture, forestry and fishing","SIC 07","1.1","%","32394900","341000","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","B,D,E - Energy and water","SIC 07","1.7","%","32394900","550000","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","C -Manufacturing","SIC 07","9","%","32394900","2913800","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","F - Construction","SIC 07","7.2","%","32394900","2339000","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","G,I -Distribution, hotels and restaurants","SIC 07","18.1","%","32394900","5847500","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","H,J -Transport and communication","SIC 07","9.1","%","32394900","2962700","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","K,L,M,N_-_Banking_and_finance","SIC 07","17.6","%","32394900","5699800","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","O,P,Q - Public admin, education and health","SIC 07","30.3","%","32394900","9831400","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","All","R,S,T,U - Other services","SIC 07","5.9","%","32394900","1909700","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-","-"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","B,D,E - Energy and water","SIC 07","0.9","%","2165500","19100","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","C -Manufacturing","SIC 07","6.8","%","2165500","148100","0.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","F - Construction","SIC 07","3","%","2165500","64200","0.5"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","G,I -Distribution, hotels and restaurants","SIC 07","23.4","%","2165500","506700","1.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","H,J -Transport and communication","SIC 07","14.8","%","2165500","321000","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","K,L,M,N_-_Banking_and_finance","SIC 07","18.7","%","2165500","405900","1.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","O,P,Q - Public admin, education and health","SIC 07","28","%","2165500","607200","1.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Asian","R,S,T,U - Other services","SIC 07","4.3","%","2165500","92600","0.6"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-","-"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","B,D,E - Energy and water","SIC 07","1","%","1008000","9800","0.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","C -Manufacturing","SIC 07","4.9","%","1008000","49000","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","F - Construction","SIC 07","4","%","1008000","40100","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","G,I -Distribution, hotels and restaurants","SIC 07","15.2","%","1008000","153300","1.6"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","H,J -Transport and communication","SIC 07","9.9","%","1008000","99900","1.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","K,L,M,N_-_Banking_and_finance","SIC 07","18.2","%","1008000","183500","1.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","O,P,Q - Public admin, education and health","SIC 07","42.3","%","1008000","426600","2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Black","R,S,T,U - Other services","SIC 07","4.5","%","1008000","44900","0.9"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","A - Agriculture, forestry and fishing","SIC 07","0","%","911400","400","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","B,D,E - Energy and water","SIC 07","1.1","%","911400","10000","0.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","C -Manufacturing","SIC 07","8.5","%","911400","77500","1.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","F - Construction","SIC 07","3.5","%","911400","31600","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","G,I -Distribution, hotels and restaurants","SIC 07","17.4","%","911400","158600","1.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","H,J -Transport and communication","SIC 07","16.3","%","911400","148500","1.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","K,L,M,N_-_Banking_and_finance","SIC 07","21.6","%","911400","196900","1.9"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","O,P,Q - Public admin, education and health","SIC 07","28.3","%","911400","257700","2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Indian","R,S,T,U - Other services","SIC 07","3.3","%","911400","30300","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-","-"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","B,D,E - Energy and water","SIC 07","1.2","%","371100","4400","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","C -Manufacturing","SIC 07","6.8","%","371100","25200","1.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","F - Construction","SIC 07","4.9","%","371100","18000","1.5"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","G,I -Distribution, hotels and restaurants","SIC 07","20.7","%","371100","76700","2.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","H,J -Transport and communication","SIC 07","11.6","%","371100","43200","2.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","K,L,M,N_-_Banking_and_finance","SIC 07","18.9","%","371100","70000","2.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","O,P,Q - Public admin, education and health","SIC 07","29.5","%","371100","109500","3.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Mixed","R,S,T,U - Other services","SIC 07","6.4","%","371100","23900","1.6"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-","-"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","B,D,E - Energy and water","SIC 07","0.7","%","541500","3900","0.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","C -Manufacturing","SIC 07","5.4","%","541500","29400","1.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","F - Construction","SIC 07","2.4","%","541500","13200","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","G,I -Distribution, hotels and restaurants","SIC 07","26.6","%","541500","144100","2.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","H,J -Transport and communication","SIC 07","9.1","%","541500","49000","1.9"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","K,L,M,N_-_Banking_and_finance","SIC 07","20.4","%","541500","110300","2.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","O,P,Q - Public admin, education and health","SIC 07","28.7","%","541500","155200","2.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other Asian","R,S,T,U - Other services","SIC 07","6.6","%","541500","35900","1.5"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","A - Agriculture, forestry and fishing","SIC 07","0.3","%","521500","1500","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","B,D,E - Energy and water","SIC 07","1","%","521500","5400","0.6"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","C -Manufacturing","SIC 07","6.7","%","521500","34800","1.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","F - Construction","SIC 07","4.6","%","521500","23900","1.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","G,I -Distribution, hotels and restaurants","SIC 07","22.6","%","521500","117900","2.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","H,J -Transport and communication","SIC 07","12.2","%","521500","63400","2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","K,L,M,N_-_Banking_and_finance","SIC 07","20.7","%","521500","107800","2.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","O,P,Q - Public admin, education and health","SIC 07","25.7","%","521500","133900","2.9"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Other","R,S,T,U - Other services","SIC 07","6.3","%","521500","32800","1.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-","-"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","B,D,E - Energy and water","SIC 07","0.7","%","712600","5200","0.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","C -Manufacturing","SIC 07","5.8","%","712600","41200","1.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","F - Construction","SIC 07","2.7","%","712600","19400","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","G,I -Distribution, hotels and restaurants","SIC 07","28.6","%","712600","204000","2.4"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","H,J -Transport and communication","SIC 07","17.3","%","712600","123500","1.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","K,L,M,N_-_Banking_and_finance","SIC 07","13.8","%","712600","98700","1.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","O,P,Q - Public admin, education and health","SIC 07","27.3","%","712600","194200","2.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","Pakistani/ Bangladeshi","R,S,T,U - Other services","SIC 07","3.7","%","712600","26300","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","A - Agriculture, forestry and fishing","SIC 07","1.2","%","28315200","337500","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","B,D,E - Energy and water","SIC 07","1.8","%","28315200","511100","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","C -Manufacturing","SIC 07","9.4","%","28315200","2656200","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","F - Construction","SIC 07","7.7","%","28315200","2192900","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","G,I -Distribution, hotels and restaurants","SIC 07","17.6","%","28315200","4991200","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","H,J -Transport and communication","SIC 07","8.6","%","28315200","2432300","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","K,L,M,N_-_Banking_and_finance","SIC 07","17.4","%","28315200","4930700","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","O,P,Q - Public admin, education and health","SIC 07","30.2","%","28315200","8549300","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White","R,S,T,U - Other services","SIC 07","6.1","%","28315200","1713900","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","A - Agriculture, forestry and fishing","SIC 07","1.3","%","25060500","315600","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","B,D,E - Energy and water","SIC 07","1.9","%","25060500","476800","0.1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","C -Manufacturing","SIC 07","9.2","%","25060500","2296200","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","F - Construction","SIC 07","7.7","%","25060500","1932800","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","G,I -Distribution, hotels and restaurants","SIC 07","17.3","%","25060500","4338300","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","H,J -Transport and communication","SIC 07","8.2","%","25060500","2047200","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","K,L,M,N_-_Banking_and_finance","SIC 07","17","%","25060500","4270500","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","O,P,Q - Public admin, education and health","SIC 07","31.3","%","25060500","7840900","0.3"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White British","R,S,T,U - Other services","SIC 07","6.2","%","25060500","1542200","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","A - Agriculture, forestry and fishing","SIC 07","0.7","%","3251200","21800","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","B,D,E - Energy and water","SIC 07","1.1","%","3251200","34300","0.2"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","C -Manufacturing","SIC 07","11.1","%","3251200","360000","0.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","F - Construction","SIC 07","8","%","3251200","259300","0.7"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","G,I -Distribution, hotels and restaurants","SIC 07","20.1","%","3251200","652100","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","H,J -Transport and communication","SIC 07","11.8","%","3251200","385000","0.8"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","K,L,M,N_-_Banking_and_finance","SIC 07","20.3","%","3251200","658400","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","O,P,Q - Public admin, education and health","SIC 07","21.8","%","3251200","708400","1"
"Proportion of ethnic group who are employed, split by industry","2019","Year","White Other","R,S,T,U - Other services","SIC 07","5.3","%","3251200","171700","0.5"
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","A - Agriculture, forestry and fishing","SIC 07","0.9","%","31365800","281100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","B,D,E - Energy and water","SIC 07","1.7","%","31365800","539500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","C -Manufacturing","SIC 07","8.7","%","31365800","2732600",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","F - Construction","SIC 07","6.6","%","31365800","2059400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","G,I -Distribution, hotels and restaurants","SIC 07","17.2","%","31365800","5385500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","H,J -Transport and communication","SIC 07","9.4","%","31365800","2934400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","K,L,M,N_-_Banking_and_finance","SIC 07","18.3","%","31365800","5749700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","O,P,Q - Public admin, education and health","SIC 07","31.4","%","31365800","9853400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","All","R,S,T,U - Other services","SIC 07","5.8","%","31365800","1830100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","B,D,E - Energy and water","SIC 07","0.9","%","2120900","19000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","C -Manufacturing","SIC 07","7","%","2120900","148300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","F - Construction","SIC 07","2.7","%","2120900","57400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","G,I -Distribution, hotels and restaurants","SIC 07","20.5","%","2120900","435300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","H,J -Transport and communication","SIC 07","14.8","%","2120900","314400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","K,L,M,N_-_Banking_and_finance","SIC 07","19.3","%","2120900","409400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","O,P,Q - Public admin, education and health","SIC 07","31.4","%","2120900","665400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Asian","R,S,T,U - Other services","SIC 07","3.4","%","2120900","71300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","B,D,E - Energy and water","SIC 07","0.8","%","985200","8300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","C -Manufacturing","SIC 07","4.4","%","985200","43400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","F - Construction","SIC 07","3.4","%","985200","33300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","G,I -Distribution, hotels and restaurants","SIC 07","13.9","%","985200","136900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","H,J -Transport and communication","SIC 07","8.3","%","985200","81900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","K,L,M,N_-_Banking_and_finance","SIC 07","18","%","985200","177600",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","O,P,Q - Public admin, education and health","SIC 07","46.7","%","985200","460400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Black","R,S,T,U - Other services","SIC 07","4.3","%","985200","42700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","B,D,E - Energy and water","SIC 07","1.1","%","946600","10500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","C -Manufacturing","SIC 07","8.7","%","946600","82500",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","F - Construction","SIC 07","2.9","%","946600","27000",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","G,I -Distribution, hotels and restaurants","SIC 07","16.7","%","946600","157900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","H,J -Transport and communication","SIC 07","17.1","%","946600","161700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","K,L,M,N_-_Banking_and_finance","SIC 07","19.9","%","946600","188400",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","O,P,Q - Public admin, education and health","SIC 07","31","%","946600","293100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Indian","R,S,T,U - Other services","SIC 07","2.6","%","946600","25100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","B,D,E - Energy and water","SIC 07","1.3","%","451000","5900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","C -Manufacturing","SIC 07","4.6","%","451000","20800",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","F - Construction","SIC 07","3.6","%","451000","16100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","G,I -Distribution, hotels and restaurants","SIC 07","20.8","%","451000","93900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","H,J -Transport and communication","SIC 07","9.7","%","451000","43700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","K,L,M,N_-_Banking_and_finance","SIC 07","18.3","%","451000","82700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","O,P,Q - Public admin, education and health","SIC 07","32.3","%","451000","145700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Mixed","R,S,T,U - Other services","SIC 07","9.3","%","451000","42100",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","A - Agriculture, forestry and fishing","SIC 07","-","%","-","-",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","B,D,E - Energy and water","SIC 07","0.9","%","563600","5300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","C -Manufacturing","SIC 07","4.6","%","563600","25700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","F - Construction","SIC 07","2.5","%","563600","13900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","G,I -Distribution, hotels and restaurants","SIC 07","20.5","%","563600","115300",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","H,J -Transport and communication","SIC 07","9.2","%","563600","51700",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","K,L,M,N_-_Banking_and_finance","SIC 07","23.4","%","563600","131900",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","O,P,Q - Public admin, education and health","SIC 07","33.3","%","563600","187600",""
"Proportion of ethnic group who are employed, split by industry","2020","Year","Other Asian","R,S,T,U - Other services","SIC 07","5.7","%","563600","32100",""
