"Measure","Source","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value_type","Denominator"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","All","ONS 5+2","K02000001","5","%","57814"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","All","ONS 5+2","K02000001","4","%","57814"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","White","ONS 5+2","K02000001","63","%","53146"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","White","ONS 5+2","K02000001","9","%","53146"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","White","ONS 5+2","K02000001","2","%","53146"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","White","ONS 5+2","K02000001","1","%","53146"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","White","ONS 5+2","K02000001","8","%","53146"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","White","ONS 5+2","K02000001","9","%","53146"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","White","ONS 5+2","K02000001","1","%","53146"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","White","ONS 5+2","K02000001","4","%","53146"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","White","ONS 5+2","K02000001","3","%","53146"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","White British","ONS 5+2","K02000001","62","%","50523"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","White British","ONS 5+2","K02000001","8","%","50523"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","White British","ONS 5+2","K02000001","2","%","50523"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","White British","ONS 5+2","K02000001","1","%","50523"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","White British","ONS 5+2","K02000001","8","%","50523"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","White British","ONS 5+2","K02000001","10","%","50523"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","White British","ONS 5+2","K02000001","2","%","50523"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","White British","ONS 5+2","K02000001","4","%","50523"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","White British","ONS 5+2","K02000001","3","%","50523"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","White other","ONS 5+2","K02000001","74","%","2623"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","White other","ONS 5+2","K02000001","12","%","2623"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","White other","ONS 5+2","K02000001","1","%","2623"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","White other","ONS 5+2","K02000001","1","%","2623"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","White other","ONS 5+2","K02000001","2","%","2623"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","White other","ONS 5+2","K02000001","2","%","2623"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","White other","ONS 5+2","K02000001","-","%","2623"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","White other","ONS 5+2","K02000001","3","%","2623"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","White other","ONS 5+2","K02000001","4","%","2623"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Mixed","ONS 5+2","K02000001","71","%","499"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Mixed","ONS 5+2","K02000001","6","%","499"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Mixed","ONS 5+2","K02000001","1","%","499"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Mixed","ONS 5+2","K02000001","3","%","499"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Mixed","ONS 5+2","K02000001","2","%","499"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Mixed","ONS 5+2","K02000001","2","%","499"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Mixed","ONS 5+2","K02000001","1","%","499"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Mixed","ONS 5+2","K02000001","7","%","499"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Mixed","ONS 5+2","K02000001","6","%","499"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Asian","ONS 5+2","K02000001","68","%","2391"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Asian","ONS 5+2","K02000001","11","%","2391"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Asian","ONS 5+2","K02000001","1","%","2391"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Asian","ONS 5+2","K02000001","3","%","2391"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Asian","ONS 5+2","K02000001","2","%","2391"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Asian","ONS 5+2","K02000001","2","%","2391"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Asian","ONS 5+2","K02000001","1","%","2391"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Asian","ONS 5+2","K02000001","5","%","2391"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Asian","ONS 5+2","K02000001","7","%","2391"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Indian","ONS 5+2","K02000001","77","%","976"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Indian","ONS 5+2","K02000001","9","%","976"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Indian","ONS 5+2","K02000001","1","%","976"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Indian","ONS 5+2","K02000001","1","%","976"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Indian","ONS 5+2","K02000001","2","%","976"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Indian","ONS 5+2","K02000001","2","%","976"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Indian","ONS 5+2","K02000001","1","%","976"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Indian","ONS 5+2","K02000001","3","%","976"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Indian","ONS 5+2","K02000001","5","%","976"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","54","%","596"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","19","%","596"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","1","%","596"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","8","%","596"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","2","%","596"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","1","%","596"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","1","%","596"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","9","%","596"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Pakistani","ONS 5+2","K02000001","5","%","596"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","55","%","243"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","7","%","243"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","-","%","243"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","10","%","243"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","4","%","243"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","2","%","243"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","2","%","243"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","15","%","243"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Bangladeshi","ONS 5+2","K02000001","5","%","243"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Chinese","ONS 5+2","K02000001","64","%","215"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Chinese","ONS 5+2","K02000001","11","%","215"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Chinese","ONS 5+2","K02000001","1","%","215"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Chinese","ONS 5+2","K02000001","1","%","215"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Chinese","ONS 5+2","K02000001","2","%","215"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Chinese","ONS 5+2","K02000001","1","%","215"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Chinese","ONS 5+2","K02000001","-","%","215"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Chinese","ONS 5+2","K02000001","2","%","215"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Chinese","ONS 5+2","K02000001","18","%","215"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Asian other","ONS 5+2","K02000001","66","%","361"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Asian other","ONS 5+2","K02000001","11","%","361"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Asian other","ONS 5+2","K02000001","-","%","361"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Asian other","ONS 5+2","K02000001","3","%","361"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Asian other","ONS 5+2","K02000001","2","%","361"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Asian other","ONS 5+2","K02000001","2","%","361"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Asian other","ONS 5+2","K02000001","-","%","361"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Asian other","ONS 5+2","K02000001","7","%","361"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Asian other","ONS 5+2","K02000001","9","%","361"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Black","ONS 5+2","K02000001","64","%","1288"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Black","ONS 5+2","K02000001","7","%","1288"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Black","ONS 5+2","K02000001","-","%","1288"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Black","ONS 5+2","K02000001","5","%","1288"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Black","ONS 5+2","K02000001","3","%","1288"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Black","ONS 5+2","K02000001","2","%","1288"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Black","ONS 5+2","K02000001","1","%","1288"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Black","ONS 5+2","K02000001","11","%","1288"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Black","ONS 5+2","K02000001","6","%","1288"
"Gross household income by ethnic group of the head of the household","Wages/salary","2015/16-2017/18","Other","ONS 5+2","K02000001","67","%","490"
"Gross household income by ethnic group of the head of the household","Self-employment","2015/16-2017/18","Other","ONS 5+2","K02000001","9","%","490"
"Gross household income by ethnic group of the head of the household","Investments","2015/16-2017/18","Other","ONS 5+2","K02000001","1","%","490"
"Gross household income by ethnic group of the head of the household","Tax credits","2015/16-2017/18","Other","ONS 5+2","K02000001","3","%","490"
"Gross household income by ethnic group of the head of the household","State pension","2015/16-2017/18","Other","ONS 5+2","K02000001","2","%","490"
"Gross household income by ethnic group of the head of the household","Private pension","2015/16-2017/18","Other","ONS 5+2","K02000001","2","%","490"
"Gross household income by ethnic group of the head of the household","Disability benefit","2015/16-2017/18","Other","ONS 5+2","K02000001","1","%","490"
"Gross household income by ethnic group of the head of the household","Other benefits","2015/16-2017/18","Other","ONS 5+2","K02000001","6","%","490"
"Gross household income by ethnic group of the head of the household","Other","2015/16-2017/18","Other","ONS 5+2","K02000001","9","%","490"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","All","ONS 5+2","K02000001","63","%","57665"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","All","ONS 5+2","K02000001","9","%","57665"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","All","ONS 5+2","K02000001","1","%","57665"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","All","ONS 5+2","K02000001","1","%","57665"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","All","ONS 5+2","K02000001","7","%","57665"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","All","ONS 5+2","K02000001","8","%","57665"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","All","ONS 5+2","K02000001","1","%","57665"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","All","ONS 5+2","K02000001","4","%","57665"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","All","ONS 5+2","K02000001","4","%","57665"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","White","ONS 5+2","K02000001","63","%","52924"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","White","ONS 5+2","K02000001","9","%","52924"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","White","ONS 5+2","K02000001","2","%","52924"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","White","ONS 5+2","K02000001","1","%","52924"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","White","ONS 5+2","K02000001","8","%","52924"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","White","ONS 5+2","K02000001","9","%","52924"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","White","ONS 5+2","K02000001","2","%","52924"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","White","ONS 5+2","K02000001","4","%","52924"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","White","ONS 5+2","K02000001","3","%","52924"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","White British","ONS 5+2","K02000001","62","%","50192"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","White British","ONS 5+2","K02000001","9","%","50192"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","White British","ONS 5+2","K02000001","2","%","50192"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","White British","ONS 5+2","K02000001","1","%","50192"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","White British","ONS 5+2","K02000001","8","%","50192"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","White British","ONS 5+2","K02000001","10","%","50192"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","White British","ONS 5+2","K02000001","2","%","50192"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","White British","ONS 5+2","K02000001","4","%","50192"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","White British","ONS 5+2","K02000001","3","%","50192"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","White other","ONS 5+2","K02000001","74","%","2732"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","White other","ONS 5+2","K02000001","13","%","2732"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","White other","ONS 5+2","K02000001","1","%","2732"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","White other","ONS 5+2","K02000001","1","%","2732"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","White other","ONS 5+2","K02000001","2","%","2732"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","White other","ONS 5+2","K02000001","2","%","2732"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","White other","ONS 5+2","K02000001","-","%","2732"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","White other","ONS 5+2","K02000001","3","%","2732"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","White other","ONS 5+2","K02000001","4","%","2732"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Mixed","ONS 5+2","K02000001","73","%","515"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Mixed","ONS 5+2","K02000001","6","%","515"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Mixed","ONS 5+2","K02000001","2","%","515"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Mixed","ONS 5+2","K02000001","3","%","515"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Mixed","ONS 5+2","K02000001","2","%","515"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Mixed","ONS 5+2","K02000001","2","%","515"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Mixed","ONS 5+2","K02000001","1","%","515"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Mixed","ONS 5+2","K02000001","6","%","515"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Mixed","ONS 5+2","K02000001","6","%","515"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Asian","ONS 5+2","K02000001","68","%","2453"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Asian","ONS 5+2","K02000001","11","%","2453"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Asian","ONS 5+2","K02000001","1","%","2453"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Asian","ONS 5+2","K02000001","3","%","2453"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Asian","ONS 5+2","K02000001","3","%","2453"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Asian","ONS 5+2","K02000001","2","%","2453"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Asian","ONS 5+2","K02000001","1","%","2453"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Asian","ONS 5+2","K02000001","5","%","2453"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Asian","ONS 5+2","K02000001","7","%","2453"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Indian","ONS 5+2","K02000001","76","%","992"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Indian","ONS 5+2","K02000001","10","%","992"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Indian","ONS 5+2","K02000001","1","%","992"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Indian","ONS 5+2","K02000001","1","%","992"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Indian","ONS 5+2","K02000001","3","%","992"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Indian","ONS 5+2","K02000001","2","%","992"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Indian","ONS 5+2","K02000001","1","%","992"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Indian","ONS 5+2","K02000001","2","%","992"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Indian","ONS 5+2","K02000001","4","%","992"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","56","%","599"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","14","%","599"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","-","%","599"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","8","%","599"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","3","%","599"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","1","%","599"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","2","%","599"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","10","%","599"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Pakistani","ONS 5+2","K02000001","6","%","599"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","58","%","269"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","7","%","269"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","-","%","269"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","9","%","269"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","3","%","269"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","2","%","269"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","2","%","269"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","14","%","269"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Bangladeshi","ONS 5+2","K02000001","5","%","269"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Chinese","ONS 5+2","K02000001","56","%","221"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Chinese","ONS 5+2","K02000001","11","%","221"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Chinese","ONS 5+2","K02000001","1","%","221"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Chinese","ONS 5+2","K02000001","1","%","221"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Chinese","ONS 5+2","K02000001","2","%","221"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Chinese","ONS 5+2","K02000001","1","%","221"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Chinese","ONS 5+2","K02000001","-","%","221"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Chinese","ONS 5+2","K02000001","3","%","221"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Chinese","ONS 5+2","K02000001","27","%","221"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Asian other","ONS 5+2","K02000001","66","%","372"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Asian other","ONS 5+2","K02000001","10","%","372"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Asian other","ONS 5+2","K02000001","1","%","372"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Asian other","ONS 5+2","K02000001","3","%","372"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Asian other","ONS 5+2","K02000001","2","%","372"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Asian other","ONS 5+2","K02000001","2","%","372"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Asian other","ONS 5+2","K02000001","-","%","372"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Asian other","ONS 5+2","K02000001","6","%","372"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Asian other","ONS 5+2","K02000001","10","%","372"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Black","ONS 5+2","K02000001","66","%","1248"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Black","ONS 5+2","K02000001","8","%","1248"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Black","ONS 5+2","K02000001","-","%","1248"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Black","ONS 5+2","K02000001","4","%","1248"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Black","ONS 5+2","K02000001","3","%","1248"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Black","ONS 5+2","K02000001","2","%","1248"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Black","ONS 5+2","K02000001","1","%","1248"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Black","ONS 5+2","K02000001","9","%","1248"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Black","ONS 5+2","K02000001","5","%","1248"
"Gross household income by ethnic group of the head of the household","Wages/salary","2016/17-2018/19","Other","ONS 5+2","K02000001","68","%","525"
"Gross household income by ethnic group of the head of the household","Self-employment","2016/17-2018/19","Other","ONS 5+2","K02000001","11","%","525"
"Gross household income by ethnic group of the head of the household","Investments","2016/17-2018/19","Other","ONS 5+2","K02000001","1","%","525"
"Gross household income by ethnic group of the head of the household","Tax credits","2016/17-2018/19","Other","ONS 5+2","K02000001","3","%","525"
"Gross household income by ethnic group of the head of the household","State pension","2016/17-2018/19","Other","ONS 5+2","K02000001","2","%","525"
"Gross household income by ethnic group of the head of the household","Private pension","2016/17-2018/19","Other","ONS 5+2","K02000001","2","%","525"
"Gross household income by ethnic group of the head of the household","Disability benefit","2016/17-2018/19","Other","ONS 5+2","K02000001","1","%","525"
"Gross household income by ethnic group of the head of the household","Other benefits","2016/17-2018/19","Other","ONS 5+2","K02000001","6","%","525"
"Gross household income by ethnic group of the head of the household","Other","2016/17-2018/19","Other","ONS 5+2","K02000001","6","%","525"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","All","ONS 5+2","K02000001","64","%","57498"
"Gross household income by ethnic group of the head of the household","Self-employment","2017/18-2019/20","All","ONS 5+2","K02000001","9","%","57498"
"Gross household income by ethnic group of the head of the household","Investments","2017/18-2019/20","All","ONS 5+2","K02000001","1","%","57498"
"Gross household income by ethnic group of the head of the household","Tax credits","2017/18-2019/20","All","ONS 5+2","K02000001","1","%","57498"
"Gross household income by ethnic group of the head of the household","State pension","2017/18-2019/20","All","ONS 5+2","K02000001","7","%","57498"
"Gross household income by ethnic group of the head of the household","Private pension","2017/18-2019/20","All","ONS 5+2","K02000001","8","%","57498"
"Gross household income by ethnic group of the head of the household","Disability benefit","2017/18-2019/20","All","ONS 5+2","K02000001","1","%","57498"
"Gross household income by ethnic group of the head of the household","Other benefits","2017/18-2019/20","All","ONS 5+2","K02000001","4","%","57498"
"Gross household income by ethnic group of the head of the household","Other","2017/18-2019/20","All","ONS 5+2","K02000001","3","%","57498"
"Gross household income by ethnic group of the head of the household","Wages/salary","2017/18-2019/20","White","ONS 5+2","K02000001","63","%","52533"
