"Measure","Academic_Year","Time","Time_type","Ethnicity","Ethnicity_Type","Geography","Geography_type","ONS_Geography_code","Gender","FSM","Value","Value_Type","Denominator"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","South West","Region","E12000009","Girls","All Pupils","19.6","%","24205"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","22.2","%","1087"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","16","%","543"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","28.3","%","544"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","9.6","%","635"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","6.3","%","317"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","12.9","%","318"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","40.9","%","137"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","34.5","%","58"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","45.6","%","79"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","18.5","%","1501"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","15.7","%","772"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","21.5","%","729"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","All Pupils","All Pupils","15.4","%","45021"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Boys","All Pupils","11.5","%","23013"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South West","Region","E12000009","Girls","All Pupils","19.4","%","22008"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","19.7","%","2074"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","10.9","%","1026"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","28.3","%","1048"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","34.8","%","23"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","10","%","10"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","53.8","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","16.7","%","24"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","16.7","%","12"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","16.7","%","12"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","60","%","5"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","0","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","100","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","20.2","%","94"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","15.6","%","45"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","24.5","%","49"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","All Pupils","All Pupils","19.8","%","1868"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Boys","All Pupils","10.9","%","925"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bath and North East Somerset","Local authority","E06000022","Girls","All Pupils","28.5","%","943"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","13.4","%","3109"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","Boys","All Pupils","9.1","%","1509"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bristol, City of","Local authority","E06000023","Girls","All Pupils","17.4","%","1600"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","16.5","%","261"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","11.3","%","133"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","21.9","%","128"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","7","%","345"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","3.5","%","170"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","10.3","%","175"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","23.1","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","0","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","33.3","%","9"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","12.9","%","248"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","9.8","%","123"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","16","%","125"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","All Pupils","All Pupils","14.1","%","2167"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Boys","All Pupils","9.6","%","1044"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Bristol, City of","Local authority","E06000023","Girls","All Pupils","18.3","%","1123"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","All Pupils","All Pupils","14.8","%","2085"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","Boys","All Pupils","10.7","%","1033"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","North Somerset","Local authority","E06000024","Girls","All Pupils","18.8","%","1052"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","12.5","%","32"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","17.6","%","17"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","6.7","%","15"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","0","%","15"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","0","%","9"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","0","%","6"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","50","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","50","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","16.7","%","54"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","17.9","%","28"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","15.4","%","26"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","All Pupils","All Pupils","14.8","%","1970"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Boys","All Pupils","10.3","%","972"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","North Somerset","Local authority","E06000024","Girls","All Pupils","19.2","%","998"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","13.8","%","2498"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","9.8","%","1268"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","17.9","%","1230"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","21.3","%","75"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","13.3","%","30"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","26.7","%","45"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","10.3","%","39"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","3.8","%","26"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","23.1","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","60","%","5"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","0","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","100","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","19.2","%","99"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","10.2","%","49"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","28","%","50"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","All Pupils","All Pupils","13.3","%","2251"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Boys","All Pupils","9.9","%","1146"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","South Gloucestershire","Local authority","E06000025","Girls","All Pupils","16.7","%","1105"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","All Pupils","All Pupils","14.3","%","2480"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","Boys","All Pupils","9.6","%","1266"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Plymouth","Local authority","E06000026","Girls","All Pupils","19.2","%","1214"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","45","%","20"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","33.3","%","9"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","54.5","%","11"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","20","%","15"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","12.5","%","8"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","28.6","%","7"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","38.5","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","33.3","%","9"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","50","%","4"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","17","%","47"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","17.4","%","23"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","16.7","%","24"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","All Pupils","All Pupils","13.6","%","2339"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Boys","All Pupils","8.9","%","1193"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Plymouth","Local authority","E06000026","Girls","All Pupils","18.4","%","1146"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","All Pupils","All Pupils","19.6","%","1409"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","Boys","All Pupils","16.6","%","717"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Torbay","Local authority","E06000027","Girls","All Pupils","22.7","%","692"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","44.4","%","18"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","60","%","5"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Asian","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Girls","All Pupils","38.5","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","0","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Black","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","0","%","3"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","71.4","%","7"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","100","%","2"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Chinese","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Girls","All Pupils","60","%","5"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","36.4","%","33"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","35","%","20"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","Mixed","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Girls","All Pupils","38.5","%","13"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","All Pupils","All Pupils","19.7","%","1267"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Boys","All Pupils","15.9","%","667"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","White","White/Asian/Black/Mixed/Chinese","Torbay","Local authority","E06000027","Girls","All Pupils","23.8","%","600"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bournemouth","Local authority","E06000028","All Pupils","All Pupils","23.2","%","1512"
"Percentage achieving 9-5 in English Baccalaureate for children aged 14 to 16 (key stage 4)","2017/18","2018","Academic Year","All Pupils","All pupils","Bournemouth","Local authority","E06000028","Boys","All Pupils","20","%","760"
