"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Value","Denominator"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1,323"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1,323"
"Share of income made up by Private pensions6 by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1,323"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1,323"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","1,323"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1,323"
"Share of income made up by Wages and salaries by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","63","464"
"Share of income made up by Self-employed
 income by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","10","464"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","1","464"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","3","464"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","2","464"
"Share of income made up by Private pensions6 by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","2","464"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","1","464"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","8","464"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","9","464"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","63","57,814"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","9","57,814"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","2","57,814"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","2","57,814"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","7","57,814"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","8","57,814"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","1","57,814"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","5","57,814"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","4","57,814"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","63","53,153"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","9","53,153"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","2","53,153"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","1","53,153"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","8","53,153"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","9","53,153"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","1","53,153"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","4","53,153"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","3","53,153"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","62","50,523"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","50,523"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","50,523"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","1","50,523"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","50,523"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","10","50,523"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","50,523"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","4","50,523"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","3","50,523"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","74","2,630"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","12","2,630"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","2,630"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","1","2,630"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","2,630"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","2","2,630"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","-","2,630"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","3","2,630"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White non-British","ONS 5+2","4","2,630"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","71","499"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","499"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","499"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","499"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","499"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","499"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","499"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","499"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","499"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","68","2,391"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","11","2,391"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","1","2,391"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","3","2,391"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","2,391"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","2,391"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","1","2,391"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","5","2,391"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","7","2,391"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","77","976"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","9","976"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","2","976"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","2","976"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","3","976"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","5","976"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","54","596"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","19","596"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","8","596"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","2","596"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","9","596"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","5","596"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","55","243"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","7","243"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","-","243"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","10","243"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","4","243"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","2","243"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","2","243"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","15","243"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","5","243"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","64","215"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","11","215"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","2","215"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","-","215"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","2","215"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","18","215"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","66","361"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","11","361"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","-","361"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","3","361"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","2","361"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","2","361"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","-","361"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","7","361"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","9","361"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","64","1,288"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","7","1,288"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","-","1,288"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1,288"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1,288"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1,288"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1,288"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","1,288"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1,288"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","67","483"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","9","483"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","1","483"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","3","483"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","2","483"
"Share of income made up by Private pensions6 by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","2","483"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","1","483"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","6","483"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","9","483"
