"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","7"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","4"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","5"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","?","%","48"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","81","%","59"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","?","%","9"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","13"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","?","%","11"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","?","%","12"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","7"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","7"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","75","%","353"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","75","%","353"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","83","%","81"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","?","%","16"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","?","%","10"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","?","%","21"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","?","%","13"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","?","%","21"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","?","%","35"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","8"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","9"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","5"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","9"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","4"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","30"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","2"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","3"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","5"
"Confidence in police - Crime Survey England and Wales","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","20"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","78","%","92637"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","79","%","6115"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","73","%","1813"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","80","%","1974"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","81","%","2328"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","77","%","11436"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","81","%","1824"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","79","%","1807"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","75","%","3621"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","80","%","2212"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","75","%","1972"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","74","%","8667"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","67","%","1812"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","83","%","1921"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","73","%","1902"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","75","%","3032"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","76","%","8792"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","75","%","1859"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","79","%","1680"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","76","%","1848"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","78","%","1662"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","73","%","1743"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","75","%","8230"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","71","%","1704"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","79","%","1803"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","78","%","1799"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","75","%","2924"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","78","%","11183"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","75","%","1711"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","76","%","1720"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","74","%","2407"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","83","%","1689"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","82","%","1831"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","80","%","1825"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","81","%","7018"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","81","%","7018"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","80","%","12353"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","80","%","2808"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","77","%","2472"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","82","%","1709"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","76","%","2337"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","84","%","3027"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","80","%","10940"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","77","%","2352"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","82","%","2879"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","84","%","1833"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","80","%","2025"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","79","%","1851"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","74","%","7903"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","78","%","1938"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","68","%","2016"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","78","%","1954"
"Confidence in police - Crime Survey England and Wales","White","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","73","%","1995"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","76","%","9947"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","86","%","181"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","69","%","63"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","25"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","91","%","93"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","74","%","796"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","40"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","30"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","71","%","500"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","80","%","140"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","74","%","86"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","74","%","655"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","43"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","37"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","76","%","119"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","73","%","456"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","79","%","718"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","81","%","91"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","81","%","300"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","40"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","77","%","138"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","75","%","149"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","74","%","1128"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","69","%","76"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","86","%","104"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","71","%","55"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","74","%","893"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","80","%","923"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","72","%","317"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","81","%","139"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","81","%","153"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","85","%","204"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","42"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","80","%","68"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","London","ONS geography code","E12000007","All","16+","All","All","75","%","3917"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","City of London / Metropolitan Police","ONS geography code","E12000007","All","16+","All","All","75","%","3917"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South East","ONS geography code","E12000008","All","16+","All","All","80","%","1041"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Hampshire","ONS geography code","E23000030","All","16+","All","All","84","%","137"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Kent","ONS geography code","E23000032","All","16+","All","All","76","%","153"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Surrey","ONS geography code","E23000031","All","16+","All","All","79","%","153"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Sussex","ONS geography code","E23000033","All","16+","All","All","80","%","121"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","80","%","477"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","78","%","371"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","78","%","129"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","44"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","80","%","55"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","72","%","81"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","77","%","62"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","80","%","217"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","20"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","67","%","55"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","30"
"Confidence in police - Crime Survey England and Wales","All other Ethnic groups","White & Other","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","81","%","112"
"Confidence in police - Crime Survey England and Wales","All","All","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75.9","%","35075"
"Confidence in police - Crime Survey England and Wales","Any other asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","82.3","%","344"
"Confidence in police - Crime Survey England and Wales","Any other black background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","45"
"Confidence in police - Crime Survey England and Wales","Any other ethnic group","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.4","%","144"
"Confidence in police - Crime Survey England and Wales","Any other mixed/multiple ethnic background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.1","%","92"
"Confidence in police - Crime Survey England and Wales","Any other white background","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","81.3","%","1558"
"Confidence in police - Crime Survey England and Wales","Arab","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","79","%","88"
"Confidence in police - Crime Survey England and Wales","Asian","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","78.6","%","1805"
"Confidence in police - Crime Survey England and Wales","Bangladeshi","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.2","%","137"
"Confidence in police - Crime Survey England and Wales","Black","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","70.5","%","946"
"Confidence in police - Crime Survey England and Wales","Black african","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","75","%","555"
"Confidence in police - Crime Survey England and Wales","Black caribbean","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","62.4","%","346"
"Confidence in police - Crime Survey England and Wales","Chinese","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","76.9","%","168"
"Confidence in police - Crime Survey England and Wales","Gypsy or Irish traveller","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","12"
"Confidence in police - Crime Survey England and Wales","Indian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","83.3","%","759"
"Confidence in police - Crime Survey England and Wales","Mixed","ONS 2011  5 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","71.5","%","336"
"Confidence in police - Crime Survey England and Wales","Mixed white and asian","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","74.9","%","80"
"Confidence in police - Crime Survey England and Wales","Mixed white and black african","ONS 2011 18 + 1","2013/14","Year ending March","England and Wales","ONS geography code","K04000001","All","16+","All","All","?","%","46"
