"measure","ethnicity","ethnicity_type","time","time_type","geography","geography_type","geography_code","age","value","value_type","gender","fsm","denominator","numerator"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","Non-FSM","195379","67927"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","70","%","Girls","FSM","1479","1039"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","29","%","Girls","All","19294","5592"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","FSM","686","151"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","Non-FSM","2541","672"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","77","%","Girls","All","4981","3819"
"Average scaled score in key stage 2 reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","108","N/A","Girls","Non-FSM","8690","935120"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","All","3636","894"
"Average scaled score in key stage 2 reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","4721","491518"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","Non-FSM","14538","12163"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","13","%","Girls","Non-FSM","67","9"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","85","%","Girls","Non-FSM","1329","1135"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","108","N/A","Girls","All","1401","151699"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","Non-FSM","3384","2729"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","All","231792","73949"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","78","%","Girls","FSM","1201","938"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","45","%","Girls","Non-FSM","3660","1649"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","63","%","Girls","FSM","141","89"
"Average scaled score in key stage 2 reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","14066","1485243"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","FSM","4912","1158"
"Average scaled score in key stage 2 reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","204352","21575548"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","86","%","Girls","Non-FSM","3660","3155"
"Average scaled score in key stage 2 reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","18631","1978154"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","Non-FSM","3384","1057"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","FSM","100","80"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","23","%","Girls","FSM","5324","1227"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","Non-FSM","174597","143074"
"Average scaled score in key stage 2 reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","5120","531017"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","76","%","Girls","Non-FSM","2541","1940"
"Average scaled score in key stage 2 reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","100","N/A","Girls","Non-FSM","62","6199"
"Average scaled score in key stage 2 reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","95","N/A","Girls","FSM","366","34849"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","All","6864","5541"
"Average scaled score in key stage 2 reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","Non-FSM","1832","192201"
"Average scaled score in key stage 2 reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","1055","108836"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","69","%","Girls","FSM","844","579"
"Average scaled score in key stage 2 reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","FSM","1155","121425"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Girls","FSM","3131","2355"
"Average scaled score in key stage 2 reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","FSM","99","10461"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","33","%","Girls","All","34968","11447"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","All","828","693"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","All","13100","10432"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","73","%","Girls","FSM","4912","3589"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","62","%","Girls","FSM","1866","1166"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","42","%","Girls","All","4370","1818"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","49","%","Girls","Non-FSM","687","336"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","Non-FSM","5385","4502"
"Average scaled score in key stage 2 reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","137","14040"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","Non-FSM","262575","90987"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","FSM","3131","785"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","37","%","Girls","Non-FSM","2109","790"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","Non-FSM","14382","11466"
"Average scaled score in key stage 2 reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","1403","145420"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","Non-FSM","195379","158471"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","25","%","Girls","FSM","696","174"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","68","%","Girls","FSM","1597","1090"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Girls","Non-FSM","684","54"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","All","5402","4326"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Girls","FSM","424","32"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","63","%","Girls","All","3098","1945"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Girls","Non-FSM","2704","725"
"Average scaled score in key stage 2 reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Girls","All","9303","998996"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","62","%","Girls","FSM","33814","20827"
"Average scaled score in key stage 2 reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","787","81358"
"Average scaled score in key stage 2 reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","99","N/A","Girls","All","205","20243"
"Average scaled score in key stage 2 reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","4317","446822"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Girls","FSM","625","453"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","10","%","Girls","FSM","168","16"
"Average scaled score in key stage 2 reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","670","69233"
"Average scaled score in key stage 2 reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","3340","352882"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","FSM","1597","316"
"Average scaled score in key stage 2 reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","FSM","2996","313449"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","All","315745","100796"
"Average scaled score in key stage 2 reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","All","2639","275300"
"Average scaled score in key stage 2 reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","108","N/A","Girls","All","816","87778"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","62","%","Girls","Non-FSM","2704","1685"
"Average scaled score in key stage 2 reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","370","38214"
"Average scaled score in key stage 2 reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","9735","1031476"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","85","%","Girls","All","1429","1215"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","42","%","Girls","All","9469","3932"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Girls","Non-FSM","4599","3447"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","33","%","Girls","All","1108","366"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","Non-FSM","2109","1777"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","FSM","1095","222"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","All","2558","661"
"Average scaled score in key stage 2 reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","Non-FSM","11235","1175019"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","43","%","Girls","Non-FSM","8844","3770"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","All","19020","15323"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","40","%","Girls","FSM","168","68"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","All","5950","2033"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","71","%","Girls","FSM","5324","3773"
"Average scaled score in key stage 2 reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","678","70499"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","Non-FSM","4201","3388"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Girls","Non-FSM","19344","14518"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","26","%","Girls","All","3098","820"
"Average scaled score in key stage 2 reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","All","20414","2139620"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","79","%","Girls","All","208411","163901"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","72","%","Girls","FSM","710","509"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","21","%","Girls","FSM","844","178"
"Average scaled score in key stage 2 reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","34144","3608435"
"Average scaled score in key stage 2 reading","Indian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","FSM","613","63876"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Girls","FSM","53170","9809"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","Non-FSM","684","240"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","71","%","Girls","FSM","4482","3160"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Chinese","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","49","%","Girls","Non-FSM","1329","654"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Girls","FSM","1201","320"
"Average scaled score in key stage 2 reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Girls","Non-FSM","2074","221655"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","Non-FSM","9969","8077"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","Non-FSM","11493","3187"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","64","%","Girls","FSM","53170","34086"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","257474","27326832"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","27","%","Girls","All","6144","1640"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","22","%","Girls","FSM","4482","996"
"Average scaled score in key stage 2 reading","Black","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","All","18787","1976761"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","All","2805","964"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Irish Traveller","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","44","%","Girls","All","235","103"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","24","%","Girls","FSM","710","169"
"Average scaled score in key stage 2 reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","2565","264358"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","18","%","Girls","FSM","1545","277"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","81","%","Girls","Non-FSM","262575","212100"
"Average scaled score in key stage 2 reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","103","N/A","Girls","FSM","1543","158903"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","All","5402","1728"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","33","%","Girls","Non-FSM","9969","3252"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","Girls","FSM","424","126"
"Average scaled score in key stage 2 reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","108","N/A","Girls","Non-FSM","3615","390469"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","74","%","Girls","All","14147","10442"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Black African","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","82","%","Girls","All","2805","2299"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Mixed White and Asian","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","84","%","Girls","All","4370","3664"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","Non-FSM","29644","10220"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","68","%","Girls","FSM","2654","1803"
"Average scaled score in key stage 2 reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","109","N/A","Girls","Non-FSM","679","73738"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","31","%","Girls","Non-FSM","19344","5935"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Irish","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","20","%","Girls","FSM","141","28"
"Average scaled score in key stage 2 reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","All","5840","608287"
"Percentage of pupils reaching the key stage 2 expected standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","74","%","Girls","All","21210","15684"
"Average scaled score in key stage 2 reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","Non-FSM","4108","435838"
"Average scaled score in key stage 2 reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","104","N/A","Girls","All","13800","1439377"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","34","%","Girls","Non-FSM","4201","1408"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Pakistani","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","75","%","Girls","Non-FSM","11493","8639"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White British","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","32","%","Girls","All","208411","67187"
"Average scaled score in key stage 2 reading","Bangladeshi","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","106","N/A","Girls","All","5263","557263"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","Non-FSM","29644","23733"
"Average scaled score in key stage 2 reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Girls","Non-FSM","14314","1531332"
"Average scaled score in key stage 2 reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","Non-FSM","4429","464336"
"Average scaled score in key stage 2 reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","107","N/A","Girls","Non-FSM","5285","566326"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Gypsy/Roma","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","8","%","Girls","All","1108","86"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","40","%","Girls","Non-FSM","5385","2168"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed White and Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","28","%","Girls","All","4981","1373"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Mixed","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","35","%","Girls","All","19020","6660"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Asian Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","80","%","Girls","All","5950","4753"
"Percentage of pupils reaching the key stage 2 higher standard in reading","White Other","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","Girls","All","21210","6287"
"Average scaled score in key stage 2 reading","Black Caribbean","DfE 18+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","105","N/A","Girls","Non-FSM","2499","261566"
"Average scaled score in key stage 2 reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","102","N/A","Girls","FSM","1411","143951"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Other","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","30","%","Girls","Non-FSM","4599","1363"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Average scaled score in key stage 2 reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","89","N/A","Other","Non-FSM","2","178"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","89","N/A","Other","All","2","178"
"Average scaled score in key stage 2 reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","89","N/A","Other","All","2","178"
"Average scaled score in key stage 2 reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","89","N/A","Other","Non-FSM","2","178"
"Percentage of pupils reaching the key stage 2 expected standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","All","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in reading","All","All","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
"Percentage of pupils reaching the key stage 2 expected standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
"Percentage of pupils reaching the key stage 2 higher standard in reading","Unknown","DfE 6+1","2018-2019","Academic Year","England","Country","E92000001"," 10-11","0","%","Other","Non-FSM","5","0"
