"Measure","Time","Type_type","Ethnicity","Ethnicity_Type","Local Authority","School type","Value","Denominator","Numerator"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Milton Keynes","","5.1","5,640","287"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Milton Keynes","","2.1","192","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Milton Keynes","","12.4","3,291","409"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Milton Keynes","","9.7","359","35"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Milton Keynes","","13","786","102"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Milton Keynes","","13","26,103","3,396"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Newcastle upon Tyne","","10.6","10,458","1,108"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Newcastle upon Tyne","","10","4,173","418"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Newcastle upon Tyne","","4.2","1,563","66"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Newcastle upon Tyne","","3.3","335","11"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Newcastle upon Tyne","","10.1","1,419","143"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Newcastle upon Tyne","","10.7","929","99"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Newcastle upon Tyne","","22.3","484","108"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Newcastle upon Tyne","","14.8","24,228","3,577"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Newham","","9.3","50,291","4,680"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Newham","","8.6","24,540","2,114"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Newham","","6.7","11,937","804"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Newham","","2.1","194","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Newham","","14.2","3,556","504"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Newham","","8.7","3,101","269"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Newham","","16.6","954","158"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Newham","","16.2","9,983","1,617"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Norfolk","","12.5","13,943","1,746"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Norfolk","","10.2","1,448","147"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Norfolk","","6.6","877","58"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Norfolk","","3.2","342","11"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Norfolk","","12.9","3,169","409"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Norfolk","","10.9","761","83"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Norfolk","","18.8","1,306","246"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Norfolk","","12","93,530","11,186"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","North East Lincolnshire","","12.6","1,720","217"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","North East Lincolnshire","","10.7","150","16"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","North East Lincolnshire","","6.5","46","3"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","North East Lincolnshire","","NA","27","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","North East Lincolnshire","","12.4","532","66"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","North East Lincolnshire","","9.1","175","16"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","North East Lincolnshire","","17.1","228","39"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","North East Lincolnshire","","12","19,763","2,362"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","North Lincolnshire","","11.9","3,056","364"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","North Lincolnshire","","12.2","822","100"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","North Lincolnshire","","10.5","114","12"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","North Lincolnshire","","!","45","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","North Lincolnshire","","11.5","409","47"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","North Lincolnshire","","15.3","144","22"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","North Lincolnshire","","18.9","196","37"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","North Lincolnshire","","11.1","20,251","2,253"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","North Somerset","","12.1","3,083","372"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","North Somerset","","10.1","326","33"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","North Somerset","","11.3","195","22"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","North Somerset","","!","69","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","North Somerset","","12.7","918","117"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","North Somerset","","9.1","55","5"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","North Somerset","","13","169","22"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","North Somerset","","10.6","25,009","2,641"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","North Tyneside","","9.7","2,205","214"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","North Tyneside","","10","582","58"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","North Tyneside","","4.5","179","8"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","North Tyneside","","3.2","126","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","North Tyneside","","9.5","656","62"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","North Tyneside","","9","134","12"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","North Tyneside","","22.4","147","33"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","North Tyneside","","10.7","23,438","2,507"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","North Yorkshire","","13.1","6,129","805"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","North Yorkshire","","8.1","1,217","99"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","North Yorkshire","","7.5","295","22"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","North Yorkshire","","8.4","131","11"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","North Yorkshire","","11.3","1,712","193"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","North Yorkshire","","8.5","283","24"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","North Yorkshire","","18.8","720","135"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","North Yorkshire","","10.8","67,070","7,241"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Northamptonshire","","9.5","26,367","2,513"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Northamptonshire","","8.3","4,562","377"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Northamptonshire","","4.7","5,233","248"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Northamptonshire","","3.5","318","11"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Northamptonshire","","12.1","5,523","667"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Northamptonshire","","8.7","666","58"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Northamptonshire","","17","1,004","171"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Northamptonshire","","11","84,444","9,331"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Northumberland","","12.9","1,916","247"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Northumberland","","10.1","487","49"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Northumberland","","10.2","49","5"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Northumberland","","5.5","73","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Northumberland","","11.8","659","78"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Northumberland","","17.1","82","14"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Northumberland","","16.7","192","32"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Northumberland","","10.8","36,560","3,949"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Nottingham","","11.2","20,727","2,323"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Nottingham","","8.9","6,585","589"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Nottingham","","5.7","4,499","255"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Nottingham","","1.7","173","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Nottingham","","14.8","5,016","742"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Nottingham","","12.8","1,113","142"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Nottingham","","17.3","816","141"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Nottingham","","14.4","21,881","3,140"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Nottinghamshire","","9.6","14,480","1,388"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Nottinghamshire","","7.2","2,814","202"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Nottinghamshire","","4.7","1,285","61"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Nottinghamshire","","2.9","378","11"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Nottinghamshire","","10.2","4,641","475"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Nottinghamshire","","8.5","576","49"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Nottinghamshire","","15.5","1,536","238"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Nottinghamshire","","9.5","90,375","8,566"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Oldham","","12.9","17,181","2,214"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Oldham","","10.9","12,203","1,326"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Oldham","","5","1,330","66"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Oldham","","!","127","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Oldham","","15.2","1,742","265"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Oldham","","22","427","94"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Oldham","","22.4","850","190"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Oldham","","13.3","21,600","2,870"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Oxfordshire","","11.1","19,296","2,147"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Oxfordshire","","11.6","4,640","539"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Oxfordshire","","7.6","2,077","158"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Oxfordshire","","5.8","276","16"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Oxfordshire","","12.6","5,123","648"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Oxfordshire","","7.4","1,045","77"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Oxfordshire","","13.8","1,451","200"
"Persistent Absence Rate","","Academic year","White","ONS 5+1","Oxfordshire","","10.5","65,289","6,871"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Peterborough","","10.9","16,050","1,757"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Peterborough","","8.8","5,783","508"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Peterborough","","4.4","1,214","53"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Peterborough","","2.8","108","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Peterborough","","11.2","1,996","223"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Peterborough","","8","336","27"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Peterborough","","15.6","871","136"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Peterborough","","12.7","23,112","2,924"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Plymouth","","11.3","3,843","435"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Plymouth","","11.7","342","40"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Plymouth","","5.4","295","16"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Plymouth","","3.8","160","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Plymouth","","11.7","942","110"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Plymouth","","8.4","465","39"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Plymouth","","13.2","410","54"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Plymouth","","12.3","30,514","3,768"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Poole","","11.6","2,430","281"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Poole","","7.8","446","35"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Poole","","5.8","86","5"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Poole","","!","52","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Poole","","11.2","731","82"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Poole","","7.5","80","6"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Poole","","22.1","181","40"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Poole","","10.2","15,477","1,574"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Portsmouth","","9.1","5,607","511"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Portsmouth","","8.7","1,467","127"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Portsmouth","","3.9","773","30"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Portsmouth","","5","119","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Portsmouth","","11.2","1,203","135"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Portsmouth","","9.8","468","46"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Portsmouth","","20.7","357","74"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Portsmouth","","14.5","19,616","2,837"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Reading","","11.3","10,171","1,148"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Reading","","9.7","4,073","394"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Reading","","7","1,669","116"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Reading","","3.9","154","6"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Reading","","16","1,983","318"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Reading","","11.1","314","35"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Reading","","18.9","466","88"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Reading","","13.1","9,760","1,282"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Redbridge","","9.8","39,898","3,905"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Redbridge","","9.4","24,694","2,312"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Redbridge","","7.9","5,301","421"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Redbridge","","3.1","257","8"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Redbridge","","11.7","3,616","423"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Redbridge","","9.5","727","69"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Redbridge","","17.5","825","144"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Redbridge","","11.2","11,116","1,247"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Redcar and Cleveland","","12.6","785","99"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Redcar and Cleveland","","4.9","163","8"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Redcar and Cleveland","","NA","32","NA"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Redcar and Cleveland","","!","11","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Redcar and Cleveland","","9.4","371","35"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Redcar and Cleveland","","11.7","60","7"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Redcar and Cleveland","","28.2","216","61"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Redcar and Cleveland","","13.6","17,741","2,405"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Richmond upon Thames","","7.5","9,487","715"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Richmond upon Thames","","7.2","1,801","130"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Richmond upon Thames","","9.2","753","69"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Richmond upon Thames","","2.7","182","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Richmond upon Thames","","8.7","2,506","217"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Richmond upon Thames","","8.3","521","43"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Richmond upon Thames","","13.8","676","93"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Richmond upon Thames","","7.6","17,044","1,289"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rochdale","","10.4","12,210","1,268"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rochdale","","10","7,801","781"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rochdale","","4","1,273","51"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rochdale","","4.5","88","4"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rochdale","","13.6","1,501","204"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rochdale","","11.5","366","42"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rochdale","","18.4","374","69"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Rochdale","","13.7","20,360","2,798"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rotherham","","16.4","6,949","1,143"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rotherham","","9.6","3,029","291"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rotherham","","4.6","590","27"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rotherham","","NA","116","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rotherham","","17.5","1,136","199"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rotherham","","9","266","24"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rotherham","","24.7","300","74"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Rotherham","","12.7","32,661","4,158"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Rutland","","5.4","409","22"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Rutland","","!","46","!"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Rutland","","!","63","!"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Rutland","","NA","6","NA"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Rutland","","3.7","135","5"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Rutland","","!","27","!"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Rutland","","!","47","!"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Rutland","","5.2","4,745","247"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Salford","","9.6","8,578","822"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Salford","","9.3","913","85"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Salford","","4.1","1,747","71"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Salford","","!","72","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Salford","","9.6","2,291","221"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Salford","","10.4","1,078","112"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Salford","","17.5","405","71"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Salford","","14.1","24,475","3,451"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sandwell","","9.4","26,963","2,528"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sandwell","","7.4","14,100","1,041"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sandwell","","8.2","4,768","392"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sandwell","","2.1","140","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sandwell","","14.8","4,222","625"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sandwell","","9.8","1,219","119"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sandwell","","15.8","938","148"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Sandwell","","13.4","24,438","3,269"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sefton","","12","2,863","343"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sefton","","7.5","388","29"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sefton","","5","141","7"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sefton","","3.8","78","3"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sefton","","12.8","864","111"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sefton","","11.8","237","28"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sefton","","14.4","271","39"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Sefton","","11.8","31,571","3,728"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Sheffield","","15.3","24,311","3,718"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Sheffield","","11.1","8,082","901"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Sheffield","","7.6","4,069","310"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Sheffield","","2.1","435","9"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Sheffield","","16.5","5,166","851"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Sheffield","","12.9","2,329","300"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Sheffield","","22.3","887","198"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Sheffield","","13.7","48,197","6,614"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Shropshire","","14.6","2,795","407"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Shropshire","","9.9","302","30"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Shropshire","","9","89","8"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Shropshire","","5.9","85","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Shropshire","","12.4","852","106"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Shropshire","","15.4","65","10"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Shropshire","","16.8","548","92"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Shropshire","","10.6","32,038","3,381"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Slough","","8.8","21,092","1,854"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Slough","","7.9","12,332","979"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Slough","","5.6","2,093","118"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Slough","","!","38","!"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Slough","","11.8","2,382","281"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Slough","","7.1","1,005","71"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Slough","","11.8","417","49"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Slough","","13.3","7,209","961"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Solihull","","10.3","8,761","903"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Solihull","","8.2","3,926","321"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Solihull","","8.2","793","65"
"Persistent Absence Rate","2017/18","Academic year","Chinese","ONS 5+1","Solihull","","3.3","152","5"
"Persistent Absence Rate","2017/18","Academic year","Mixed","ONS 5+1","Solihull","","14.6","2,711","397"
"Persistent Absence Rate","2017/18","Academic year","Other","ONS 5+1","Solihull","","8.1","259","21"
"Persistent Absence Rate","2017/18","Academic year","Unclassified","ONS 5+1","Solihull","","14.5","468","68"
"Persistent Absence Rate","2017/18","Academic year","White","ONS 5+1","Solihull","","11.2","24,793","2,783"
"Persistent Absence Rate","2017/18","Academic year","All Ethnic Minorities","ONS 5+1","Somerset","","13.2","6,288","829"
"Persistent Absence Rate","2017/18","Academic year","Asian","ONS 5+1","Somerset","","9.6","701","67"
"Persistent Absence Rate","2017/18","Academic year","Black","ONS 5+1","Somerset","","4.1","196","8"
