"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","32.8","%","548","180"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","52.1","%","1535","799"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","53.1","%","2010","1068"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","37.5","%","541","203"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black African","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","58.9","%","1469","865"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","39.1","%","8396","3286"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","24.3","%","2746","668"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","46.3","%","5650","2618"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","35.3","%","4135","1458"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","20.7","%","1330","275"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","42.2","%","2805","1183"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","42.9","%","4261","1828"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","27.8","%","1416","393"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Mixed White and Black Caribbean","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","50.4","%","2845","1435"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","54.4","%","8357","4543"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","53.1","%","11265","5980"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","59.2","%","4746","2810"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","!","%","1","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","60.4","%","492","297"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","52.1","%","2757","1437"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","46","%","3009","1384"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","53.8","%","11115","5980"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","56","%","709","397"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","70.6","%","17","12"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","76.9","%","52","40"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","51.8","%","8696","4503"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","59.7","%","365","218"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","64.1","%","1230","788"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Sikh","48.9","%","45","22"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","0","%","150","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","40.6","%","32","13"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","50","%","78","39"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","51.4","%","414","213"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in other areas","State-funded mainstream","All","52.5","%","10363","5439"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","selective schools","State-funded mainstream","All","97.3","%","337","328"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","Any SEN","All","All state-funded","All","16.6","%","1214","202"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","No identified SEN","All","All state-funded","All","57.5","%","10050","5778"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","57.5","%","10050","5778"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","All state-funded","All","7.1","%","309","22"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","All state-funded","All","19.9","%","905","180"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","42.2","%","3555","1499"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","58.1","%","7710","4481"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","50.9","%","4348","2214"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","49.4","%","5818","2874"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","55.9","%","2374","1328"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","57.9","%","266","154"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","48.1","%","1371","660"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","42.7","%","1644","702"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","All","50.3","%","5719","2874"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Church of England","53.6","%","358","192"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Jewish","69.2","%","13","9"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Muslim","57.1","%","14","8"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","No religious character","47.7","%","4456","2127"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Other Christian faith","61.4","%","210","129"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Roman catholic","62","%","642","398"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded mainstream","Sikh","42.3","%","26","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","State-funded special schools","All","0","%","99","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","41.2","%","17","7"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","48.9","%","47","23"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","44.5","%","227","101"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","49","%","5325","2610"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","97.6","%","167","163"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","Any SEN","All","All state-funded","All","17.1","%","759","130"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","No identified SEN","All","All state-funded","All","54.2","%","5059","2744"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","No SEN","All","All","All state-funded","All","54.2","%","5059","2744"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN State EHC","All","All","All state-funded","All","7.9","%","214","17"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","All state-funded","All","20.7","%","545","113"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","38.7","%","1820","704"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","54.3","%","3998","2170"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","58.1","%","4009","2329"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","57","%","5447","3106"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","62.5","%","2372","1482"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","FE 14-16 Colleges","All","!","%","1","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","63.3","%","226","143"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","56.1","%","1386","777"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","50","%","1365","682"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","All","57.6","%","5396","3106"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Church of England","58.4","%","351","205"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Jewish","75","%","4","3"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Muslim","84.2","%","38","32"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","No religious character","56","%","4240","2376"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Other Christian faith","57.4","%","155","89"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Roman catholic","66.3","%","588","390"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded mainstream","Sikh","57.9","%","19","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","State-funded special schools","All","0","%","51","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","40","%","15","6"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","51.6","%","31","16"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","59.9","%","187","112"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","non-selective schools in other areas","State-funded mainstream","All","56.2","%","5038","2829"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","97.1","%","170","165"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","Any SEN","All","All state-funded","All","15.8","%","455","72"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","No identified SEN","All","All state-funded","All","60.8","%","4991","3034"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","No SEN","All","All","All state-funded","All","60.8","%","4991","3034"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN State EHC","All","All","All state-funded","All","5.3","%","95","5"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","SEN Supp","All","All","All state-funded","All","18.6","%","360","67"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","45.8","%","1735","795"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Other","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","62.3","%","3712","2311"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","50.3","%","25751","12941"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","39.4","%","6287","2479"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","All","Non-FSM","All","All","All","All state-funded","All","53.8","%","19464","10462"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","46.8","%","13246","6193"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","36.9","%","3193","1178"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Boys","Non-FSM","All","All","All","All state-funded","All","49.9","%","10053","5015"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","54","%","12505","6748"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","42","%","3094","1301"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Pakistani","ONS 2011 18+1","2020-2021","Academic year","England","Country","E92000001","Girls","Non-FSM","All","All","All","All state-funded","All","57.9","%","9411","5447"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","47.5","%","6849","3250"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","All state-funded","All","43","%","10115","4353"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","52.9","%","3877","2050"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","13.3","%","1139","151"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","50.9","%","684","348"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","47.9","%","1978","947"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","37.2","%","2123","789"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","All","43.6","%","9973","4352"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Church of England","48.4","%","723","350"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Hindu","!","%","3","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Jewish","77.5","%","244","189"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Muslim","68.2","%","22","15"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","No religious character","46.1","%","7057","3250"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Other Christian faith","52.2","%","184","96"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded mainstream","Roman catholic","49.6","%","601","298"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","State-funded special schools","All","0.7","%","142","1"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","37","%","81","30"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","39.3","%","84","33"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Unknown","ONS 2011 5+1","2020-2021","Academic year","England","Country","E92000001","All","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","38.8","%","451","175"
