"Measure","Ethnicity","Category","Time","Value","Number"
"Percentage of honours recipients","Chinese","All","Dec-16","0.279850746","3"
"Percentage of honours recipients","Asian other","All","Dec-16","0.746268657","8"
"Percentage of honours recipients","Black","All","Dec-16","2.23880597","24"
"Percentage of honours recipients","Black Caribbean","All","Dec-16","1.212686567","13"
"Percentage of honours recipients","Black African","All","Dec-16","0.559701493","6"
"Percentage of honours recipients","Black other ","All","Dec-16","0.46641791","5"
"Percentage of honours recipients","Mixed","All","Dec-16","1.119402985","12"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Dec-16","0.093283582","1"
"Percentage of honours recipients","Mixed White/Black African","All","Dec-16","0.373134328","4"
"Percentage of honours recipients","Mixed White/Asian","All","Dec-16","0.373134328","4"
"Percentage of honours recipients","Mixed other","All","Dec-16","0.279850746","3"
"Percentage of honours recipients","White","All","Dec-16","90.67164179","972"
"Percentage of honours recipients","White British","All","Dec-16","88.61940299","950"
"Percentage of honours recipients","White other","All","Dec-16","2.052238806","22"
"Percentage of honours recipients","Any other","All","Dec-16","0.279850746","3"
"Percentage of honours recipients","Unknown ","All","Dec-16","!","96"
"Percentage of honours recipients","All including Unknown","Higher","Dec-16","N/A","54"
"Percentage of honours recipients","All excluding Unknown","Higher","Dec-16","100","37"
"Percentage of honours recipients","Asian","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Indian","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Pakistani","Higher","Dec-16","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Dec-16","0","0"
"Percentage of honours recipients","Chinese","Higher","Dec-16","0","0"
"Percentage of honours recipients","Asian other","Higher","Dec-16","0","0"
"Percentage of honours recipients","Black","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Black Caribbean","Higher","Dec-16","0","0"
"Percentage of honours recipients","Black African","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Black other ","Higher","Dec-16","0","0"
"Percentage of honours recipients","Mixed","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Dec-16","2.702702703","1"
"Percentage of honours recipients","Mixed White/Asian","Higher","Dec-16","0","0"
"Percentage of honours recipients","Mixed other","Higher","Dec-16","0","0"
"Percentage of honours recipients","White","Higher","Dec-16","91.89189189","34"
"Percentage of honours recipients","White British","Higher","Dec-16","91.89189189","34"
"Percentage of honours recipients","White other","Higher","Dec-16","0","0"
"Percentage of honours recipients","Any other","Higher","Dec-16","0","0"
"Percentage of honours recipients","Unknown ","Higher","Dec-16","!","17"
"Percentage of honours recipients","All including Unknown","CBE","Dec-16","N/A","96"
"Percentage of honours recipients","All excluding Unknown","CBE","Dec-16","100","96"
"Percentage of honours recipients","Asian","CBE","Dec-16","6.25","6"
"Percentage of honours recipients","Indian","CBE","Dec-16","4.166666667","4"
"Percentage of honours recipients","Pakistani","CBE","Dec-16","0","0"
"Percentage of honours recipients","Bangladeshi","CBE","Dec-16","0","0"
"Percentage of honours recipients","Chinese","CBE","Dec-16","1.041666667","1"
"Percentage of honours recipients","Asian other","CBE","Dec-16","1.041666667","1"
"Percentage of honours recipients","Black","CBE","Dec-16","0","0"
"Percentage of honours recipients","Black Caribbean","CBE","Dec-16","0","0"
"Percentage of honours recipients","Black African","CBE","Dec-16","0","0"
"Percentage of honours recipients","Black other ","CBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed","CBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed other","CBE","Dec-16","0","0"
"Percentage of honours recipients","White","CBE","Dec-16","93.75","90"
"Percentage of honours recipients","White British","CBE","Dec-16","90.625","87"
"Percentage of honours recipients","White other","CBE","Dec-16","3.125","3"
"Percentage of honours recipients","Any other","CBE","Dec-16","0","0"
"Percentage of honours recipients","Unknown ","CBE","Dec-16","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Dec-16","N/A","211"
"Percentage of honours recipients","All excluding Unknown","OBE","Dec-16","100","193"
"Percentage of honours recipients","Asian","OBE","Dec-16","4.663212435","9"
"Percentage of honours recipients","Indian","OBE","Dec-16","3.626943005","7"
"Percentage of honours recipients","Pakistani","OBE","Dec-16","1.03626943","2"
"Percentage of honours recipients","Bangladeshi","OBE","Dec-16","0","0"
"Percentage of honours recipients","Chinese","OBE","Dec-16","0","0"
"Percentage of honours recipients","Asian other","OBE","Dec-16","0","0"
"Percentage of honours recipients","Black","OBE","Dec-16","2.07253886","4"
"Percentage of honours recipients","Black Caribbean","OBE","Dec-16","2.07253886","4"
"Percentage of honours recipients","Black African","OBE","Dec-16","0","0"
"Percentage of honours recipients","Black other ","OBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed","OBE","Dec-16","1.554404145","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","OBE","Dec-16","1.03626943","2"
"Percentage of honours recipients","Mixed White/Asian","OBE","Dec-16","0.518134715","1"
"Percentage of honours recipients","Mixed other","OBE","Dec-16","0","0"
"Percentage of honours recipients","White","OBE","Dec-16","91.19170984","176"
"Percentage of honours recipients","White British","OBE","Dec-16","89.6373057","173"
"Percentage of honours recipients","White other","OBE","Dec-16","1.554404145","3"
"Percentage of honours recipients","Any other","OBE","Dec-16","0.518134715","1"
"Percentage of honours recipients","Unknown ","OBE","Dec-16","!","18"
"Percentage of honours recipients","All including Unknown","MBE","Dec-16","N/A","489"
"Percentage of honours recipients","All excluding Unknown","MBE","Dec-16","100","442"
"Percentage of honours recipients","Asian","MBE","Dec-16","6.561085973","29"
"Percentage of honours recipients","Indian","MBE","Dec-16","4.751131222","21"
"Percentage of honours recipients","Pakistani","MBE","Dec-16","0.452488688","2"
"Percentage of honours recipients","Bangladeshi","MBE","Dec-16","0","0"
"Percentage of honours recipients","Chinese","MBE","Dec-16","0.226244344","1"
"Percentage of honours recipients","Asian other","MBE","Dec-16","1.131221719","5"
"Percentage of honours recipients","Black","MBE","Dec-16","2.714932127","12"
"Percentage of honours recipients","Black Caribbean","MBE","Dec-16","1.809954751","8"
"Percentage of honours recipients","Black African","MBE","Dec-16","0.226244344","1"
"Percentage of honours recipients","Black other ","MBE","Dec-16","0.678733032","3"
"Percentage of honours recipients","Mixed","MBE","Dec-16","1.357466063","6"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Dec-16","0.226244344","1"
"Percentage of honours recipients","Mixed White/Black African","MBE","Dec-16","0.226244344","1"
"Percentage of honours recipients","Mixed White/Asian","MBE","Dec-16","0.678733032","3"
"Percentage of honours recipients","Mixed other","MBE","Dec-16","0.226244344","1"
"Percentage of honours recipients","White","MBE","Dec-16","88.91402715","393"
"Percentage of honours recipients","White British","MBE","Dec-16","85.97285068","380"
"Percentage of honours recipients","White other","MBE","Dec-16","2.941176471","13"
"Percentage of honours recipients","Any other","MBE","Dec-16","0.452488688","2"
"Percentage of honours recipients","Unknown ","MBE","Dec-16","!","47"
"Percentage of honours recipients","All including Unknown","BEM","Dec-16","N/A","318"
"Percentage of honours recipients","All excluding Unknown","BEM","Dec-16","100","304"
"Percentage of honours recipients","Asian","BEM","Dec-16","5.263157895","16"
"Percentage of honours recipients","Indian","BEM","Dec-16","2.631578947","8"
"Percentage of honours recipients","Pakistani","BEM","Dec-16","1.315789474","4"
"Percentage of honours recipients","Bangladeshi","BEM","Dec-16","0.328947368","1"
"Percentage of honours recipients","Chinese","BEM","Dec-16","0.328947368","1"
"Percentage of honours recipients","Asian other","BEM","Dec-16","0.657894737","2"
"Percentage of honours recipients","Black","BEM","Dec-16","2.302631579","7"
"Percentage of honours recipients","Black Caribbean","BEM","Dec-16","0.328947368","1"
"Percentage of honours recipients","Black African","BEM","Dec-16","1.315789474","4"
"Percentage of honours recipients","Black other ","BEM","Dec-16","0.657894737","2"
"Percentage of honours recipients","Mixed","BEM","Dec-16","0.657894737","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Dec-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Dec-16","0","0"
"Percentage of honours recipients","Mixed other","BEM","Dec-16","0.657894737","2"
"Percentage of honours recipients","White","BEM","Dec-16","91.77631579","279"
"Percentage of honours recipients","White British","BEM","Dec-16","90.78947368","276"
"Percentage of honours recipients","White other","BEM","Dec-16","0.986842105","3"
"Percentage of honours recipients","Any other","BEM","Dec-16","0","0"
"Percentage of honours recipients","Unknown ","BEM","Dec-16","!","14"
"Percentage of honours recipients","All including Unknown","All","Jun-16","N/A","1149"
"Percentage of honours recipients","All excluding Unknown","All","Jun-16","100","1109"
"Percentage of honours recipients","Asian","All","Jun-16","4.41839495","49"
"Percentage of honours recipients","Indian","All","Jun-16","2.61496844","29"
"Percentage of honours recipients","Pakistani","All","Jun-16","0.901713255","10"
"Percentage of honours recipients","Bangladeshi","All","Jun-16","0.360685302","4"
"Percentage of honours recipients","Chinese","All","Jun-16","0.180342651","2"
"Percentage of honours recipients","Asian other","All","Jun-16","0.360685302","4"
"Percentage of honours recipients","Black","All","Jun-16","2.524797115","28"
"Percentage of honours recipients","Black Caribbean","All","Jun-16","1.352569883","15"
"Percentage of honours recipients","Black African","All","Jun-16","0.901713255","10"
"Percentage of honours recipients","Black other ","All","Jun-16","0.270513977","3"
"Percentage of honours recipients","Mixed","All","Jun-16","1.082055906","12"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Jun-16","0.270513977","3"
"Percentage of honours recipients","Mixed White/Black African","All","Jun-16","0.090171326","1"
"Percentage of honours recipients","Mixed White/Asian","All","Jun-16","0.360685302","4"
"Percentage of honours recipients","Mixed other","All","Jun-16","0.360685302","4"
"Percentage of honours recipients","White","All","Jun-16","91.79440938","1018"
"Percentage of honours recipients","White British","All","Jun-16","89.81064022","996"
"Percentage of honours recipients","White other","All","Jun-16","1.983769161","22"
"Percentage of honours recipients","Any other","All","Jun-16","0.180342651","2"
"Percentage of honours recipients","Unknown ","All","Jun-16","!","40"
"Percentage of honours recipients","All including Unknown","Higher","Jun-16","N/A","41"
"Percentage of honours recipients","All excluding Unknown","Higher","Jun-16","100","36"
"Percentage of honours recipients","Asian","Higher","Jun-16","0","0"
"Percentage of honours recipients","Indian","Higher","Jun-16","0","0"
"Percentage of honours recipients","Pakistani","Higher","Jun-16","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Jun-16","0","0"
"Percentage of honours recipients","Chinese","Higher","Jun-16","0","0"
"Percentage of honours recipients","Asian other","Higher","Jun-16","0","0"
"Percentage of honours recipients","Black","Higher","Jun-16","2.777777778","1"
"Percentage of honours recipients","Black Caribbean","Higher","Jun-16","0","0"
"Percentage of honours recipients","Black African","Higher","Jun-16","0","0"
"Percentage of honours recipients","Black other ","Higher","Jun-16","2.777777778","1"
"Percentage of honours recipients","Mixed","Higher","Jun-16","2.777777778","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","Higher","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","Higher","Jun-16","0","0"
"Percentage of honours recipients","Mixed other","Higher","Jun-16","2.777777778","1"
"Percentage of honours recipients","White","Higher","Jun-16","94.44444444","34"
"Percentage of honours recipients","White British","Higher","Jun-16","94.44444444","34"
"Percentage of honours recipients","White other","Higher","Jun-16","0","0"
"Percentage of honours recipients","Any other","Higher","Jun-16","0","0"
"Percentage of honours recipients","Unknown ","Higher","Jun-16","!","5"
"Percentage of honours recipients","All including Unknown","CBE","Jun-16","N/A","104"
"Percentage of honours recipients","All excluding Unknown","CBE","Jun-16","100","104"
"Percentage of honours recipients","Asian","CBE","Jun-16","3.846153846","4"
"Percentage of honours recipients","Indian","CBE","Jun-16","1.923076923","2"
"Percentage of honours recipients","Pakistani","CBE","Jun-16","1.923076923","2"
"Percentage of honours recipients","Bangladeshi","CBE","Jun-16","0","0"
"Percentage of honours recipients","Chinese","CBE","Jun-16","0","0"
"Percentage of honours recipients","Asian other","CBE","Jun-16","0","0"
"Percentage of honours recipients","Black","CBE","Jun-16","1.923076923","2"
"Percentage of honours recipients","Black Caribbean","CBE","Jun-16","1.923076923","2"
"Percentage of honours recipients","Black African","CBE","Jun-16","0","0"
"Percentage of honours recipients","Black other ","CBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed","CBE","Jun-16","0.961538462","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Jun-16","0.961538462","1"
"Percentage of honours recipients","Mixed other","CBE","Jun-16","0","0"
"Percentage of honours recipients","White","CBE","Jun-16","93.26923077","97"
"Percentage of honours recipients","White British","CBE","Jun-16","89.42307692","93"
"Percentage of honours recipients","White other","CBE","Jun-16","3.846153846","4"
"Percentage of honours recipients","Any other","CBE","Jun-16","0","0"
"Percentage of honours recipients","Unknown ","CBE","Jun-16","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Jun-16","N/A","215"
"Percentage of honours recipients","All excluding Unknown","OBE","Jun-16","100","210"
"Percentage of honours recipients","Asian","OBE","Jun-16","4.285714286","9"
"Percentage of honours recipients","Indian","OBE","Jun-16","1.904761905","4"
"Percentage of honours recipients","Pakistani","OBE","Jun-16","1.428571429","3"
"Percentage of honours recipients","Bangladeshi","OBE","Jun-16","0","0"
"Percentage of honours recipients","Chinese","OBE","Jun-16","0","0"
"Percentage of honours recipients","Asian other","OBE","Jun-16","0.952380952","2"
"Percentage of honours recipients","Black","OBE","Jun-16","1.904761905","4"
"Percentage of honours recipients","Black Caribbean","OBE","Jun-16","0.952380952","2"
"Percentage of honours recipients","Black African","OBE","Jun-16","0.952380952","2"
"Percentage of honours recipients","Black other ","OBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed","OBE","Jun-16","1.428571429","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Jun-16","0.476190476","1"
"Percentage of honours recipients","Mixed White/Black African","OBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","OBE","Jun-16","0","0"
"Percentage of honours recipients","Mixed other","OBE","Jun-16","0.952380952","2"
"Percentage of honours recipients","White","OBE","Jun-16","92.38095238","194"
"Percentage of honours recipients","White British","OBE","Jun-16","89.04761905","187"
"Percentage of honours recipients","White other","OBE","Jun-16","3.333333333","7"
"Percentage of honours recipients","Any other","OBE","Jun-16","0","0"
"Percentage of honours recipients","Unknown ","OBE","Jun-16","!","5"
"Percentage of honours recipients","All including Unknown","MBE","Jun-16","N/A","477"
"Percentage of honours recipients","All excluding Unknown","MBE","Jun-16","100","462"
"Percentage of honours recipients","Asian","MBE","Jun-16","6.277056277","29"
"Percentage of honours recipients","Indian","MBE","Jun-16","4.112554113","19"
"Percentage of honours recipients","Pakistani","MBE","Jun-16","0.649350649","3"
"Percentage of honours recipients","Bangladeshi","MBE","Jun-16","0.865800866","4"
"Percentage of honours recipients","Chinese","MBE","Jun-16","0.216450216","1"
"Percentage of honours recipients","Asian other","MBE","Jun-16","0.432900433","2"
"Percentage of honours recipients","Black","MBE","Jun-16","3.896103896","18"
"Percentage of honours recipients","Black Caribbean","MBE","Jun-16","2.164502165","10"
"Percentage of honours recipients","Black African","MBE","Jun-16","1.298701299","6"
"Percentage of honours recipients","Black other ","MBE","Jun-16","0.432900433","2"
"Percentage of honours recipients","Mixed","MBE","Jun-16","1.515151515","7"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Jun-16","0.432900433","2"
"Percentage of honours recipients","Mixed White/Black African","MBE","Jun-16","0.216450216","1"
"Percentage of honours recipients","Mixed White/Asian","MBE","Jun-16","0.649350649","3"
"Percentage of honours recipients","Mixed other","MBE","Jun-16","0.216450216","1"
"Percentage of honours recipients","White","MBE","Jun-16","87.87878788","406"
"Percentage of honours recipients","White British","MBE","Jun-16","86.14718615","398"
"Percentage of honours recipients","White other","MBE","Jun-16","1.731601732","8"
"Percentage of honours recipients","Any other","MBE","Jun-16","0.432900433","2"
"Percentage of honours recipients","Unknown ","MBE","Jun-16","!","15"
"Percentage of honours recipients","All including Unknown","BEM","Jun-16","N/A","312"
"Percentage of honours recipients","All excluding Unknown","BEM","Jun-16","100","297"
"Percentage of honours recipients","Asian","BEM","Jun-16","2.356902357","7"
"Percentage of honours recipients","Indian","BEM","Jun-16","1.346801347","4"
"Percentage of honours recipients","Pakistani","BEM","Jun-16","0.673400673","2"
"Percentage of honours recipients","Bangladeshi","BEM","Jun-16","0","0"
"Percentage of honours recipients","Chinese","BEM","Jun-16","0.336700337","1"
"Percentage of honours recipients","Asian other","BEM","Jun-16","0","0"
"Percentage of honours recipients","Black","BEM","Jun-16","1.01010101","3"
"Percentage of honours recipients","Black Caribbean","BEM","Jun-16","0.336700337","1"
"Percentage of honours recipients","Black African","BEM","Jun-16","0.673400673","2"
"Percentage of honours recipients","Black other ","BEM","Jun-16","0","0"
"Percentage of honours recipients","Mixed","BEM","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Black African","BEM","Jun-16","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Jun-16","0","0"
"Percentage of honours recipients","Mixed other","BEM","Jun-16","0","0"
"Percentage of honours recipients","White","BEM","Jun-16","96.63299663","287"
"Percentage of honours recipients","White British","BEM","Jun-16","95.62289562","284"
"Percentage of honours recipients","White other","BEM","Jun-16","1.01010101","3"
"Percentage of honours recipients","Any other","BEM","Jun-16","0","0"
"Percentage of honours recipients","Unknown ","BEM","Jun-16","!","15"
"Percentage of honours recipients","All including Unknown","All","Dec-15","N/A","1187"
"Percentage of honours recipients","All excluding Unknown","All","Dec-15","100","1134"
"Percentage of honours recipients","Asian","All","Dec-15","3.350970018","38"
"Percentage of honours recipients","Indian","All","Dec-15","1.851851852","21"
"Percentage of honours recipients","Pakistani","All","Dec-15","0.970017637","11"
"Percentage of honours recipients","Bangladeshi","All","Dec-15","0","0"
"Percentage of honours recipients","Chinese","All","Dec-15","0.088183422","1"
"Percentage of honours recipients","Asian other","All","Dec-15","0.440917108","5"
"Percentage of honours recipients","Black","All","Dec-15","1.851851852","21"
"Percentage of honours recipients","Black Caribbean","All","Dec-15","1.322751323","15"
"Percentage of honours recipients","Black African","All","Dec-15","0.529100529","6"
"Percentage of honours recipients","Black other ","All","Dec-15","0","0"
"Percentage of honours recipients","Mixed","All","Dec-15","0.529100529","6"
"Percentage of honours recipients","Mixed White/Black Caribbean","All","Dec-15","0.440917108","5"
"Percentage of honours recipients","Mixed White/Black African","All","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","All","Dec-15","0.088183422","1"
"Percentage of honours recipients","Mixed other","All","Dec-15","0","0"
"Percentage of honours recipients","White","All","Dec-15","94.17989418","1068"
"Percentage of honours recipients","White British","All","Dec-15","92.23985891","1046"
"Percentage of honours recipients","White other","All","Dec-15","1.940035273","22"
"Percentage of honours recipients","Any other","All","Dec-15","0.088183422","1"
"Percentage of honours recipients","Unknown ","All","Dec-15","!","53"
"Percentage of honours recipients","All including Unknown","Higher","Dec-15","N/A","48"
"Percentage of honours recipients","All excluding Unknown","Higher","Dec-15","100","38"
"Percentage of honours recipients","Asian","Higher","Dec-15","2.631578947","1"
"Percentage of honours recipients","Indian","Higher","Dec-15","2.631578947","1"
"Percentage of honours recipients","Pakistani","Higher","Dec-15","0","0"
"Percentage of honours recipients","Bangladeshi","Higher","Dec-15","0","0"
"Percentage of honours recipients","Chinese","Higher","Dec-15","0","0"
"Percentage of honours recipients","Asian other","Higher","Dec-15","0","0"
"Percentage of honours recipients","Black","Higher","Dec-15","0","0"
"Percentage of honours recipients","Black Caribbean","Higher","Dec-15","0","0"
"Percentage of honours recipients","Black African","Higher","Dec-15","0","0"
"Percentage of honours recipients","Black other ","Higher","Dec-15","0","0"
"Percentage of honours recipients","Mixed","Higher","Dec-15","2.631578947","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","Higher","Dec-15","2.631578947","1"
"Percentage of honours recipients","Mixed White/Black African","Higher","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","Higher","Dec-15","0","0"
"Percentage of honours recipients","Mixed other","Higher","Dec-15","0","0"
"Percentage of honours recipients","White","Higher","Dec-15","94.73684211","36"
"Percentage of honours recipients","White British","Higher","Dec-15","94.73684211","36"
"Percentage of honours recipients","White other","Higher","Dec-15","0","0"
"Percentage of honours recipients","Any other","Higher","Dec-15","0","0"
"Percentage of honours recipients","Unknown ","Higher","Dec-15","!","10"
"Percentage of honours recipients","All including Unknown","CBE","Dec-15","N/A","106"
"Percentage of honours recipients","All excluding Unknown","CBE","Dec-15","100","106"
"Percentage of honours recipients","Asian","CBE","Dec-15","3.773584906","4"
"Percentage of honours recipients","Indian","CBE","Dec-15","1.886792453","2"
"Percentage of honours recipients","Pakistani","CBE","Dec-15","0.943396226","1"
"Percentage of honours recipients","Bangladeshi","CBE","Dec-15","0","0"
"Percentage of honours recipients","Chinese","CBE","Dec-15","0","0"
"Percentage of honours recipients","Asian other","CBE","Dec-15","0.943396226","1"
"Percentage of honours recipients","Black","CBE","Dec-15","0","0"
"Percentage of honours recipients","Black Caribbean","CBE","Dec-15","0","0"
"Percentage of honours recipients","Black African","CBE","Dec-15","0","0"
"Percentage of honours recipients","Black other ","CBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed","CBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","CBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Black African","CBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","CBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed other","CBE","Dec-15","0","0"
"Percentage of honours recipients","White","CBE","Dec-15","96.22641509","102"
"Percentage of honours recipients","White British","CBE","Dec-15","90.56603774","96"
"Percentage of honours recipients","White other","CBE","Dec-15","5.660377358","6"
"Percentage of honours recipients","Any other","CBE","Dec-15","0","0"
"Percentage of honours recipients","Unknown ","CBE","Dec-15","!","0"
"Percentage of honours recipients","All including Unknown","OBE","Dec-15","N/A","242"
"Percentage of honours recipients","All excluding Unknown","OBE","Dec-15","100","228"
"Percentage of honours recipients","Asian","OBE","Dec-15","2.631578947","6"
"Percentage of honours recipients","Indian","OBE","Dec-15","2.192982456","5"
"Percentage of honours recipients","Pakistani","OBE","Dec-15","0","0"
"Percentage of honours recipients","Bangladeshi","OBE","Dec-15","0","0"
"Percentage of honours recipients","Chinese","OBE","Dec-15","0","0"
"Percentage of honours recipients","Asian other","OBE","Dec-15","0.438596491","1"
"Percentage of honours recipients","Black","OBE","Dec-15","2.192982456","5"
"Percentage of honours recipients","Black Caribbean","OBE","Dec-15","1.315789474","3"
"Percentage of honours recipients","Black African","OBE","Dec-15","0.877192982","2"
"Percentage of honours recipients","Black other ","OBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed","OBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","OBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Black African","OBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","OBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed other","OBE","Dec-15","0","0"
"Percentage of honours recipients","White","OBE","Dec-15","95.1754386","217"
"Percentage of honours recipients","White British","OBE","Dec-15","93.42105263","213"
"Percentage of honours recipients","White other","OBE","Dec-15","1.754385965","4"
"Percentage of honours recipients","Any other","OBE","Dec-15","0","0"
"Percentage of honours recipients","Unknown ","OBE","Dec-15","!","14"
"Percentage of honours recipients","All including Unknown","MBE","Dec-15","N/A","462"
"Percentage of honours recipients","All excluding Unknown","MBE","Dec-15","100","450"
"Percentage of honours recipients","Asian","MBE","Dec-15","4.888888889","22"
"Percentage of honours recipients","Indian","MBE","Dec-15","2.444444444","11"
"Percentage of honours recipients","Pakistani","MBE","Dec-15","1.555555556","7"
"Percentage of honours recipients","Bangladeshi","MBE","Dec-15","0","0"
"Percentage of honours recipients","Chinese","MBE","Dec-15","0.222222222","1"
"Percentage of honours recipients","Asian other","MBE","Dec-15","0.666666667","3"
"Percentage of honours recipients","Black","MBE","Dec-15","2.666666667","12"
"Percentage of honours recipients","Black Caribbean","MBE","Dec-15","2.222222222","10"
"Percentage of honours recipients","Black African","MBE","Dec-15","0.444444444","2"
"Percentage of honours recipients","Black other ","MBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed","MBE","Dec-15","0.666666667","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","MBE","Dec-15","0.444444444","2"
"Percentage of honours recipients","Mixed White/Black African","MBE","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","MBE","Dec-15","0.222222222","1"
"Percentage of honours recipients","Mixed other","MBE","Dec-15","0","0"
"Percentage of honours recipients","White","MBE","Dec-15","91.55555556","412"
"Percentage of honours recipients","White British","MBE","Dec-15","89.55555556","403"
"Percentage of honours recipients","White other","MBE","Dec-15","2","9"
"Percentage of honours recipients","Any other","MBE","Dec-15","0.222222222","1"
"Percentage of honours recipients","Unknown ","MBE","Dec-15","!","12"
"Percentage of honours recipients","All including Unknown","BEM","Dec-15","N/A","329"
"Percentage of honours recipients","All excluding Unknown","BEM","Dec-15","100","312"
"Percentage of honours recipients","Asian","BEM","Dec-15","1.602564103","5"
"Percentage of honours recipients","Indian","BEM","Dec-15","0.641025641","2"
"Percentage of honours recipients","Pakistani","BEM","Dec-15","0.961538462","3"
"Percentage of honours recipients","Bangladeshi","BEM","Dec-15","0","0"
"Percentage of honours recipients","Chinese","BEM","Dec-15","0","0"
"Percentage of honours recipients","Asian other","BEM","Dec-15","0","0"
"Percentage of honours recipients","Black","BEM","Dec-15","1.282051282","4"
"Percentage of honours recipients","Black Caribbean","BEM","Dec-15","0.641025641","2"
"Percentage of honours recipients","Black African","BEM","Dec-15","0.641025641","2"
"Percentage of honours recipients","Black other ","BEM","Dec-15","0","0"
"Percentage of honours recipients","Mixed","BEM","Dec-15","0.641025641","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","BEM","Dec-15","0.641025641","2"
"Percentage of honours recipients","Mixed White/Black African","BEM","Dec-15","0","0"
"Percentage of honours recipients","Mixed White/Asian","BEM","Dec-15","0","0"
"Percentage of honours recipients","Mixed other","BEM","Dec-15","0","0"
"Percentage of honours recipients","White","BEM","Dec-15","96.47435897","301"
"Percentage of honours recipients","White British","BEM","Dec-15","95.51282051","298"
"Percentage of honours recipients","White other","BEM","Dec-15","0.961538462","3"
"Percentage of honours recipients","Any other","BEM","Dec-15","0","0"
"Percentage of honours recipients","Unknown ","BEM","Dec-15","!","17"
"Percentage of honours recipients","All including Unknown","All","Jun-15","N/A","1167"
"Percentage of honours recipients","All excluding Unknown","All","Jun-15","100","1130"
"Percentage of honours recipients","Asian","All","Jun-15","3.716814159","42"
"Percentage of honours recipients","Indian","All","Jun-15","2.212389381","25"
"Percentage of honours recipients","Pakistani","All","Jun-15","0.796460177","9"
"Percentage of honours recipients","Bangladeshi","All","Jun-15","0.17699115","2"
"Percentage of honours recipients","Chinese","All","Jun-15","0.353982301","4"
"Percentage of honours recipients","Asian other","All","Jun-15","0.17699115","2"
"Percentage of honours recipients","Black","All","Jun-15","2.389380531","27"
"Percentage of honours recipients","Black Caribbean","All","Jun-15","1.150442478","13"
