"Measure","Ethnicity","Ethnicity_type","Category","Time","Time_type","Value","Value_type","Number"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","1.9","%","2"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","1.9","%","4"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","4.1","%","19"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","1.3","%","4"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Jun-16","Queen's Birthday Honours","1.1","%","12"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Jun-16","Queen's Birthday Honours","2.8","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Jun-16","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Jun-16","Queen's Birthday Honours","1.4","%","3"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Jun-16","Queen's Birthday Honours","1.5","%","7"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","0.4","%","4"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","2.8","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","1","%","2"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","0.4","%","4"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","1","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","0.1","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","0.5","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","0.4","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","0.9","%","10"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","1.9","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","1.4","%","3"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","0.6","%","3"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","0.7","%","2"
"Percentage of honours recipients","Unknown","Unknown","All","Jun-16","Queen's Birthday Honours","NA","%","40"
"Percentage of honours recipients","Unknown","Unknown","Higher","Jun-16","Queen's Birthday Honours","NA","%","5"
"Percentage of honours recipients","Unknown","Unknown","CBE","Jun-16","Queen's Birthday Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Jun-16","Queen's Birthday Honours","NA","%","5"
"Percentage of honours recipients","Unknown","Unknown","MBE","Jun-16","Queen's Birthday Honours","NA","%","15"
"Percentage of honours recipients","Unknown","Unknown","BEM","Jun-16","Queen's Birthday Honours","NA","%","15"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Jun-16","Queen's Birthday Honours","91.8","%","1018"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Jun-16","Queen's Birthday Honours","94.4","%","34"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Jun-16","Queen's Birthday Honours","93.3","%","97"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Jun-16","Queen's Birthday Honours","92.4","%","194"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Jun-16","Queen's Birthday Honours","87.9","%","406"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Jun-16","Queen's Birthday Honours","96.6","%","287"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Jun-16","Queen's Birthday Honours","91.8","%","1018"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Jun-16","Queen's Birthday Honours","94.4","%","34"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Jun-16","Queen's Birthday Honours","93.3","%","97"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Jun-16","Queen's Birthday Honours","92.4","%","194"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Jun-16","Queen's Birthday Honours","87.9","%","406"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Jun-16","Queen's Birthday Honours","96.6","%","287"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","89.8","%","996"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","94.4","%","34"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","89.4","%","93"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","89","%","187"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","86.1","%","398"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","95.6","%","284"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Jun-16","Queen's Birthday Honours","2","%","22"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Jun-16","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Jun-16","Queen's Birthday Honours","3.8","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Jun-16","Queen's Birthday Honours","3.3","%","7"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Jun-16","Queen's Birthday Honours","1.7","%","8"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Jun-16","Queen's Birthday Honours","1","%","3"
"Percentage of honours recipients","All Excluding Unknown","All","All","Dec-15","New Years Honours","100","%","1134"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Dec-15","New Years Honours","100","%","38"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Dec-15","New Years Honours","100","%","106"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Dec-15","New Years Honours","100","%","228"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Dec-15","New Years Honours","100","%","450"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Dec-15","New Years Honours","100","%","312"
"Percentage of honours recipients","All Including Unknown","All","All","Dec-15","New Years Honours","NA","%","1187"
"Percentage of honours recipients","All Including Unknown","All","Higher","Dec-15","New Years Honours","NA","%","48"
"Percentage of honours recipients","All Including Unknown","All","CBE","Dec-15","New Years Honours","NA","%","106"
"Percentage of honours recipients","All Including Unknown","All","OBE","Dec-15","New Years Honours","NA","%","242"
"Percentage of honours recipients","All Including Unknown","All","MBE","Dec-15","New Years Honours","NA","%","462"
"Percentage of honours recipients","All Including Unknown","All","BEM","Dec-15","New Years Honours","NA","%","329"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Dec-15","New Years Honours","0.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Dec-15","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Dec-15","New Years Honours","0.1","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Dec-15","New Years Honours","3.4","%","38"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Dec-15","New Years Honours","2.6","%","1"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Dec-15","New Years Honours","3.8","%","4"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Dec-15","New Years Honours","2.6","%","6"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Dec-15","New Years Honours","4.9","%","22"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Dec-15","New Years Honours","1.6","%","5"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Dec-15","New Years Honours","0.4","%","5"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0.9","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0.4","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","All","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Bangladeshi","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","All","Dec-15","New Years Honours","1.9","%","21"
"Percentage of honours recipients","Black","ONS 2001 5+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black","ONS 2001 5+1","OBE","Dec-15","New Years Honours","2.2","%","5"
"Percentage of honours recipients","Black","ONS 2001 5+1","MBE","Dec-15","New Years Honours","2.7","%","12"
"Percentage of honours recipients","Black","ONS 2001 5+1","BEM","Dec-15","New Years Honours","1.3","%","4"
"Percentage of honours recipients","Black African","ONS 2001 16+1","All","Dec-15","New Years Honours","0.5","%","6"
"Percentage of honours recipients","Black African","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black African","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0.9","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.4","%","2"
"Percentage of honours recipients","Black African","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","All","Dec-15","New Years Honours","1.3","%","15"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","OBE","Dec-15","New Years Honours","1.3","%","3"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","MBE","Dec-15","New Years Honours","2.2","%","10"
"Percentage of honours recipients","Black Caribbean","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","All","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Black Other","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","All","Dec-15","New Years Honours","0.1","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Chinese","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","All","Dec-15","New Years Honours","5.8","%","66"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","Higher","Dec-15","New Years Honours","5.3","%","2"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","CBE","Dec-15","New Years Honours","3.8","%","4"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","OBE","Dec-15","New Years Honours","4.8","%","11"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","MBE","Dec-15","New Years Honours","8.4","%","38"
"Percentage of honours recipients","Ethnic Minorities (Excl White)","White/Ethnic Minorities","BEM","Dec-15","New Years Honours","3.5","%","11"
"Percentage of honours recipients","Indian","ONS 2001 16+1","All","Dec-15","New Years Honours","1.9","%","21"
"Percentage of honours recipients","Indian","ONS 2001 16+1","Higher","Dec-15","New Years Honours","2.6","%","1"
"Percentage of honours recipients","Indian","ONS 2001 16+1","CBE","Dec-15","New Years Honours","1.9","%","2"
"Percentage of honours recipients","Indian","ONS 2001 16+1","OBE","Dec-15","New Years Honours","2.2","%","5"
"Percentage of honours recipients","Indian","ONS 2001 16+1","MBE","Dec-15","New Years Honours","2.4","%","11"
"Percentage of honours recipients","Indian","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","All","Dec-15","New Years Honours","0.5","%","6"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","Higher","Dec-15","New Years Honours","2.6","%","1"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","MBE","Dec-15","New Years Honours","0.7","%","3"
"Percentage of honours recipients","Mixed","ONS 2001 5+1","BEM","Dec-15","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","All","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed Other","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","All","Dec-15","New Years Honours","0.1","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.2","%","1"
"Percentage of honours recipients","Mixed White/Asian","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","All","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black African","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","All","Dec-15","New Years Honours","0.4","%","5"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","Higher","Dec-15","New Years Honours","2.6","%","1"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","MBE","Dec-15","New Years Honours","0.4","%","2"
"Percentage of honours recipients","Mixed White/Black Caribbean","ONS 2001 16+1","BEM","Dec-15","New Years Honours","0.6","%","2"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","All","Dec-15","New Years Honours","1","%","11"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","CBE","Dec-15","New Years Honours","0.9","%","1"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","OBE","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","MBE","Dec-15","New Years Honours","1.6","%","7"
"Percentage of honours recipients","Pakistani","ONS 2001 16+1","BEM","Dec-15","New Years Honours","1","%","3"
"Percentage of honours recipients","Unknown","Unknown","All","Dec-15","New Years Honours","NA","%","53"
"Percentage of honours recipients","Unknown","Unknown","Higher","Dec-15","New Years Honours","NA","%","10"
"Percentage of honours recipients","Unknown","Unknown","CBE","Dec-15","New Years Honours","NA","%","0"
"Percentage of honours recipients","Unknown","Unknown","OBE","Dec-15","New Years Honours","NA","%","14"
"Percentage of honours recipients","Unknown","Unknown","MBE","Dec-15","New Years Honours","NA","%","12"
"Percentage of honours recipients","Unknown","Unknown","BEM","Dec-15","New Years Honours","NA","%","17"
"Percentage of honours recipients","White","ONS 2001 5+1","All","Dec-15","New Years Honours","94.2","%","1068"
"Percentage of honours recipients","White","ONS 2001 5+1","Higher","Dec-15","New Years Honours","94.7","%","36"
"Percentage of honours recipients","White","ONS 2001 5+1","CBE","Dec-15","New Years Honours","96.2","%","102"
"Percentage of honours recipients","White","ONS 2001 5+1","OBE","Dec-15","New Years Honours","95.2","%","217"
"Percentage of honours recipients","White","ONS 2001 5+1","MBE","Dec-15","New Years Honours","91.6","%","412"
"Percentage of honours recipients","White","ONS 2001 5+1","BEM","Dec-15","New Years Honours","96.5","%","301"
"Percentage of honours recipients","White","White/Ethnic Minorities","All","Dec-15","New Years Honours","94.2","%","1068"
"Percentage of honours recipients","White","White/Ethnic Minorities","Higher","Dec-15","New Years Honours","94.7","%","36"
"Percentage of honours recipients","White","White/Ethnic Minorities","CBE","Dec-15","New Years Honours","96.2","%","102"
"Percentage of honours recipients","White","White/Ethnic Minorities","OBE","Dec-15","New Years Honours","95.2","%","217"
"Percentage of honours recipients","White","White/Ethnic Minorities","MBE","Dec-15","New Years Honours","91.6","%","412"
"Percentage of honours recipients","White","White/Ethnic Minorities","BEM","Dec-15","New Years Honours","96.5","%","301"
"Percentage of honours recipients","White British","ONS 2001 16+1","All","Dec-15","New Years Honours","92.2","%","1046"
"Percentage of honours recipients","White British","ONS 2001 16+1","Higher","Dec-15","New Years Honours","94.7","%","36"
"Percentage of honours recipients","White British","ONS 2001 16+1","CBE","Dec-15","New Years Honours","90.6","%","96"
"Percentage of honours recipients","White British","ONS 2001 16+1","OBE","Dec-15","New Years Honours","93.4","%","213"
"Percentage of honours recipients","White British","ONS 2001 16+1","MBE","Dec-15","New Years Honours","89.6","%","403"
"Percentage of honours recipients","White British","ONS 2001 16+1","BEM","Dec-15","New Years Honours","95.5","%","298"
"Percentage of honours recipients","White Other","ONS 2001 16+1","All","Dec-15","New Years Honours","1.9","%","22"
"Percentage of honours recipients","White Other","ONS 2001 16+1","Higher","Dec-15","New Years Honours","0","%","0"
"Percentage of honours recipients","White Other","ONS 2001 16+1","CBE","Dec-15","New Years Honours","5.7","%","6"
"Percentage of honours recipients","White Other","ONS 2001 16+1","OBE","Dec-15","New Years Honours","1.8","%","4"
"Percentage of honours recipients","White Other","ONS 2001 16+1","MBE","Dec-15","New Years Honours","2","%","9"
"Percentage of honours recipients","White Other","ONS 2001 16+1","BEM","Dec-15","New Years Honours","1","%","3"
"Percentage of honours recipients","All Excluding Unknown","All","All","Jun-15","Queen's Birthday Honours","100","%","1130"
"Percentage of honours recipients","All Excluding Unknown","All","Higher","Jun-15","Queen's Birthday Honours","100","%","39"
"Percentage of honours recipients","All Excluding Unknown","All","CBE","Jun-15","Queen's Birthday Honours","100","%","107"
"Percentage of honours recipients","All Excluding Unknown","All","OBE","Jun-15","Queen's Birthday Honours","100","%","225"
"Percentage of honours recipients","All Excluding Unknown","All","MBE","Jun-15","Queen's Birthday Honours","100","%","471"
"Percentage of honours recipients","All Excluding Unknown","All","BEM","Jun-15","Queen's Birthday Honours","100","%","288"
"Percentage of honours recipients","All Including Unknown","All","All","Jun-15","Queen's Birthday Honours","NA","%","1167"
"Percentage of honours recipients","All Including Unknown","All","Higher","Jun-15","Queen's Birthday Honours","NA","%","47"
"Percentage of honours recipients","All Including Unknown","All","CBE","Jun-15","Queen's Birthday Honours","NA","%","107"
"Percentage of honours recipients","All Including Unknown","All","OBE","Jun-15","Queen's Birthday Honours","NA","%","237"
"Percentage of honours recipients","All Including Unknown","All","MBE","Jun-15","Queen's Birthday Honours","NA","%","481"
"Percentage of honours recipients","All Including Unknown","All","BEM","Jun-15","Queen's Birthday Honours","NA","%","295"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","All","Jun-15","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","MBE","Jun-15","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 5+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.3","%","3"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","OBE","Jun-15","Queen's Birthday Honours","0.4","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","MBE","Jun-15","Queen's Birthday Honours","0.2","%","1"
"Percentage of honours recipients","Any Other","ONS 2001 16+1","BEM","Jun-15","Queen's Birthday Honours","0.3","%","1"
"Percentage of honours recipients","Asian","ONS 2001 5+1","All","Jun-15","Queen's Birthday Honours","3.7","%","42"
"Percentage of honours recipients","Asian","ONS 2001 5+1","Higher","Jun-15","Queen's Birthday Honours","7.7","%","3"
"Percentage of honours recipients","Asian","ONS 2001 5+1","CBE","Jun-15","Queen's Birthday Honours","4.7","%","5"
"Percentage of honours recipients","Asian","ONS 2001 5+1","OBE","Jun-15","Queen's Birthday Honours","1.3","%","3"
"Percentage of honours recipients","Asian","ONS 2001 5+1","MBE","Jun-15","Queen's Birthday Honours","4.2","%","20"
"Percentage of honours recipients","Asian","ONS 2001 5+1","BEM","Jun-15","Queen's Birthday Honours","3.8","%","11"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","All","Jun-15","Queen's Birthday Honours","0.2","%","2"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","Higher","Jun-15","Queen's Birthday Honours","2.6","%","1"
"Percentage of honours recipients","Asian Other","ONS 2001 16+1","CBE","Jun-15","Queen's Birthday Honours","0","%","0"
