"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Value","Denominator"
"Share of income made up by Investments by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","1","470"
"Share of income made up by Tax Credits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","3","470"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","2","470"
"Share of income made up by Private pensions by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","2","470"
"Share of income made up by Disability benefits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","1","470"
"Share of income made up by Other benefits by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","8","470"
"Share of income made up by Other sources by ethnic group of head","2014/15-2016/17","Three-year average","Other ethnic group","ONS 5+2","9","470"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","63","57814"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","9","57814"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","2","57814"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","2","57814"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","7","57814"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","8","57814"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","1","57814"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","5","57814"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","All","ONS 5+2","4","57814"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","63","53146"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","9","53146"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","2","53146"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","1","53146"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","8","53146"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","9","53146"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","1","53146"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","4","53146"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White","ONS 5+2","3","53146"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","62","50523"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","50523"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","50523"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","1","50523"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","8","50523"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","10","50523"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","2","50523"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","4","50523"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White British","ONS 5+2","3","50523"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","74","2623"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","12","2623"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","1","2623"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","1","2623"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","2","2623"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","2","2623"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","~","2623"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","3","2623"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","White Other","ONS 5+2","4","2623"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","71","499"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","499"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","499"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","499"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","499"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","499"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","499"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","7","499"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","499"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","68","2391"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","11","2391"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","1","2391"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","3","2391"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","2391"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","2","2391"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","1","2391"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","5","2391"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Asian/ Asian British","ONS 5+2","7","2391"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","77","976"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","9","976"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","2","976"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","2","976"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","1","976"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","3","976"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Indian","ONS 5+2","5","976"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","54","596"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","19","596"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","8","596"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","2","596"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","1","596"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","9","596"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Pakistani","ONS 5+2","5","596"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","55","243"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","7","243"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","~","243"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","10","243"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","4","243"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","2","243"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","2","243"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","15","243"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Bangladeshi","ONS 5+2","5","243"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","64","215"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","11","215"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","2","215"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","1","215"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","~","215"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","2","215"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Chinese","ONS 5+2","18","215"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","66","361"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","11","361"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","~","361"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","3","361"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","2","361"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","2","361"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","~","361"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","7","361"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Any other Asian background","ONS 5+2","9","361"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","64","1288"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","7","1288"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","~","1288"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1288"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1288"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1288"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1288"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","11","1288"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","6","1288"
"Share of income made up by Wages and salaries by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","67","490"
"Share of income made up by Self-employed
 income by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","9","490"
"Share of income made up by Investments by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","1","490"
"Share of income made up by Tax Credits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","3","490"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","2","490"
"Share of income made up by Private pensions by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","2","490"
"Share of income made up by Disability benefits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","1","490"
"Share of income made up by Other benefits by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","6","490"
"Share of income made up by Other sources by ethnic group of head","2015/16-2017/18","Three-year average","Other ethnic group","ONS 5+2","9","490"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","63","57665"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","9","57665"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","1","57665"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","1","57665"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","7","57665"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","8","57665"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","1","57665"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","4","57665"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","All","ONS 5+2","4","57665"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","63","52924"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","9","52924"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","2","52924"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","1","52924"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","8","52924"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","9","52924"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","2","52924"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","4","52924"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","White","ONS 5+2","3","52924"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","62","50192"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","9","50192"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","2","50192"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","1","50192"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","8","50192"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","10","50192"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","2","50192"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","4","50192"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","White British","ONS 5+2","3","50192"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","74","2732"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","13","2732"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","1","2732"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","1","2732"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","2","2732"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","2","2732"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","~","2732"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","3","2732"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","White Other","ONS 5+2","4","2732"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","73","515"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","515"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","515"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","3","515"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","515"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","2","515"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","1","515"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","515"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Mixed/ Multiple ethnic groups","ONS 5+2","6","515"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","68","2453"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","11","2453"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","1","2453"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","3","2453"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","3","2453"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","2","2453"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","1","2453"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","5","2453"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Asian/ Asian British","ONS 5+2","7","2453"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","76","992"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","10","992"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","1","992"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","1","992"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","3","992"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","2","992"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","1","992"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","2","992"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Indian","ONS 5+2","4","992"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","56","599"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","14","599"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","~","599"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","8","599"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","3","599"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","1","599"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","2","599"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","10","599"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Pakistani","ONS 5+2","6","599"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","58","269"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","7","269"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","~","269"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","9","269"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","3","269"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","2","269"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","2","269"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","14","269"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Bangladeshi","ONS 5+2","5","269"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","56","221"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","11","221"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","1","221"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","1","221"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","2","221"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","1","221"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","~","221"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","3","221"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Chinese","ONS 5+2","27","221"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","66","372"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","10","372"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","1","372"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","3","372"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","2","372"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","2","372"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","~","372"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","6","372"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Any other Asian background","ONS 5+2","10","372"
"Share of income made up by Wages and salaries by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","66","1248"
"Share of income made up by Self-employed
 income by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","8","1248"
"Share of income made up by Investments by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","~","1248"
"Share of income made up by Tax Credits by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","4","1248"
"Share of income made up by State Pension plus any IS/PC by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","3","1248"
"Share of income made up by Private pensions by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","2","1248"
"Share of income made up by Disability benefits by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","1","1248"
"Share of income made up by Other benefits by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","9","1248"
"Share of income made up by Other sources by ethnic group of head","2016/17-2018/19","Three-year average","Black/ African/ Caribbean/ Black British","ONS 5+2","5","1248"
