"Measure","Measure_type","Ethnicity","Ethnicity_type","Time","Time_Type","Region","Value","Value_Type","confidence_interval","Numerator","denominator","samp_size"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","All","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","East Midlands","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","East of England","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","London","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","North East","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","North West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Scotland","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","South East","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","South West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","West Midlands","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2011","year","Yorkshire and The Humber","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","All","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","East Midlands","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","East of England","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","London","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","North East","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","North West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Scotland","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","South East","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","South West","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","West Midlands","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2011","year","Yorkshire and The Humber","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","All","35","%","0.9","859000","2454300","11471"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","East Midlands","34","%","3.7","62400","181100","626"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","East of England","35","%","3.7","70000","201400","652"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","London","36","%","2.7","145900","403300","1191"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","North East","31","%","2.8","41000","133100","1015"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","North West","36","%","2.5","106900","295400","1475"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","Scotland","35","%","2.4","74800","214900","1490"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","South East","34","%","2.8","91000","267400","1100"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","South West","34","%","3.6","53500","156000","683"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","Wales","32","%","2.6","38800","121000","1198"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","West Midlands","38","%","3.1","88900","235900","946"
"3-12 months","Length of time spent in unemployment","All","All","2012","year","Yorkshire and The Humber","35","%","2.8","85800","244800","1095"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","All","38","%","3.5","181000","482100","1798"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","East Midlands","37","%","12.7","10600","28700","138"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","East of England","34","%","14.6","8300","24100","102"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","London","38","%","6","83500","219700","637"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","North East","21","%","16.6","1500","7300","58"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","North West","41","%","11.2","15200","37200","185"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Scotland","30","%","21.5","3200","10600","44"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","South East","34","%","10.6","12600","37400","191"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","South West","36","%","24.1","3300","9200","38"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Wales","27","%","18.3","2000","7200","57"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","West Midlands","43","%","10.4","26600","61800","217"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2012","year","Yorkshire and The Humber","36","%","13","14100","39000","131"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","All","34","%","1.5","677500","1971400","9669"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","East Midlands","34","%","6.6","51700","152400","488"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","East of England","35","%","6.3","61700","177300","550"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","London","34","%","6.2","62100","183300","553"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","North East","31","%","4.6","39500","125900","957"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","North West","36","%","4.1","91700","258200","1290"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","Scotland","35","%","3.9","71300","204100","1444"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","South East","34","%","4.9","78400","230000","909"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","South West","34","%","5.8","50200","146900","645"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","Wales","32","%","4.3","36900","113800","1141"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","West Midlands","36","%","5.5","62300","173800","728"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2012","year","Yorkshire and The Humber","35","%","4.8","71700","205800","964"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","All","32","%","0.9","762600","2362500","10761"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","East Midlands","34","%","3.8","57500","169700","581"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","East of England","30","%","3.6","56100","188400","622"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","London","31","%","2.6","122100","390800","1180"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","North East","29","%","2.9","35800","124400","920"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","North West","35","%","2.5","95700","273600","1378"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","Scotland","31","%","2.5","65500","209200","1363"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","South East","34","%","2.9","87600","258800","1015"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","South West","38","%","3.8","59200","156400","633"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","Wales","33","%","2.7","38100","117200","1133"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","West Midlands","30","%","3","71200","236700","906"
"3-12 months","Length of time spent in unemployment","All","All","2013","year","Yorkshire and The Humber","31","%","2.8","73800","237300","1030"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","All","33","%","3.5","163600","493300","1752"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","East Midlands","29","%","12.4","8100","27700","130"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","East of England","31","%","13.5","8900","28300","113"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","London","33","%","5.7","70700","215300","644"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","North East","30","%","22.4","1800","6100","40"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","North West","40","%","11.6","13600","34000","170"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","Scotland","41","%","23.8","4800","11900","41"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","South East","34","%","11.5","12500","37100","162"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","South West","43","%","20","6400","14800","59"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","Wales","15","%","16.7","1100","7300","45"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","West Midlands","30","%","9.4","22000","72600","228"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2013","year","Yorkshire and The Humber","36","%","13.5","13600","38300","120"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","All","32","%","1.5","598400","1867700","9004"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","East Midlands","35","%","6.9","49400","142000","451"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","East of England","29","%","6.3","47000","160000","508"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","London","29","%","6.1","51000","174700","534"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","North East","29","%","4.7","33900","118300","880"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","North West","34","%","4.2","82100","239700","1208"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","Scotland","31","%","3.9","60700","197300","1322"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","South East","34","%","5","75100","221700","853"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","South West","37","%","6.3","52800","141600","574"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","Wales","34","%","4.4","37000","109900","1088"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","West Midlands","30","%","5.5","49200","163600","676"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2013","year","Yorkshire and The Humber","30","%","4.7","60200","199000","910"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","All","31","%","0.9","602800","1971400","9078"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","East Midlands","32","%","4.3","41600","130900","444"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","East of England","30","%","3.9","47800","160500","523"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","London","32","%","3","101800","317800","958"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","North East","30","%","3.1","32100","108000","837"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","North West","30","%","2.6","72900","244100","1228"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","Scotland","32","%","2.7","54000","169800","1107"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","South East","31","%","3","68600","218200","925"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","South West","28","%","3.7","38500","139600","571"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","Wales","31","%","2.9","31400","100100","977"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","West Midlands","28","%","3.4","52800","186600","683"
"3-12 months","Length of time spent in unemployment","All","All","2014","year","Yorkshire and The Humber","31","%","3.2","61200","195900","825"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","All","32","%","3.7","125000","396800","1486"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","East Midlands","31","%","14.8","6200","20000","94"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","East of England","35","%","16.2","7500","21500","83"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","London","32","%","6.5","53800","166000","501"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","North East","33","%","22","1700","5200","44"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","North West","32","%","10.3","11800","37200","197"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","Scotland","31","%","20.8","3400","10900","47"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","South East","32","%","11.6","8700","27500","154"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","South West","28","%","18.8","4800","17000","55"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","Wales","39","%","26.7","1800","4500","32"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","West Midlands","25","%","10.4","12400","50100","166"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2014","year","Yorkshire and The Humber","35","%","13.9","12900","36900","113"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","All","30","%","1.6","476600","1569500","7571"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","East Midlands","32","%","7.7","35400","110900","350"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","East of England","29","%","6.7","40300","139000","440"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","London","32","%","6.8","47600","150600","454"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","North East","30","%","5","30400","102600","792"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","North West","30","%","4.4","61000","206400","1028"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Scotland","32","%","4.4","50100","157400","1051"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","South East","31","%","5.2","59900","190700","771"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","South West","28","%","6.1","33800","122300","515"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Wales","31","%","4.7","29700","95600","945"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","West Midlands","30","%","6.2","40400","136000","516"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2014","year","Yorkshire and The Humber","30","%","5.3","48000","158000","709"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","All","32","%","1.1","541400","1675200","7508"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","East Midlands","35","%","4.9","38600","109800","358"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","East of England","32","%","4.5","39900","123200","407"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","London","34","%","3.3","97600","283500","820"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","North East","29","%","3.4","28500","97600","678"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","North West","32","%","3","58900","186100","943"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","Scotland","32","%","2.9","50700","159300","976"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","South East","30","%","3.3","57100","193700","752"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","South West","30","%","4.2","33400","110100","456"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","Wales","33","%","3.2","29100","87900","833"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","West Midlands","34","%","3.8","54900","161500","595"
"3-12 months","Length of time spent in unemployment","All","All","2015","year","Yorkshire and The Humber","32","%","3.5","52700","162500","690"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","All","35","%","4.1","128300","363900","1286"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","East Midlands","32","%","15.6","6200","19500","86"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","East of England","28","%","17","3900","14000","67"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","London","37","%","7.1","57700","154500","445"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","North East","32","%","22.9","1900","5900","40"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","North West","40","%","11.7","14200","35700","169"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","Scotland","23","%","21.6","2200","9300","37"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","South East","31","%","12.2","9800","31600","138"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","South West","36","%","25.2","3800","10600","35"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","Wales","39","%","25.5","2100","5500","35"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","West Midlands","31","%","12.1","14200","46700","138"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2015","year","Yorkshire and The Humber","40","%","15.5","12300","30700","96"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","All","32","%","1.8","412800","1310000","6217"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","East Midlands","36","%","9","32400","90300","272"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","East of England","33","%","7.9","36000","109100","340"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","London","31","%","7.4","39900","129100","375"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","North East","29","%","5.6","26600","91800","638"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","North West","30","%","5.1","44700","150300","773"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Scotland","32","%","4.7","48200","148800","935"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","South East","29","%","5.7","47400","162100","614"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","South West","30","%","6.9","29600","99500","421"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Wales","33","%","5.1","26900","82400","798"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","West Midlands","36","%","6.9","40700","114700","457"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2015","year","Yorkshire and The Humber","31","%","5.9","40400","131800","594"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","All","32","%","1.2","495400","1552000","6250"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","East Midlands","34","%","5.4","34500","101100","299"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","East of England","35","%","4.8","41700","120200","378"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","London","32","%","3.4","87100","268900","713"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","North East","36","%","4.2","30400","84600","498"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","North West","32","%","3.2","58600","181700","828"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","Scotland","30","%","3.3","39700","130400","735"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","South East","34","%","3.6","64100","188600","660"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","South West","28","%","4.2","31800","113800","436"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","Wales","29","%","3.7","19600","68300","582"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","West Midlands","31","%","3.8","47600","155300","555"
"3-12 months","Length of time spent in unemployment","All","All","2016","year","Yorkshire and The Humber","29","%","3.7","40400","139100","566"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","All","35","%","4.5","116200","336400","1093"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","East Midlands","34","%","21.7","4400","12800","46"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","East of England","31","%","17","5000","16300","71"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","London","35","%","7.5","53000","151100","391"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","North East","43","%","27.5","2400","5700","31"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","North West","33","%","12.5","10000","30800","135"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","Scotland","44","%","27.6","3200","7300","31"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","South East","27","%","12.2","7500","28100","125"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","South West","37","%","26","3700","10000","33"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","West Midlands","33","%","11.9","16900","51100","151"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2016","year","Yorkshire and The Humber","45","%","19.1","9200","20500","65"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","All","31","%","2","379200","1214300","5152"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","East Midlands","34","%","9.2","30100","88300","253"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","East of England","35","%","8.4","36600","104000","307"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","London","29","%","7.8","34100","117900","322"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","North East","36","%","6.9","28000","78700","466"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","North West","32","%","5.5","48600","150900","693"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Scotland","30","%","5.3","36400","122600","703"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","South East","35","%","6.4","56700","160100","534"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","South West","27","%","6.9","28100","103800","403"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Wales","29","%","5.9","18800","65700","568"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","West Midlands","30","%","7","30700","103900","402"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2016","year","Yorkshire and The Humber","26","%","6.1","31200","118500","501"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","All","31","%","1.2","445400","1422600","5727"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","East Midlands","30","%","5.4","31800","105400","280"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","East of England","34","%","4.9","38900","114500","355"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","London","31","%","3.5","79400","253900","662"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","North East","34","%","4.1","26900","79000","517"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","North West","34","%","3.5","53400","158400","693"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","Scotland","32","%","3.5","35400","111900","667"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","South East","31","%","3.9","45700","149800","536"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","South West","29","%","4.5","27000","93400","398"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","Wales","27","%","3.5","19000","71500","607"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","West Midlands","32","%","4","47300","150000","512"
"3-12 months","Length of time spent in unemployment","All","All","2017","year","Yorkshire and The Humber","30","%","4","40700","134800","500"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","All","34","%","4.6","107100","314000","1020"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","East Midlands","31","%","18.9","5200","16900","57"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","East of England","46","%","18.4","7800","17000","70"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","London","37","%","8","49800","136500","351"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","North East","24","%","22.6","1200","4900","34"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","North West","36","%","13.2","10800","30200","127"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","Scotland","23","%","23.9","1600","6800","30"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","South East","21","%","12.8","4500","21700","96"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","South West","33","%","23.2","3200","9700","39"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","Wales","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","West Midlands","36","%","13.4","14700","40500","123"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2017","year","Yorkshire and The Humber","32","%","17.4","8200","25500","69"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","All","31","%","2.1","338100","1106100","4699"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","East Midlands","30","%","9.5","26700","88500","223"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","East of England","32","%","8.6","31100","97500","285"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","London","25","%","7.6","29600","117000","310"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","North East","35","%","6.7","25500","73500","480"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","North West","33","%","6.1","42600","128200","566"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Scotland","32","%","5.7","33800","105100","637"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","South East","32","%","6.9","41300","127500","438"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","South West","28","%","7.4","23800","83700","359"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Wales","28","%","5.7","18700","67100","583"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","West Midlands","30","%","7.2","32600","108800","387"
"3-12 months","Length of time spent in unemployment","White","ONS 2011 5+1","2017","year","Yorkshire and The Humber","30","%","6.8","32500","109300","431"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","All","31","%","1.3","415400","1360800","5212"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","East Midlands","31","%","5.4","33700","107700","285"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","East of England","33","%","5.2","36700","111000","319"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","London","28","%","3.8","67400","241600","549"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","North East","27","%","4.1","18400","67800","462"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","North West","33","%","3.6","47100","143600","653"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","Scotland","32","%","3.7","37700","117200","609"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","South East","27","%","3.9","43300","159700","511"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","South West","36","%","5","31800","88600","352"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","Wales","32","%","3.9","21900","68300","549"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","West Midlands","31","%","4.2","42500","135100","462"
"3-12 months","Length of time spent in unemployment","All","All","2018","year","Yorkshire and The Humber","29","%","4.1","34900","120200","461"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","All","31","%","4.7","93600","298800","921"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","East Midlands","39","%","21.3","6400","16400","50"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","East of England","37","%","21.1","4200","11500","50"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","London","29","%","8.1","37700","131400","296"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","North East","?","%","?","?","?","?"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","North West","37","%","13.8","10000","27300","117"
"3-12 months","Length of time spent in unemployment","Other than White","White and other","2018","year","Scotland","40","%","22.9","4900","12100","44"
