"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","7670","420"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","19600","850"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2040","25"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7875","70"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","2480","45"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","8085","60"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","404900","13055"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","11","% of cohort","130","15"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","4780","90"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5990","200"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","7","% of cohort","1005","75"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7150","110"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","13210","90"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","16390","110"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","3165","40"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7650","70"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","1850","35"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","22210","380"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","7105","235"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","7670","135"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","19600","225"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","!","% of cohort","2040","!"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7875","130"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","2480","65"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","8085","60"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","404900","23630"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","!","% of cohort","130","!"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","4780","105"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","5990","260"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1005","30"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7150","170"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13210","140"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","16390","170"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","3165","55"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7650","60"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1850","55"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","22210","350"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","7105","300"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7670","175"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","19600","205"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2040","5"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","7650","170"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","2040","20"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","430090","2685"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","2","% of cohort","5990","110"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","22035","220"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","48775","515"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","26710","380"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5990","5420"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","96","% of cohort","48775","46700"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","26710","25220"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","22035","20465"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","430090","404405"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","7650","7010"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","98","% of cohort","2040","1995"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","430090","366785"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","5990","4960"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","22035","19320"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","94","% of cohort","48775","45720"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","26710","24560"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7650","7140"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","98","% of cohort","2040","2000"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","22035","1345"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","430090","23000"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","7650","345"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","1","% of cohort","2040","25"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5990","465"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","48775","1560"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","4","% of cohort","26710","1110"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","7650","70"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","!","% of cohort","2040","!"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","430090","13555"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","5990","200"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","2","% of cohort","22035","505"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","48775","445"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","1","% of cohort","26710","260"
"Pupil destination after key stage 4 study (Percentage %)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","7650","60"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2040","5"
"Pupil destination after key stage 4 study (Percentage %)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","430090","24070"
"Pupil destination after key stage 4 study (Percentage %)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","22035","645"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","5990","260"
"Pupil destination after key stage 4 study (Percentage %)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","48775","540"
"Pupil destination after key stage 4 study (Percentage %)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","26710","400"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Unknown","1","% of cohort","530545","5100"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","530545","27050"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","530545","498400"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Education","86","% of cohort","530545","456895"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","530545","25445"
"Pupil destination after key stage 4 study (Percentage %)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Employment","3","% of cohort","530545","16065"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","387365","364230"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","73","% of cohort","115","85"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","5030","4715"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","98","% of cohort","2010","1965"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","8000","7450"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","7005","6345"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","2645","2475"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7780","7240"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","8300","7920"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","66","% of cohort","1075","710"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","24205","22395"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","97","% of cohort","13915","13540"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","5655","5105"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","93","% of cohort","7070","6560"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","17080","16230"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","3255","3045"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","1755","1640"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","94","% of cohort","20095","18930"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","95","% of cohort","8200","7825"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","387365","327440"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","55","% of cohort","115","60"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","5030","4480"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","97","% of cohort","2010","1945"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","91","% of cohort","8000","7290"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","7005","5815"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","2645","2360"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","7780","6890"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","8300","7745"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","56","% of cohort","1075","595"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","24205","21530"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","96","% of cohort","13915","13305"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","83","% of cohort","5655","4700"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","89","% of cohort","7070","6285"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","17080","15915"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","90","% of cohort","3255","2935"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","88","% of cohort","1755","1540"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","92","% of cohort","20095","18450"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","93","% of cohort","8200","7605"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","387365","22980"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","8","% of cohort","115","10"
"Pupil destination after key stage 4 study (Percentage %)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5030","130"
"Pupil destination after key stage 4 study (Percentage %)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","2010","10"
"Pupil destination after key stage 4 study (Percentage %)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","8000","70"
"Pupil destination after key stage 4 study (Percentage %)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","7005","285"
"Pupil destination after key stage 4 study (Percentage %)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","2645","65"
"Pupil destination after key stage 4 study (Percentage %)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7780","190"
"Pupil destination after key stage 4 study (Percentage %)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","8300","110"
"Pupil destination after key stage 4 study (Percentage %)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1075","35"
"Pupil destination after key stage 4 study (Percentage %)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","24205","400"
"Pupil destination after key stage 4 study (Percentage %)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","13915","130"
"Pupil destination after key stage 4 study (Percentage %)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","5655","200"
"Pupil destination after key stage 4 study (Percentage %)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","7070","140"
"Pupil destination after key stage 4 study (Percentage %)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","17080","190"
"Pupil destination after key stage 4 study (Percentage %)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","3255","60"
"Pupil destination after key stage 4 study (Percentage %)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","1755","65"
"Pupil destination after key stage 4 study (Percentage %)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","1","% of cohort","20095","235"
"Pupil destination after key stage 4 study (Percentage %)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","8200","135"
"Pupil destination after key stage 4 study (Percentage %)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","4","% of cohort","387365","13810"
"Pupil destination after key stage 4 study (Percentage %)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Employment","11","% of cohort","115","10"
