"Measure","Time","Ethnicity of household reference person","Ethnicity_type","Geography","Value","Value-type","Denominator"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","39","%","1458"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","50","%","1008"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","48","%","427"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","25","%","298"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","43","%","489"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","49","%","1715"
"All in receipt of benefit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","40","%","757"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","52","%","67694"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","53","%","60862"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","54","%","57359"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","35","%","3503"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","39","%","680"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","43","%","3680"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","39","%","1458"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","51","%","1008"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","49","%","427"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","26","%","298"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","43","%","489"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","49","%","1715"
"All in receipt of state support by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","40","%","757"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","7","%","67694"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","6","%","60862"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","6","%","57359"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","8","%","3503"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","9","%","680"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","13","%","3680"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","6","%","1458"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","22","%","1008"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","23","%","427"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","5","%","298"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","12","%","489"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","14","%","1715"
"All in receipt of Tax Credits by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","12","%","757"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","2","%","67694"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","2","%","60862"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","3","%","57359"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","3503"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","-","%","680"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","1","%","3680"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","2","%","1458"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","1","%","1008"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","1","%","427"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","298"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","1","%","489"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","1","%","1715"
"Attendance Allowance by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","1","%","757"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","2","%","67694"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","2","%","60862"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","2","%","57359"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","3503"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","1","%","680"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","2","%","3680"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1458"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","4","%","1008"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","4","%","427"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","-","%","298"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","1","%","489"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","2","%","1715"
"Carer's Allowance by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","757"
"Child Benefit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","18","%","67694"
"Child Benefit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","17","%","60862"
"Child Benefit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","17","%","57359"
"Child Benefit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","22","%","3503"
"Child Benefit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","21","%","680"
"Child Benefit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","26","%","3680"
"Child Benefit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","20","%","1458"
"Child Benefit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","34","%","1008"
"Child Benefit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","34","%","427"
"Child Benefit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","13","%","298"
"Child Benefit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","27","%","489"
"Child Benefit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","28","%","1715"
"Child Benefit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","22","%","757"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","7","%","67694"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","6","%","60862"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","6","%","57359"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","7","%","3503"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","9","%","680"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","13","%","3680"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","6","%","1458"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","21","%","1008"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","22","%","427"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","4","%","298"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","12","%","489"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","13","%","1715"
"Child Tax Credit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","12","%","757"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","12","%","67694"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","11","%","60862"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","12","%","57359"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","7","%","3503"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","14","%","680"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","10","%","3680"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","6","%","1458"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","12","%","1008"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","19","%","427"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","7","%","298"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","13","%","489"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","18","%","1715"
"Council Tax Reduction by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","14","%","757"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","7","%","67694"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","8","%","60862"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","8","%","57359"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","3","%","3503"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","6","%","680"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","4","%","3680"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","3","%","1458"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","6","%","1008"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","8","%","427"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","298"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","489"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","6","%","1715"
"Disability Living Allowance (care component) by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","6","%","757"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","6","%","67694"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","6","%","60862"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","6","%","57359"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","2","%","3503"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","4","%","680"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","3","%","3680"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","2","%","1458"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","5","%","1008"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","4","%","427"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","-","%","298"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","489"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","4","%","1715"
"Disability Living Allowance (mobility component) by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","4","%","757"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","4","%","67694"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","4","%","60862"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","4","%","57359"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","3503"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","4","%","680"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","2","%","3680"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","2","%","1458"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","3","%","1008"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","4","%","427"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","298"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","489"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","3","%","1715"
"Employment and Support Allowance by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","4","%","757"
"Housing Benefit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","10","%","67694"
"Housing Benefit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","10","%","60862"
"Housing Benefit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","10","%","57359"
"Housing Benefit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","7","%","3503"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","12","%","680"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","8","%","3680"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","4","%","1458"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","8","%","1008"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","20","%","427"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","6","%","298"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","12","%","489"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","17","%","1715"
"Housing Benefit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","15","%","757"
"Income Support by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","1","%","67694"
"Income Support by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","1","%","60862"
"Income Support by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","2","%","57359"
"Income Support by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","1","%","3503"
"Income Support by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","3","%","680"
"Income Support by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","1","%","3680"
"Income Support by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","-","%","1458"
"Income Support by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","2","%","1008"
"Income Support by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","2","%","427"
"Income Support by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","0","%","298"
"Income Support by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","1","%","489"
"Income Support by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","2","%","1715"
"Income Support by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","757"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","1","%","67694"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","1","%","60862"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","1","%","57359"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","-","%","3503"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","1","%","680"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","1","%","3680"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1458"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","1","%","1008"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","2","%","427"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","2","%","298"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","1","%","489"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","2","%","1715"
"Jobseeker's Allowance by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","757"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","16","%","67694"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","16","%","60862"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","16","%","57359"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","10","%","3503"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","20","%","680"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","14","%","3680"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","9","%","1458"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","18","%","1008"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","26","%","427"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","9","%","298"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","17","%","489"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","23","%","1715"
"On any income-related benefit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","19","%","757"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","49","%","67694"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","50","%","60862"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","51","%","57359"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","33","%","3503"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","34","%","680"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","40","%","3680"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","37","%","1458"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","47","%","1008"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","45","%","427"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","22","%","298"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","37","%","489"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","44","%","1715"
"On any non-income-related benefit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","36","%","757"
"Pension Credit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","3","%","67694"
"Pension Credit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","3","%","60862"
"Pension Credit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","4","%","57359"
"Pension Credit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","2","%","3503"
"Pension Credit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","2","%","680"
"Pension Credit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","3","%","3680"
"Pension Credit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","3","%","1458"
"Pension Credit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","3","%","1008"
"Pension Credit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","3","%","427"
"Pension Credit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","2","%","298"
"Pension Credit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","489"
"Pension Credit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","2","%","1715"
"Pension Credit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","2","%","757"
"State Pension by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","24","%","67694"
"State Pension by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","26","%","60862"
"State Pension by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","28","%","57359"
"State Pension by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","8","%","3503"
"State Pension by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","8","%","680"
"State Pension by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","9","%","3680"
"State Pension by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","12","%","1458"
"State Pension by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","7","%","1008"
"State Pension by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","6","%","427"
"State Pension by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","7","%","298"
"State Pension by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","7","%","489"
"State Pension by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","10","%","1715"
"State Pension by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","8","%","757"
"Universal Credit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","2","%","67694"
"Universal Credit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","2","%","60862"
"Universal Credit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","2","%","57359"
"Universal Credit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","2","%","3503"
"Universal Credit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","5","%","680"
"Universal Credit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","2","%","3680"
"Universal Credit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","1","%","1458"
"Universal Credit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","3","%","1008"
"Universal Credit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","4","%","427"
"Universal Credit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","1","%","298"
"Universal Credit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","2","%","489"
"Universal Credit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","4","%","1715"
"Universal Credit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","3","%","757"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","All","ONS 5+2","K02000001","4","%","67694"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","White","ONS 5+2","K02000001","3","%","60862"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","White British","ONS 5+2","K02000001","3","%","57359"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","White other","ONS 5+2","K02000001","4","%","3503"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Mixed","ONS 5+2","K02000001","4","%","680"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Asian","ONS 5+2","K02000001","8","%","3680"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Indian","ONS 5+2","K02000001","4","%","1458"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Pakistani","ONS 5+2","K02000001","13","%","1008"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Bangladeshi","ONS 5+2","K02000001","16","%","427"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Chinese","ONS 5+2","K02000001","2","%","298"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Asian other","ONS 5+2","K02000001","8","%","489"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Black","ONS 5+2","K02000001","8","%","1715"
"Working Tax Credit by ethnic group of head","2017/18-2019/20","Other","ONS 5+2","K02000001","8","%","757"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","All","ONS 5+2","K02000001","51","%","56616"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","White","ONS 5+2","K02000001","52","%","50941"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","White British","ONS 5+2","K02000001","54","%","48123"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","White other","ONS 5+2","K02000001","36","%","2818"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Mixed","ONS 5+2","K02000001","37","%","598"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Asian","ONS 5+2","K02000001","41","%","3033"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Indian","ONS 5+2","K02000001","38","%","1209"
"All in receipt of benefit by ethnic group of head","2018/19-2020/21","Pakistani","ONS 5+2","K02000001","47","%","827"
