"Measure","Year","NHS_trust","NHS_trust_code","Ethnicity","Ethnicity_type","Geography","Geography_type","NHS_trust_type","Value","Value_type"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Devon Partnership NHS Trust","RWV","Other","White & Other","South West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","17.85714","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Warrington and Halton Teaching Hospitals NHS Foundation Trust","RWW","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","4.21286","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Warrington and Halton Teaching Hospitals NHS Foundation Trust","RWW","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","11.22449","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Berkshire Healthcare NHS Foundation Trust","RWX","White","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.710145","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Berkshire Healthcare NHS Foundation Trust","RWX","Other","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","11.62791","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Calderdale and Huddersfield NHS Foundation Trust","RWY","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.27021","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Calderdale and Huddersfield NHS Foundation Trust","RWY","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","17.20779","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Nottingham University Hospitals NHS Trust","RX1","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","6.099656","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Nottingham University Hospitals NHS Trust","RX1","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","17.03617","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sussex Partnership NHS Foundation Trust","RX2","White","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","6.468125","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sussex Partnership NHS Foundation Trust","RX2","Other","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","14.63415","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.870764","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Tees, Esk and Wear Valleys NHS Foundation Trust","RX3","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","14.60674","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust","RX4","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.955808","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cumbria, Northumberland, Tyne and Wear NHS Foundation Trust","RX4","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","13.09524","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North East Ambulance Service NHS Foundation Trust","RX6","White","White & Other","North East and Yorkshire","Grouped Region","Ambulance Trusts","9.25","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North East Ambulance Service NHS Foundation Trust","RX6","Other","White & Other","North East and Yorkshire","Grouped Region","Ambulance Trusts","10.34483","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North West Ambulance Service NHS Trust","RX7","White","White & Other","North West","Grouped Region","Ambulance Trusts","10.09095","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","North West Ambulance Service NHS Trust","RX7","Other","White & Other","North West","Grouped Region","Ambulance Trusts","8.602151","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Yorkshire Ambulance Service NHS Trust","RX8","White","White & Other","North East and Yorkshire","Grouped Region","Ambulance Trusts","7.433532","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Yorkshire Ambulance Service NHS Trust","RX8","Other","White & Other","North East and Yorkshire","Grouped Region","Ambulance Trusts","16.83168","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Midlands Ambulance Service NHS Trust","RX9","White","White & Other","Midlands","Grouped Region","Ambulance Trusts","7.473508","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Midlands Ambulance Service NHS Trust","RX9","Other","White & Other","Midlands","Grouped Region","Ambulance Trusts","15.49296","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.955752","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cheshire and Wirral Partnership NHS Foundation Trust","RXA","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","12.12121","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Sussex Healthcare NHS Trust","RXC","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","5.964798","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Sussex Healthcare NHS Trust","RXC","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","15.42857","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","3.509816","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Rotherham Doncaster and South Humber NHS Foundation Trust","RXE","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","9.52381","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Mid Yorkshire Hospitals NHS Trust","RXF","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","3.97351","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Mid Yorkshire Hospitals NHS Trust","RXF","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","11.29032","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South West Yorkshire Partnership NHS Foundation Trust","RXG","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.222089","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South West Yorkshire Partnership NHS Foundation Trust","RXG","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","10.48951","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Brighton and Sussex University Hospitals NHS Trust","RXH","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","7.104558","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Brighton and Sussex University Hospitals NHS Trust","RXH","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","15.54994","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sandwell and West Birmingham Hospitals NHS Trust","RXK","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","6.269113","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sandwell and West Birmingham Hospitals NHS Trust","RXK","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","15.78212","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","6.446335","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Blackpool Teaching Hospitals NHS Foundation Trust","RXL","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","13.66906","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Derbyshire Healthcare NHS Foundation Trust","RXM","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.890511","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Derbyshire Healthcare NHS Foundation Trust","RXM","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","15.46961","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","5.971068","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lancashire Teaching Hospitals NHS Foundation Trust","RXN","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","17.57813","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","County Durham and Darlington NHS Foundation Trust","RXP","White","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","5.285118","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","County Durham and Darlington NHS Foundation Trust","RXP","Other","White & Other","North East and Yorkshire","Grouped Region","Acute and Acute & Community Trusts","25.40984","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Buckinghamshire Healthcare NHS Trust","RXQ","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","6.193157","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Buckinghamshire Healthcare NHS Trust","RXQ","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","18.62416","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Lancashire Hospitals NHS Trust","RXR","White","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","4.918877","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East Lancashire Hospitals NHS Trust","RXR","Other","White & Other","North West","Grouped Region","Acute and Acute & Community Trusts","16.29503","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham and Solihull Mental Health NHS Foundation Trust","RXT","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","8.759757","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham and Solihull Mental Health NHS Foundation Trust","RXT","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","18.86792","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Greater Manchester Mental Health NHS Foundation Trust","RXV","White","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","6.506849","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Greater Manchester Mental Health NHS Foundation Trust","RXV","Other","White & Other","North West","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","15.70881","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Shrewsbury and Telford Hospital NHS Trust","RXW","White","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","6.5354","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","The Shrewsbury and Telford Hospital NHS Trust","RXW","Other","White & Other","Midlands","Grouped Region","Acute and Acute & Community Trusts","20.16129","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Surrey and Borders Partnership NHS Foundation Trust","RXX","White","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","4.922067","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Surrey and Borders Partnership NHS Foundation Trust","RXX","Other","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","11.88406","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Kent and Medway NHS and Social Care Partnership Trust","RXY","White","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","6.367771","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Kent and Medway NHS and Social Care Partnership Trust","RXY","Other","White & Other","South East","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","15.0134","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Bridgewater Community Healthcare NHS Foundation Trust","RY2","White","White & Other","North West","Grouped Region","Community Trusts","4.353933","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Bridgewater Community Healthcare NHS Foundation Trust","RY2","Other","White & Other","North West","Grouped Region","Community Trusts","12.12121","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Norfolk Community Health and Care NHS Trust","RY3","White","White & Other","East of England","Grouped Region","Community Trusts","4.924875","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Norfolk Community Health and Care NHS Trust","RY3","Other","White & Other","East of England","Grouped Region","Community Trusts","10.41667","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hertfordshire Community NHS Trust","RY4","White","White & Other","East of England","Grouped Region","Community Trusts","3.373702","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hertfordshire Community NHS Trust","RY4","Other","White & Other","East of England","Grouped Region","Community Trusts","10.625","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lincolnshire Community Health Services NHS Trust","RY5","White","White & Other","Midlands","Grouped Region","Community Trusts","5.155642","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Lincolnshire Community Health Services NHS Trust","RY5","Other","White & Other","Midlands","Grouped Region","Community Trusts","16.32653","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leeds Community Healthcare NHS Trust","RY6","White","White & Other","North East and Yorkshire","Grouped Region","Community Trusts","4.259095","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Leeds Community Healthcare NHS Trust","RY6","Other","White & Other","North East and Yorkshire","Grouped Region","Community Trusts","15.31532","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Wirral Community Health and Care NHS Foundation Trust","RY7","White","White & Other","North West","Grouped Region","Community Trusts","5.24968","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Wirral Community Health and Care NHS Foundation Trust","RY7","Other","White & Other","North West","Grouped Region","Community Trusts","3.703704","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Derbyshire Community Health Services NHS Foundation Trust","RY8","White","White & Other","Midlands","Grouped Region","Community Trusts","3.710021","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Derbyshire Community Health Services NHS Foundation Trust","RY8","Other","White & Other","Midlands","Grouped Region","Community Trusts","15.88785","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hounslow and Richmond Community Healthcare NHS Trust","RY9","White","White & Other","London","Grouped Region","Community Trusts","3.448276","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Hounslow and Richmond Community Healthcare NHS Trust","RY9","Other","White & Other","London","Grouped Region","Community Trusts","12.69841","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","West Midlands Ambulance Service University NHS Foundation Trust","RYA","White","White & Other","Midlands","Grouped Region","Ambulance Trusts","8.581381","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","West Midlands Ambulance Service University NHS Foundation Trust","RYA","Other","White & Other","Midlands","Grouped Region","Ambulance Trusts","20.66869","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East of England Ambulance Service NHS Trust","RYC","White","White & Other","East of England","Grouped Region","Ambulance Trusts","15.85052","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","East of England Ambulance Service NHS Trust","RYC","Other","White & Other","East of England","Grouped Region","Ambulance Trusts","36.55914","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South East Coast Ambulance Service NHS Foundation Trust","RYD","White","White & Other","South East","Grouped Region","Ambulance Trusts","11.45134","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South East Coast Ambulance Service NHS Foundation Trust","RYD","Other","White & Other","South East","Grouped Region","Ambulance Trusts","21.80451","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Central Ambulance Service NHS Foundation Trust","RYE","White","White & Other","South East","Grouped Region","Ambulance Trusts","7.505071","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Central Ambulance Service NHS Foundation Trust","RYE","Other","White & Other","South East","Grouped Region","Ambulance Trusts","16.66667","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Western Ambulance Service NHS Foundation Trust","RYF","White","White & Other","South West","Grouped Region","Ambulance Trusts","8.213025","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","South Western Ambulance Service NHS Foundation Trust","RYF","Other","White & Other","South West","Grouped Region","Ambulance Trusts","16.12903","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Coventry and Warwickshire Partnership NHS Trust","RYG","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.267559","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Coventry and Warwickshire Partnership NHS Trust","RYG","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.66667","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Imperial College Healthcare NHS Trust","RYJ","White","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","9.503324","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Imperial College Healthcare NHS Trust","RYJ","Other","White & Other","London","Grouped Region","Acute and Acute & Community Trusts","16.65414","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Western Sussex Hospitals NHS Foundation Trust","RYR","White","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","6.108042","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Western Sussex Hospitals NHS Foundation Trust","RYR","Other","White & Other","South East","Grouped Region","Acute and Acute & Community Trusts","15.70881","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cambridgeshire Community Services NHS Trust","RYV","White","White & Other","East of England","Grouped Region","Community Trusts","3.677058","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Cambridgeshire Community Services NHS Trust","RYV","Other","White & Other","East of England","Grouped Region","Community Trusts","11.88811","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham Community Healthcare NHS Foundation Trust","RYW","White","White & Other","Midlands","Grouped Region","Community Trusts","5.39752","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Birmingham Community Healthcare NHS Foundation Trust","RYW","Other","White & Other","Midlands","Grouped Region","Community Trusts","18.01802","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Central London Community Healthcare NHS Trust","RYX","White","White & Other","London","Grouped Region","Community Trusts","6.289308","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Central London Community Healthcare NHS Trust","RYX","Other","White & Other","London","Grouped Region","Community Trusts","11.71032","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Kent Community Health NHS Foundation Trust","RYY","White","White & Other","South East","Grouped Region","Community Trusts","3.438186","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Kent Community Health NHS Foundation Trust","RYY","Other","White & Other","South East","Grouped Region","Community Trusts","14.98258","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Bradford District Care NHS Foundation Trust","TAD","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.736894","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Bradford District Care NHS Foundation Trust","TAD","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","19.07216","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Camden and Islington NHS Foundation Trust","TAF","White","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.208333","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Camden and Islington NHS Foundation Trust","TAF","Other","White & Other","London","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","16.90141","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sheffield Health and Social Care NHS Foundation Trust","TAH","White","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","7.711138","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Sheffield Health and Social Care NHS Foundation Trust","TAH","Other","White & Other","North East and Yorkshire","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","17.69912","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Black Country Healthcare NHS Foundation Trust","TAJ","White","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","5.350687","%"
"Percentage of staff who have, in the last 12 months, personally experienced discrimination at work from ... a manager/team leader or other colleagues, by ethnicity","2020","Black Country Healthcare NHS Foundation Trust","TAJ","Other","White & Other","Midlands","Grouped Region","Mental Health & Learning Disability and Mental Health, Learning Disability & Community Trusts","19.02314","%"
