"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","7,387",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","7,063",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","31","324",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","42","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","23","218",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","22","135",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","26","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","40,723",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","33,308",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","31,378",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","14","1,930",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","473",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","3,622",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","30","1,490",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","36","275",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","18","10,459",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","16","7,801",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","16","7,257",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","15","544",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","170",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","34","1,394",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","40","580",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","46","112",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","22,262",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","11","18,120",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","10","17,058",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","1,062",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","20","261",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","19","2,010",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","25","775",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","32","137",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","8,002",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","7,387",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","11","7,063",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","324",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","42","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","18","218",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","20","135",""
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","26","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","40,723",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","33,308",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","31,378",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","23","1,930",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","473",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","34","3,622",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","40","1,490",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","43","275",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","28","10,459",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","7,801",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","7,257",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","25","544",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","32","170",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","46","1,394",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","50","580",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","55","112",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","17","22,262",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","16","18,120",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","16","17,058",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","21","1,062",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","24","261",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","28","2,010",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","35","775",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","38","137",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","19","8,002",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","19","7,387",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","19","7,063",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","26","324",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","42","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","20","218",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","34","135",""
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","26","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","47,045",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","38,173",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","35,950",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","2,223",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","559",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","4,228",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","1,779",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","318",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","11","12,413",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","9,237",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","10","8,613",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","7","624",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","8","203",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","24","1,630",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","20","693",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","33","125",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","25,888",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","20,934",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","7","19,695",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","6","1,239",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","9","313",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","2,347",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","937",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","20","160",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","8,744",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","8,002",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","7,642",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","20","360",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","43","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","16","251",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","12","149",""
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","..","33","Value suppressed due to small sample size"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","47,045",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","38,173",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","35,950",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","2,223",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","559",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","4,228",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","1,779",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","31","318",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","21","12,413",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","9,237",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","19","8,613",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","15","624",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","23","203",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","35","1,630",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","34","693",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Children","All/Children/Working-age adults/pensioners","39","125",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","14","25,888",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","20,934",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","13","19,695",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","12","1,239",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed/ multiple ethnic groups","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","15","313",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian/ Asian British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","21","2,347",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black/ African/ Caribbean/ Black British","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","22","937",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other ethnic group","ONS 5+2","K02000001","United Kingdom","All","All","All Working-age adults","All/Children/Working-age adults/pensioners","28","160",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","23","8,744",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","23","8,002",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","23","7,642",""
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All Pensioners","All/Children/Working-age adults/pensioners","30","360",""
