"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Age","FSM","SEN_type","SEN_grouping","Admission_type","school_characteristic","Religious_denomination","Value","Denominator","Numerator"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Converter Academies","All","48.5","11481","556479.29"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","FE 14-16 Colleges","All","3","1","3"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Free Schools","All","45.6","1066","48662.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","LA maintained mainstream","All","44.8","9753","436908.27"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Sponsored Academies","All","43.7","7831","341970.63"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","All","45.8","30524","1398367.44"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded special schools","All","2","651","1324"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Studio Schools","All","37.9","43","1631.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","University Technical Colleges (UTCs)","All","35","310","10855"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Academies and free schools","All","66.4","1517","100761.94"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Converter Academies","All","67.8","1201","81447.44"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Free Schools","All","64.6","31","2003.5"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","LA maintained mainstream","All","61","456","27815.02"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Sponsored Academies","All","61.2","277","16961.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","All","41.2","7798","321514.26"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded special schools","All","1.9","145","279"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Studio Schools","All","38.8","123","4775.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","University Technical Colleges (UTCs)","All","34.9","168","5866.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Academies and free schools","All","47.3","296288","14011297.9"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Converter Academies","All","49.7","211749","10522966.78"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","FE 14-16 Colleges","All","7.8","15","117"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Free Schools","All","46.6","4790","223267.38"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","LA maintained mainstream","All","46.3","101598","4705520.3"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Sponsored Academies","All","41.1","76163","3129502.24"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded mainstream","All","47","398327","18741165.7"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","State-funded special schools","All","3","8381","24829.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","Studio Schools","All","35.9","901","32388.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","All","All","University Technical Colleges (UTCs)","All","38.4","2685","103173.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.8","1086","13859.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","32","2506","80294"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","51.7","26415","1365228.78"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.8","902","11582"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","29.9","1921","57510"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","44.8","12696","568701.76"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","53","52","2755.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","65.4","907","59345.79"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","16.8","43","723.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","47.4","4304","203820.69"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","31.2","503","15684.5"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","13.8","176","2421.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.8","1602","20552.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","33.4","4216","140832.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","53.8","52292","2814751.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","49.9","464515","23194808.39"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","32.6","56588","1842382.31"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","13.7","20373","278200.38"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","50.8","23169","1177720.14"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","33.4","2823","94261"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14.1","1025","14428"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","13.4","272","3644.75"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","49.8","8494","423284.82"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","32.7","841","27533.13"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14.8","770","11394.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","48.9","11091","542455.81"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","32.4","1696","54983.5"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","50.7","14107","715651.68"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","34.4","1231","42374.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.2","317","3868.75"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14.7","10","147"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","67.3","941","63372.92"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","50.3","53","2667.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","31.4","34256","1076959.14"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","47.9","227035","10883878.91"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14.2","14792","210307.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","45.2","3026","136708.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","29.5","420","12370.75"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","16","197","3159.5"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14.4","11618","167166.63"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","No SEN","All","All","All state-funded","All","47.5","168596","8007617.95"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","SEN Supp","All","All","All state-funded","All","31.4","27158","853360.64"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","30.3","718","21779.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","47.4","5875","278183.26"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","14","274","3848.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","13","516","6692.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","56","25877","1449522.85"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","35.4","1710","60538.25"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","11.9","255","3033.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","34.9","1127","39277.5"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","52.6","12078","635264.33"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.7","96","1223"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","52.4","4190","219464.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","35.1","338","11848.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","34.3","22332","765423.17"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.2","5581","67893.25"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","51.8","237480","12310929.48"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","31.6","298","9408.5"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","49.7","2849","141475.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","9","77","689.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.1","4310","52239"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","SEN Supp","All","All","All state-funded","All","34.1","17575","599308.79"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","No SEN","All","All","All state-funded","All","51.2","177438","9086178.44"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","31.7","3152","99884.25"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","12.7","1219","15450.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","47.9","26803","1284353.44"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","51.6","105","5423"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","66.4","1848","122718.71"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","16.4","53","870.25"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","No SEN","All","All","All state-funded","All","49.4","346034","17093796.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN Supp","All","All","All state-funded","All","32.5","44733","1452669.43"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","SEN State EHC","All","All","All state-funded","All","13.8","15928","219405.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","51.7","26415","1365228.78"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","26.2","3592","94153.75"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","24.5","2823","69092"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","44.8","12696","568701.76"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","36.6","95","3479"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","65.4","907","59345.79"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","47.4","4304","203820.69"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","26.7","679","18106.25"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","53.8","52292","2814751.63"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","27.7","5818","161384.5"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","49.9","464515","23194808.39"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","27.6","76961","2120582.69"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","28.2","3848","108689"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","50.8","23169","1177720.14"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","28","1113","31177.88"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","49.8","8494","423284.82"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","26.9","2466","66377.75"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","48.9","11091","542455.81"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","50.7","14107","715651.68"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","29.9","1548","46243"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","44.7","63","2814.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","67.3","941","63372.92"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","47.9","227035","10883878.91"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","26.2","49048","1287266.27"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","25.2","617","15530.25"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","45.2","3026","136708.13"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","No identified SEN","All","All state-funded","All","47.5","168596","8007617.95"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","Any SEN","All","All state-funded","All","26.3","38776","1020527.27"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","25.8","992","25628"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","47.4","5875","278183.26"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","30.2","2226","67230.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","56","25877","1449522.85"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","52.6","12078","635264.33"
"Average Attainment 8 score","Mixed","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","30.6","1382","42311.25"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","52.4","4190","219464.13"
"Average Attainment 8 score","Other","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","30.1","434","13071.63"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","29.9","27913","833316.42"
"Average Attainment 8 score","All","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","51.8","237480","12310929.48"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","49.7","2849","141475.13"
"Average Attainment 8 score","Unknown","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","26.9","375","10097.75"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","No identified SEN","All","All state-funded","All","51.2","177438","9086178.44"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Girls"," 11-16","All","All","Any SEN","All","All state-funded","All","29.8","21885","651547.79"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","47.9","26803","1284353.44"
"Average Attainment 8 score","Black","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","26.4","4371","115335"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","39.8","158","6293.25"
"Average Attainment 8 score","Chinese","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","66.4","1848","122718.71"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","No identified SEN","All","All state-funded","All","49.4","346034","17093796.39"
"Average Attainment 8 score","White","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","All"," 11-16","All","All","Any SEN","All","All state-funded","All","27.6","60661","1672075.06"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Church of England","53.3","1541","82166.38"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Hindu","56.8","66","3748.75"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Jewish","52.6","27","1421.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","Muslim","57.2","337","19271.5"
"Average Attainment 8 score","Asian","ONS 2011 5+1","2018-2019","Academic Year","England","Country","E92000001","Boys"," 11-16","All","All","All","All","State-funded mainstream","No religious character","48.8","24699","1204418.26"
