"Measure","NHS_trust_board","NHS_trust_code","NHS_trust_type","Grouped_region","Ethnicity","Ethnicity_type","Headcount","Value","Value_type"
"Percentage of NHS trust board members","Warrington and Halton Hospitals NHS Foundation Trust","RWW","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Warrington and Halton Hospitals NHS Foundation Trust","RWW","Acute","North","White","White & Other","16","100.00","%"
"Percentage of NHS trust board members","West Hertfordshire Hospitals NHS Trust","RWG","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","West Hertfordshire Hospitals NHS Trust","RWG","Acute","Midlands & East","Other","White & Other","1","5.60","%"
"Percentage of NHS trust board members","West Hertfordshire Hospitals NHS Trust","RWG","Acute","Midlands & East","White","White & Other","17","94.40","%"
"Percentage of NHS trust board members","West London Mental Health NHS Trust","RKL","Mental Health","London","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","West London Mental Health NHS Trust","RKL","Mental Health","London","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","West London Mental Health NHS Trust","RKL","Mental Health","London","White","White & Other","14","93.30","%"
"Percentage of NHS trust board members","West Midlands Ambulance Service NHS Foundation Trust","RYA","Ambulance","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","West Midlands Ambulance Service NHS Foundation Trust","RYA","Ambulance","Midlands & East","Other","White & Other","1","7.70","%"
"Percentage of NHS trust board members","West Midlands Ambulance Service NHS Foundation Trust","RYA","Ambulance","Midlands & East","White","White & Other","12","92.30","%"
"Percentage of NHS trust board members","West Suffolk NHS Foundation Trust","RGR","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","West Suffolk NHS Foundation Trust","RGR","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","West Suffolk NHS Foundation Trust","RGR","Acute","Midlands & East","White","White & Other","13","100.00","%"
"Percentage of NHS trust board members","Western Sussex Hospitals NHS Foundation Trust","RYR","Acute","South","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Western Sussex Hospitals NHS Foundation Trust","RYR","Acute","South","Unknown","White & Other","4","26.70","%"
"Percentage of NHS trust board members","Western Sussex Hospitals NHS Foundation Trust","RYR","Acute","South","White","White & Other","10","66.70","%"
"Percentage of NHS trust board members","Weston Area Health NHS Trust","RA3","Acute","South","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Weston Area Health NHS Trust","RA3","Acute","South","Unknown","White & Other","4","30.80","%"
"Percentage of NHS trust board members","Weston Area Health NHS Trust","RA3","Acute","South","White","White & Other","9","69.20","%"
"Percentage of NHS trust board members","Wirral Community NHS Foundation Trust","RY7","Community Provider Trust","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wirral Community NHS Foundation Trust","RY7","Community Provider Trust","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wirral Community NHS Foundation Trust","RY7","Community Provider Trust","North","White","White & Other","13","100.00","%"
"Percentage of NHS trust board members","Wirral University Teaching Hospital NHS Foundation Trust","RBL","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wirral University Teaching Hospital NHS Foundation Trust","RBL","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wirral University Teaching Hospital NHS Foundation Trust","RBL","Acute","North","White","White & Other","18","100.00","%"
"Percentage of NHS trust board members","Worcestershire Acute Hospitals NHS Trust","RWP","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Worcestershire Acute Hospitals NHS Trust","RWP","Acute","Midlands & East","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","Worcestershire Acute Hospitals NHS Trust","RWP","Acute","Midlands & East","White","White & Other","15","93.80","%"
"Percentage of NHS trust board members","Worcestershire Health and Care NHS Trust","R1A","Community Provider Trust","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Worcestershire Health and Care NHS Trust","R1A","Community Provider Trust","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Worcestershire Health and Care NHS Trust","R1A","Community Provider Trust","Midlands & East","White","White & Other","15","100.00","%"
"Percentage of NHS trust board members","Wrightington, Wigan and Leigh NHS Foundation Trust","RRF","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wrightington, Wigan and Leigh NHS Foundation Trust","RRF","Acute","North","Other","White & Other","1","6.70","%"
"Percentage of NHS trust board members","Wrightington, Wigan and Leigh NHS Foundation Trust","RRF","Acute","North","White","White & Other","14","93.30","%"
"Percentage of NHS trust board members","Wye Valley NHS Trust","RLQ","Acute","Midlands & East","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wye Valley NHS Trust","RLQ","Acute","Midlands & East","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Wye Valley NHS Trust","RLQ","Acute","Midlands & East","White","White & Other","15","100.00","%"
"Percentage of NHS trust board members","Yeovil District Hospital NHS Foundation Trust","RA4","Acute","South","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Yeovil District Hospital NHS Foundation Trust","RA4","Acute","South","Other","White & Other","1","8.30","%"
"Percentage of NHS trust board members","Yeovil District Hospital NHS Foundation Trust","RA4","Acute","South","White","White & Other","11","91.70","%"
"Percentage of NHS trust board members","York Teaching Hospital NHS Foundation Trust","RCB","Acute","North","Other","White & Other","0","0.00","%"
"Percentage of NHS trust board members","York Teaching Hospital NHS Foundation Trust","RCB","Acute","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","York Teaching Hospital NHS Foundation Trust","RCB","Acute","North","White","White & Other","14","100.00","%"
"Percentage of NHS trust board members","Yorkshire Ambulance Service NHS Trust","RX8","Ambulance","North","Unknown","White & Other","0","0.00","%"
"Percentage of NHS trust board members","Yorkshire Ambulance Service NHS Trust","RX8","Ambulance","North","Other","White & Other","1","6.30","%"
"Percentage of NHS trust board members","Yorkshire Ambulance Service NHS Trust","RX8","Ambulance","North","White","White & Other","15","93.80","%"
