"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator","Note"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","14","215"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","134"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","26","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","40,723"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","33,276"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","31,351"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","15","1,925"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","473"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","27","3,616"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","1,487"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","275"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","10,459"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","20","7,796"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","20","7,252"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","15","544"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","21","170"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","38","1,391"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","33","578"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","39","112"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","22,268"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","18,101"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","17,044"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","1,057"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","14","261"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","21","2,010"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","22","775"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","24","137"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","7,996"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","23","7,379"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","7,055"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","30","324"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","42","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","215"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","22","134"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","26","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","13","40,723"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","33,276"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","12","31,351"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","14","1,925"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","473"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","24","3,616"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","29","1,487"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","36","275"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","19","10,459"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","16","7,796"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","16","7,252"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","16","544"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","23","170"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","35","1,391"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","38","578"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","47","112"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","22,268"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","18,101"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","11","17,044"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","13","1,057"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","18","261"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","19","2,010"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","24","775"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","32","137"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","11","7,996"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","11","7,379"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","10","7,055"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","15","324"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","42","Suppressed"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","13","215"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","17","134"," "
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","26","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","20","40,723"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","33,276"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","31,351"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","21","1,925"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","473"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","34","3,616"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","39","1,487"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","43","275"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","28","10,459"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","7,796"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","26","7,252"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","24","544"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","34","170"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","47","1,391"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","48","578"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","55","112"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","22,268"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","18,101"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","16","17,044"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","19","1,057"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","23","261"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","27","2,010"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","34","775"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","38","137"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","7,996"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","7,379"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","19","7,055"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","24","324"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","42","Suppressed"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","18","215"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","31","134"," "
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2011-2015","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","26","Suppressed"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","47,045"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","38,141"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","9","35,923"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","2,218"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","8","559"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","4,225"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","18","1,776"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","21","318"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","11","12,413"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","10","9,232"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","10","8,608"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","7","624"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","6","203"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","25","1,630"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","22","691"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working-age adults/pensioners","28","125"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","25,889"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","20,909"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","7","19,675"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","6","1,234"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","9","313"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","15","2,347"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","15","938"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working-age adults","All/Children/Working-age adults/pensioners","17","160"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","8,743"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","8,000"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","12","7,640"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","20","360"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","43","Suppressed"
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","16","248"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","14","147"," "
"Percentage in persistent low income (based on 60% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working-age adults/pensioners","?","33","Suppressed"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","47,045"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","38,141"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","17","35,923"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","16","2,218"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","19","559"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","4,225"," "
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working-age adults/pensioners","26","1,776"," "
