"Measure","Time","Time_type","Ethnicity of household reference person","Ethnicity_type","Geography","Geography_type","Gender","Gender_type","Age Bracket","Age Bracket Type","Value","Denominator"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","24","200"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","38","1,575"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","34","681"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","35","118"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","14","26,150"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","21,006"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","19,765"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","11","1,241"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","13","316"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","23","2,391"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","22","950"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","26","164"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","22","8,744"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","23","7,996"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","22","7,637"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","30","359"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","43"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","26","247"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","26","147"
"Percentage in persistent low income (based on 70% of median income, Before Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","33"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","13","47,057"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","12","38,033"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","12","35,815"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","16","2,218"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","20","559"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","26","4,213"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","30","1,778"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","32","315"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","19","12,163"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","17","9,031"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","17","8,413"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","19","618"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","27","200"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","34","1,575"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","38","681"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","39","118"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","12","26,150"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","11","21,006"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","11","19,765"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","15","1,241"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","18","316"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","22","2,391"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","25","950"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","31","164"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","8,744"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","7,996"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","10","7,637"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","15","359"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","43"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","247"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","26","147"
"Percentage in persistent low income (based on 60% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","33"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","21","47,057"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","19","38,033"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","19","35,815"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","24","2,218"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","26","559"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","37","4,213"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","39","1,778"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","All","All/Children/Working age adults/pensioners","46","315"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","29","12,163"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","27","9,031"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","26","8,413"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","30","618"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","36","200"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","48","1,575"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","47","681"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Children","All/Children/Working age adults/pensioners","53","118"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","18","26,150"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","17","21,006"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","17","19,765"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","21","1,241"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","22","316"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","32","2,391"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","34","950"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Working age adults","All/Children/Working age adults/pensioners","46","164"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","All","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","8,744"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","7,996"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White British","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","19","7,637"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","White Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","28","359"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Mixed","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","43"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Asian","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","28","247"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Black","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","38","147"
"Percentage in persistent low income (based on 70% of median income, After Housing Costs)","2010-2014","Four survey periods","Other","ONS 5+2","K02000001","United Kingdom","All","All","Pensioners","All/Children/Working age adults/pensioners","?","33"
