"Measure","Ethnic group","Year","Household type","Value","value_label","Source","Geography","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Black - Caribbean","2011","Any other household type","1.3","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Black - Other","2011","Any other household type","0.6","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Single pensioner","0.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Single pensioner","0.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Single pensioner","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Single non-pensioner","1.4","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Single non-pensioner","0.8","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Single non-pensioner","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Pensioner couple","0.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Pensioner couple","0.1","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Pensioner couple","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Married, no children","0.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Married, no children","0.3","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Married, no children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Married, Dependent children","1.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Married, Dependent children","0.8","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Married, Dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Married, non-dependent children","0.6","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Married, non-dependent children","0.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Married, non-dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Cohab, no children","0.4","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Cohab, no children","0.3","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Cohab, no children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Cohab, Dependent children","0.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Cohab, Dependent children","0.4","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Cohab, Dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Cohab, non-dependent children","0.3","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Cohab, non-dependent children","0.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Cohab, non-dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Lone parent, Dependent children","0.9","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Lone parent, Dependent children","0.6","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Lone parent, Dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Lone parent, non-dependent children","0.7","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Lone parent, non-dependent children","0.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Lone parent, non-dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Other, with dependent children","1.8","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Other, with dependent children","1.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Other, with dependent children","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","All full-time students","3.5","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","All full-time students","1.1","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","All full-time students","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Other, All pensioners","0.3","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Other, All pensioners","0.2","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Other, All pensioners","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other","2011","Any other household type","1.4","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Arab","2011","Any other household type","1","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of each household type made up of the ethnic groups","Other - Any other ethnic group","2011","Any other household type","0","col%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","White","2011","Any dependent children","83.5","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","White - British","2011","Any dependent children","77.6","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","White - Irish","2011","Any dependent children","0.8","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","White - Gypsy or Irish Traveller","2011","Any dependent children","0.1","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","White - Other","2011","Any dependent children","4.9","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Mixed","2011","Any dependent children","1.6","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Mixed - White and Black Caribbean","2011","Any dependent children","0.7","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Mixed - White and Black African","2011","Any dependent children","0.2","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Mixed - White and Asian","2011","Any dependent children","0.4","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Mixed - Other","2011","Any dependent children","0.4","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian","2011","Any dependent children","8.9","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian - Indian","2011","Any dependent children","2.9","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian - Pakistani","2011","Any dependent children","2.6","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian - Bangladeshi","2011","Any dependent children","1.1","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian - Chinese","2011","Any dependent children","0.6","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Asian - Other ","2011","Any dependent children","1.8","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Black","2011","Any dependent children","4.8","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Black - African","2011","Any dependent children","2.7","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Black - Caribbean","2011","Any dependent children","1.5","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Black - Other ","2011","Any dependent children","0.6","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Other","2011","Any dependent children","1.2","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Other - Arab","2011","Any dependent children","0.5","%","Census","England and Wales","","","","","","","","","",""
"Percentage of households with dependent children","Other - Any other","2011","Any dependent children","0.7","%","Census","England and Wales","","","","","","","","","",""
