"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Gender","Gender type","Age","Age Bracket Type","Highest qualification held","Qualification_type","Value_type","Value","Numerator","Denominator","lower 95%","upper 95%"
"% of individuals unemployed","Mixed","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","6.90%","2258","32670","-0.10%","13.90%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","2.40%","7883","326329","1.10%","3.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.00%","4695","118140","0.90%","7.00%"
"% of individuals unemployed","Other","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.00%","3453","113494","0.40%","5.70%"
"% of individuals unemployed","Other than White ","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","3.10%","18289","590633","2.00%","4.20%"
"% of individuals unemployed","Unreported","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.20%","125830","3026951","3.80%","4.50%"
"% of individuals unemployed","White","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","2.10%","1839","85720","0.60%","3.70%"
"% of individuals unemployed","Mixed","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White ","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","2.00%","2064","104499","0.60%","3.40%"
"% of individuals unemployed","White","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","2.90%","933478","32106283","2.80%","3.00%"
"% of individuals unemployed","Mixed","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.70%","21906","461190","3.00%","6.50%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.20%","108525","2607476","3.50%","4.80%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","6.20%","74262","1193520","5.00%","7.50%"
"% of individuals unemployed","Other","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.70%","42717","900365","3.50%","6.00%"
"% of individuals unemployed","Other than White ","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.80%","247410","5162551","4.30%","5.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.40%","1097","32703","-1.90%","8.60%"
"% of individuals unemployed","All","ONS 5+1","2018","Year","England, Wales and Scotland ","ONS geography code","All","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.20%","1181985","37301537","3.10%","3.30%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.20%","131261","6069729","2.00%","2.40%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.10%","2050","97344","-0.60%","4.90%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.00%","19596","662347","1.80%","4.10%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","7.00%","17542","249300","4.10%","10.00%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.40%","4750","202058","0.40%","4.30%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","3.60%","43938","1211049","2.70%","4.60%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.40%","175199","7284315","2.20%","2.60%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.90%","88474","3100822","2.60%","3.20%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.40%","2744","42954","-0.60%","13.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.50%","8156","125938.5","2.60%","10.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","8.30%","5982","72207","2.30%","14.30%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","7.40%","19747.5","267554.5","4.50%","10.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","3.20%","108221.5","3370688.5","2.90%","3.50%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","3.60%","99826","2748874","3.30%","4.00%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.40%","2405","32461","-0.60%","15.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.90%","10056","126825.5","3.80%","12.10%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.60%","5567","73114","1.50%","13.70%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","7.80%","20817.5","267125.5","4.80%","10.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.00%","120643.5","3016195.5","3.60%","4.40%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.00%","87023","1742310","4.50%","5.50%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","7.10%","6704","94262","2.50%","11.70%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","12.80%","6282","49134","3.90%","21.70%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","8.80%","16562","187590","5.10%","12.50%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","5.40%","103585","1929900","4.90%","5.90%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.70%","31163","1147903","2.20%","3.20%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.60%","6157","169132","1.30%","6.00%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.80%","1807","65417","-0.90%","6.40%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.60%","2168","83575","-0.50%","5.60%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","3.20%","10527","330468","1.50%","4.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.80%","41690","1480826","2.40%","3.20%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.50%","69440","1264465","4.90%","6.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.50%","7645","170398","1.80%","7.20%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","8.70%","5083","58234","2.20%","15.20%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","4.90%","2781","56664","-0.20%","10.00%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.70%","17152","301747","3.40%","8.00%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","No qualifications","National Qualifications Framework (NQF) level","%","5.50%","86592","1567721","5.00%","6.10%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.30%","604","45531","-0.40%","3.00%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","Missing","National Qualifications Framework (NQF) level","%","1.70%","867","51999","-0.10%","3.50%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.20%","507791","16119634","3.00%","3.30%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.20%","11653","222372","2.50%","8.00%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","4.30%","58577","1352390","3.40%","5.30%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","7.40%","42263","568549","5.40%","9.50%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.90%","16514","427992","2.20%","5.60%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","5.00%","129007","2571303","4.30%","5.80%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Male","Male/Female/All","16-64","Labour force age brackets","All","National Qualifications Framework (NQF) level","%","3.40%","636798","18701645","3.30%","3.50%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","1.70%","121179","6943590","1.60%","1.90%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.90%","3526","122312","0.20%","5.50%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.30%","27030","626905","2.90%","5.70%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.40%","15157","340644","2.40%","6.50%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.20%","10556","250966","2.00%","6.40%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","4.20%","56269","1340827","3.30%","5.10%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 4 and above","National Qualifications Framework (NQF) level","%","2.10%","177448","8289033","2.00%","2.30%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.50%","65244","2581368","2.20%","2.80%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.40%","1599","29359.5","-1.60%","12.40%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.60%","7850.5","140210.5","2.30%","8.90%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.10%","4516.5","88854","0.90%","9.20%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","6.70%","2619","38988","-0.30%","13.70%"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","5.60%","16585","297412","3.30%","7.90%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 3","National Qualifications Framework (NQF) level","%","2.80%","81829","2879516","2.50%","3.10%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","2.70%","76771","2818516","2.40%","3.00%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.40%","1609","36666.5","-1.20%","10.00%"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","2.30%","3284.5","143093.5","0.20%","4.40%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","5.80%","4851.5","83479","1.20%","10.40%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","4.30%","12462","291172","2.30%","6.30%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Level 2","National Qualifications Framework (NQF) level","%","2.90%","89233","3111385","2.60%","3.20%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","3.60%","61426","1687379","3.20%","4.10%"
"% of individuals unemployed","Mixed","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Asian or Asian British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.80%","6110","90027","2.60%","11.00%"
"% of individuals unemployed","Black or Black British","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.10%","2835","46317","-0.20%","12.40%"
"% of individuals unemployed","Other","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","Other than White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","6.90%","12147","176578","3.70%","10.00%"
"% of individuals unemployed","Unreported","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","?","?","?","?","?"
"% of individuals unemployed","All","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Below Level 2","National Qualifications Framework (NQF) level","%","3.90%","73573","1864208","3.50%","4.40%"
"% of individuals unemployed","White","ONS 5+1","2019","Year","England, Wales and Scotland ","ONS geography code","Female","Male/Female/All","16-64","Labour force age brackets","Other qualifications","National Qualifications Framework (NQF) level","%","2.60%","20788","805692","2.00%","3.10%"
