"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","Gender_type","Destination","Value","Value_type","Denominator","Numerator"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","1350","35"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","5310","155"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","11340","380"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","5","% of cohort","12505","595"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","6325","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","5410","220"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","4160","350"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","3360","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","19","% of cohort","105","20"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","2055","65"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","260455","19135"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","20","% of cohort","20","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","5750","375"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","13075","1060"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","12900","1010"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","12750","670"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","1670","135"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","2270","180"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","5335","375"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","1350","110"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","9","% of cohort","5310","470"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","5","% of cohort","11340","610"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","12505","1045"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","6","% of cohort","6325","410"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","5410","405"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","23","% of cohort","4160","945"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","3360","550"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","36","% of cohort","105","40"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","2055","100"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","25","% of cohort","260455","65430"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","20","% of cohort","20","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","5750","470"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","18","% of cohort","13075","2295"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","17","% of cohort","12900","2160"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","8","% of cohort","12750","960"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","15","% of cohort","1670","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","11","% of cohort","2270","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","5335","545"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","19","% of cohort","1350","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","16","% of cohort","5310","830"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","11340","995"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","12505","1125"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","6325","605"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Employment","17","% of cohort","5410","915"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","4160","220"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","3360","115"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","105","5"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2055","30"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","7","% of cohort","260455","19145"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","0","% of cohort","20","0"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","5750","300"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","13075","395"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","12900","380"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","12750","230"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1670","50"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2270","55"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","5335","90"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","1350","40"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","5","% of cohort","5310","245"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","11340","345"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","12505","295"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","6325","105"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","5410","190"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","5","% of cohort","2055","100"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","5","% of cohort","5335","260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","14600","490"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","20325","625"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","11","% of cohort","13075","1440"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","3","% of cohort","274830","7275"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","35920","1390"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","14600","12955"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","20325","18380"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","81","% of cohort","13075","10575"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","274830","247280"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","35920","32090"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","85","% of cohort","2055","1755"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","76","% of cohort","5335","4065"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","67","% of cohort","14600","9710"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","78","% of cohort","20325","15800"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","60","% of cohort","13075","7885"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","58","% of cohort","274830","159815"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education","78","% of cohort","35920","27850"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","92","% of cohort","2055","1890"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Education or employment","88","% of cohort","5335","4700"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","3","% of cohort","2055","65"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","5335","375"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","14600","1155"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","20325","1320"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","13075","1060"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","274830","20280"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","No sustained education/employment","7","% of cohort","35920","2440"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","5","% of cohort","2055","100"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","5335","545"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","18","% of cohort","14600","2670"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","10","% of cohort","20325","2050"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","18","% of cohort","13075","2295"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","25","% of cohort","274830","67890"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Employment","9","% of cohort","35920","3195"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","2055","30"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","2","% of cohort","5335","90"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Mixed","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","4","% of cohort","14600","575"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","20325","530"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","13075","395"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","7","% of cohort","274830","19570"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Asian","White/Mixed/Asian/Black/Chinese/Other/Unclassified","2015/16","Academic year","England","Country","E92000001","All","All","Apprenticeships","3","% of cohort","35920","1045"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Unknown","4","% of cohort","372255","13260"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","372255","330860"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Education","61","% of cohort","372255","226730"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Apprenticeships","6","% of cohort","372255","24080"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","Employment","22","% of cohort","372255","80050"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","All","All","2016/17","Academic year","England","Country","E92000001","All","All","No sustained education/employment","8","% of cohort","372255","28135"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","73","% of cohort","125","95"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","4320","3760"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","65","% of cohort","25","15"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","12015","10905"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","6490","5865"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","2265","2005"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","13410","11675"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","1735","1520"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - British","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","259955","232650"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Other","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","5785","5060"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White - Irish","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","1375","1235"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","5235","4580"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Chinese","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","91","% of cohort","2025","1840"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Unclassified","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","80","% of cohort","13330","10730"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Asian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","89","% of cohort","3565","3175"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other mixed background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","87","% of cohort","5715","4970"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Asian background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","6775","6080"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other White background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","85","% of cohort","14465","12360"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Black - African","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education or employment","90","% of cohort","13635","12335"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Gypsy / Roma","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","39","% of cohort","125","50"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","White and Black Caribbean","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","58","% of cohort","4320","2505"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Traveller of Irish heritage","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","42","% of cohort","25","10"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Indian","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","79","% of cohort","12015","9485"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Bangladeshi","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","76","% of cohort","6490","4945"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Any other Black background","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","72","% of cohort","2265","1625"
"Student destinations after 16 to 18 study (A level or other level 3 qualifications)","Pakistani","Ethnicities used in National Pupil Database (19)","2016/17","Academic year","England","Country","E92000001","All","All","Education","74","% of cohort","13410","9965"
